Geneid	RB_0d-1	RB_0d-2	RB_0d-3	SB_0d-1	SB_0d-2	SB_0d-3	RB_28d-1	RB_28d-2	RB_28d-3	SB_28d-1	SB_28d-2	SB_28d-3	RB_7d-1	RB_7d-2	RB_7d-3	SB_7d-1	SB_7d-2	SB_7d-3
PLBR_LOCUS4091	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.208	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS4092	0.000	0.000	0.006	0.006	0.006	0.000	0.756	1.116	0.184	14.749	15.538	17.589	0.000	0.007	0.019	0.205	0.682	0.020
PLBR_LOCUS4093	0.082	0.096	0.000	0.183	0.089	0.077	8.378	13.663	2.362	144.928	148.644	119.187	0.193	0.300	0.377	3.076	19.372	0.290
PLBR_LOCUS4094	0.016	0.038	0.018	0.000	0.000	0.061	3.659	4.567	0.961	53.850	72.106	70.212	0.000	0.099	0.038	1.343	3.458	0.096
PLBR_LOCUS4095	0.000	0.000	0.000	0.000	0.018	0.000	0.839	1.047	0.154	3.054	5.523	7.352	0.000	0.021	0.019	0.386	0.372	0.020
PLBR_LOCUS4096	0.000	0.000	0.000	0.000	0.000	0.000	0.158	0.000	0.000	1.094	0.748	0.547	0.000	0.000	0.146	0.264	0.000	0.000
PLBR_LOCUS4097	0.000	0.260	0.250	0.000	0.000	0.000	25.373	1.352	0.869	21.269	33.800	16.651	7.686	0.945	21.753	6.804	1.710	0.130
PLBR_LOCUS4098	0.000	0.000	0.000	0.000	0.000	0.000	0.459	0.136	0.000	14.305	47.016	9.653	0.000	0.000	0.000	0.256	0.135	0.144
PLBR_LOCUS4099	0.014	0.000	0.000	0.000	0.000	0.000	1.255	3.342	0.238	33.811	31.982	31.228	0.016	0.017	0.016	0.248	1.421	0.016
PLBR_LOCUS4100	0.000	0.000	0.000	0.036	0.036	0.000	4.034	9.407	0.856	74.031	79.793	76.196	0.000	0.120	0.113	0.443	2.960	0.192
PLBR_LOCUS4101	0.000	0.000	0.000	0.000	0.042	0.000	1.313	1.431	0.204	27.516	36.335	33.375	0.023	0.071	0.045	0.407	1.249	0.046
PLBR_LOCUS4102	0.000	0.000	0.000	0.000	0.000	0.000	0.046	0.000	0.000	1.686	1.795	2.411	0.000	0.000	0.000	0.039	0.082	0.000
PLBR_LOCUS4103	0.000	0.000	0.000	0.000	0.000	0.097	4.753	8.475	1.620	85.990	93.904	89.281	0.000	0.251	0.356	1.612	8.081	0.303
PLBR_LOCUS4104	0.000	0.029	0.000	0.000	0.000	0.023	0.337	0.273	0.097	9.859	9.214	5.512	0.058	0.000	0.113	0.103	0.082	0.000
PLBR_LOCUS4105	0.021	0.000	0.000	0.024	0.000	0.000	0.553	1.385	0.360	38.052	49.460	34.165	0.025	0.026	0.000	0.066	1.283	0.050
PLBR_LOCUS4106	0.094	0.000	0.000	0.208	0.000	0.000	6.457	10.942	1.589	130.343	127.767	126.266	0.055	0.171	0.000	2.189	9.225	0.220
PLBR_LOCUS4107	0.050	0.059	0.057	0.000	0.054	0.047	2.247	3.394	1.049	100.952	107.857	96.179	0.059	0.305	0.058	0.418	4.976	0.000
PLBR_LOCUS4108	0.000	0.000	0.000	0.000	0.000	0.000	0.256	0.228	0.090	2.552	2.227	2.429	0.323	0.042	0.118	0.143	0.303	0.000
PLBR_LOCUS4109	0.267	0.104	0.000	0.099	0.000	0.000	6.279	10.410	5.787	359.776	364.264	271.772	0.104	0.647	0.305	1.566	24.303	0.625
PLBR_LOCUS4110	0.000	0.000	0.000	0.000	0.000	0.000	0.100	0.000	0.052	1.165	1.654	1.106	0.047	0.097	0.000	0.000	0.309	0.000
PLBR_LOCUS4111	0.000	0.000	0.000	0.000	0.000	0.000	0.058	0.000	0.000	0.050	0.000	0.000	0.000	0.000	0.107	0.000	0.000	0.000
PLBR_LOCUS4112	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.040	0.000	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS4113	0.080	0.070	0.000	0.044	0.000	0.037	4.608	6.140	1.614	58.816	74.353	86.403	0.257	0.073	0.183	1.036	4.456	0.304
PLBR_LOCUS4114	0.000	0.000	0.000	0.000	0.000	0.000	0.224	0.114	0.000	6.168	11.459	2.737	0.030	0.000	0.089	0.054	0.511	0.091
PLBR_LOCUS4115	0.000	0.000	0.039	0.000	0.000	0.000	2.921	5.324	1.354	55.206	41.169	61.027	0.000	0.000	0.040	0.683	3.844	0.000
PLBR_LOCUS4116	0.000	0.053	0.000	0.000	0.000	0.000	2.073	3.296	0.883	46.163	37.428	59.363	0.053	0.219	0.052	0.562	4.219	0.000
PLBR_LOCUS4117	0.000	0.000	0.000	0.000	0.000	0.000	0.160	0.000	0.000	1.204	0.845	3.486	0.101	0.052	0.000	0.134	0.095	0.000
PLBR_LOCUS4118	0.000	0.000	0.000	0.105	0.000	0.000	1.881	2.515	0.463	44.232	40.965	42.541	0.028	0.058	0.000	0.147	1.692	0.028
PLBR_LOCUS4119	0.000	0.000	0.000	0.000	0.000	0.219	1.022	0.521	0.000	23.162	32.684	17.029	0.276	0.000	0.943	0.000	0.906	0.138
PLBR_LOCUS4120	0.055	0.064	0.062	0.061	0.000	0.000	1.296	2.007	0.502	69.825	90.689	65.390	0.064	0.000	0.000	0.228	3.023	0.064
PLBR_LOCUS4121	0.097	0.000	0.000	0.000	0.000	0.000	0.240	0.858	0.000	41.571	49.246	44.307	0.000	0.000	0.111	0.302	1.811	0.000
PLBR_LOCUS4122	0.102	0.000	0.000	0.000	0.000	0.000	0.506	1.014	0.133	20.592	34.081	19.123	0.000	0.247	0.000	0.423	1.232	0.000
PLBR_LOCUS4123	0.141	0.000	0.158	0.000	0.152	0.000	3.839	8.401	2.750	274.447	251.256	217.736	0.000	0.000	0.483	1.605	15.461	0.989
PLBR_LOCUS4124	0.000	0.000	0.000	0.000	0.000	0.000	0.483	0.364	0.039	4.215	6.078	5.360	0.000	0.000	0.034	0.373	0.362	0.000
PLBR_LOCUS4125	0.000	0.000	0.142	0.140	0.000	0.118	11.894	18.277	5.919	562.643	664.491	375.554	0.444	0.766	0.000	4.843	27.039	0.444
PLBR_LOCUS4126	0.128	0.000	0.000	0.000	0.000	0.000	2.703	1.985	0.167	81.438	137.682	61.137	0.000	0.311	0.000	0.399	5.495	0.000
PLBR_LOCUS4127	0.000	0.000	0.000	0.000	0.000	0.000	0.444	0.079	0.093	11.314	16.434	10.479	0.000	0.000	0.000	0.000	0.236	0.000
PLBR_LOCUS4128	0.000	0.000	0.000	0.000	0.000	0.000	0.754	1.064	0.396	82.114	115.992	77.224	0.000	0.369	0.058	0.105	1.113	0.119
PLBR_LOCUS4129	0.000	0.000	0.000	0.033	0.000	0.000	1.191	0.531	0.000	9.059	12.708	6.945	0.598	0.000	0.481	0.093	0.791	0.000
PLBR_LOCUS4130	0.000	0.000	0.000	0.000	0.000	0.037	1.802	3.038	0.665	55.226	60.248	55.818	0.000	0.048	0.000	0.366	1.984	0.046
PLBR_LOCUS4131	0.059	0.000	0.000	0.132	0.064	0.000	1.911	3.472	0.926	94.434	83.671	77.974	0.000	0.000	0.000	0.553	4.037	0.069
PLBR_LOCUS4132	0.030	0.000	0.000	0.000	0.000	0.000	0.586	0.359	0.115	19.425	18.275	24.632	0.104	0.036	0.034	0.153	0.260	0.069
PLBR_LOCUS4133	0.098	0.000	0.000	0.000	0.000	0.000	3.043	6.348	1.854	64.339	70.017	72.475	0.000	0.060	0.000	0.611	5.824	0.460
PLBR_LOCUS4134	0.000	0.054	0.000	0.000	0.100	0.086	2.801	4.790	1.201	102.372	100.915	92.695	0.000	0.224	0.264	0.382	6.533	0.162
PLBR_LOCUS4135	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.154	3.188	0.460	0.000	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS4136	0.367	0.000	0.000	0.045	0.000	0.076	0.506	0.000	0.106	19.102	91.110	318.455	0.048	0.099	0.140	0.127	0.000	0.191
PLBR_LOCUS4137	0.000	0.000	0.000	0.000	0.000	0.000	0.455	0.262	0.000	9.111	14.089	3.509	0.228	0.000	0.272	0.045	0.119	0.000
PLBR_LOCUS4138	0.069	0.000	0.000	0.000	0.000	0.000	0.042	0.341	0.089	9.427	9.509	18.816	0.120	0.000	0.000	0.036	0.301	0.000
PLBR_LOCUS4139	0.196	0.000	0.000	0.000	0.000	0.000	2.505	4.539	0.679	88.305	130.163	115.811	0.000	0.158	0.149	0.473	4.439	0.000
PLBR_LOCUS4140	0.000	0.035	0.000	0.033	0.097	0.083	3.141	6.259	1.165	139.981	167.406	140.491	0.035	0.108	0.068	0.773	7.955	0.140
PLBR_LOCUS4141	0.000	0.000	0.000	0.031	0.031	0.079	1.090	2.883	0.628	82.114	112.030	67.299	0.033	0.069	0.032	0.617	1.837	0.066
PLBR_LOCUS4142	0.000	0.050	0.000	0.000	0.000	0.000	0.957	1.516	0.279	8.152	8.279	12.393	0.000	0.000	0.000	0.889	1.366	0.000
PLBR_LOCUS4143	0.000	0.000	0.000	0.000	0.133	0.000	5.350	9.812	1.445	118.217	126.242	136.630	0.000	0.150	0.071	1.278	11.715	0.217
PLBR_LOCUS4144	0.000	0.000	0.000	0.000	0.000	0.000	0.410	0.549	0.185	4.267	4.103	3.987	0.000	0.057	0.270	0.098	0.545	0.000
PLBR_LOCUS4145	0.000	0.000	0.000	0.090	0.044	0.000	2.603	4.506	1.052	52.908	53.778	46.783	0.000	0.000	0.000	0.963	6.518	0.236
PLBR_LOCUS4146	0.000	0.000	0.000	0.000	0.000	0.000	0.269	0.000	0.000	7.656	9.201	3.215	0.051	0.053	0.000	0.045	0.000	0.000
PLBR_LOCUS4147	0.000	0.000	0.000	0.000	0.000	0.000	1.064	1.674	0.329	15.297	15.641	22.155	0.000	0.061	0.231	0.209	0.610	0.000
PLBR_LOCUS4148	0.050	0.059	0.000	0.000	0.000	0.000	3.495	4.395	1.311	161.243	161.934	140.696	0.000	0.061	0.288	0.574	10.173	0.177
PLBR_LOCUS4149	0.049	0.000	0.000	0.000	0.000	0.046	19.842	28.335	5.211	85.752	56.071	103.014	0.116	0.300	0.226	12.753	16.169	0.174
PLBR_LOCUS4150	0.000	0.000	0.000	0.000	0.022	0.000	1.648	1.989	0.480	28.366	35.567	35.228	0.096	0.099	0.281	0.445	3.235	0.024
PLBR_LOCUS4151	0.050	0.059	0.000	0.000	0.000	0.047	1.810	4.562	0.983	87.813	88.022	91.545	0.059	0.244	0.058	0.626	5.363	0.177
PLBR_LOCUS4152	0.000	0.000	0.000	0.000	0.000	0.000	0.301	0.201	0.079	8.935	9.879	6.529	0.142	0.074	0.208	0.063	0.333	0.000
PLBR_LOCUS4153	0.000	0.000	0.000	0.075	0.000	0.000	0.168	0.374	0.000	9.452	57.522	119.198	0.079	0.082	0.000	0.070	0.595	0.000
PLBR_LOCUS4154	0.000	0.000	0.040	0.040	0.000	0.033	2.582	2.937	1.029	90.872	98.159	72.591	0.042	0.087	0.041	0.521	3.707	0.042
PLBR_LOCUS4155	0.000	0.000	0.036	0.035	0.000	0.000	5.696	7.809	1.444	89.450	95.567	102.413	0.037	0.077	0.145	1.643	9.118	0.148
PLBR_LOCUS4156	0.000	0.000	0.000	0.000	0.000	0.000	1.446	2.461	0.622	51.887	48.853	58.386	0.000	0.000	0.000	0.385	3.611	0.124
PLBR_LOCUS4157	0.000	0.000	0.000	0.000	0.000	0.000	0.445	0.340	0.000	6.780	6.991	13.905	0.000	0.000	0.000	0.053	0.451	0.000
PLBR_LOCUS4158	0.000	0.000	0.157	0.465	0.000	0.000	2.941	8.944	2.181	204.591	317.436	224.228	0.490	0.339	0.160	1.591	12.260	0.000
PLBR_LOCUS4159	0.000	0.000	0.000	0.000	0.000	0.000	4.930	0.000	0.167	31.969	39.293	9.270	1.653	0.389	2.714	0.732	0.070	0.000
PLBR_LOCUS4160	0.000	0.039	0.000	0.000	0.036	0.000	2.871	6.194	1.136	96.392	94.996	71.885	0.079	0.122	0.038	0.905	7.040	0.275
PLBR_LOCUS4161	0.000	0.023	0.000	0.022	0.000	0.000	0.121	0.043	0.025	10.747	64.626	7.918	0.000	0.024	0.000	0.000	0.021	0.000
PLBR_LOCUS4162	0.000	0.031	0.000	0.000	0.000	0.000	1.995	2.886	0.928	54.236	55.048	64.994	0.031	0.064	0.151	0.383	3.593	0.062
PLBR_LOCUS4163	0.000	0.000	0.000	0.000	0.000	0.000	1.079	1.487	0.206	25.248	46.697	26.313	0.046	0.144	0.000	0.205	1.565	0.185
PLBR_LOCUS4164	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.032	0.000	3.001	2.627	2.820	0.000	0.000	0.000	0.030	0.250	0.000
PLBR_LOCUS4165	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS4166	0.000	0.000	0.000	0.000	0.000	0.000	3.287	7.074	0.839	29.332	20.232	38.055	0.089	0.046	0.043	1.374	5.408	0.044
PLBR_LOCUS4167	0.000	0.000	0.000	0.000	0.000	0.000	0.360	0.000	0.000	0.125	0.171	3.462	0.136	0.000	0.150	0.090	0.016	0.000
PLBR_LOCUS4168	0.000	0.000	0.000	0.000	0.000	0.133	3.198	3.959	1.680	199.499	228.674	147.321	0.000	0.174	0.000	0.149	9.759	0.000
PLBR_LOCUS4169	0.000	0.073	0.000	0.000	0.000	0.000	0.156	0.556	0.082	22.625	32.477	22.392	0.000	0.000	0.000	0.196	0.829	0.000
PLBR_LOCUS4170	0.084	0.000	0.000	0.465	0.000	0.078	2.599	4.634	1.857	229.815	232.063	185.566	0.295	0.610	0.000	1.565	7.553	0.098
PLBR_LOCUS4171	0.372	0.217	0.278	0.550	0.268	0.173	50.565	89.951	16.042	1236.696	1112.026	1342.433	0.435	1.201	0.779	21.947	100.068	2.030
PLBR_LOCUS4172	0.000	0.000	0.000	0.000	0.000	0.047	1.470	2.008	0.230	49.580	54.962	60.982	0.000	0.061	0.058	0.235	1.441	0.000
PLBR_LOCUS4173	0.000	0.000	0.000	0.000	0.000	0.000	1.774	3.224	1.004	41.623	30.859	45.361	0.064	0.067	0.063	0.057	3.144	0.000
PLBR_LOCUS4174	0.000	0.000	0.000	0.000	0.000	0.000	0.732	0.583	0.247	18.696	17.639	15.517	0.000	0.026	0.048	0.044	0.440	0.049
PLBR_LOCUS4175	0.000	0.000	0.000	0.000	0.000	0.000	0.113	0.000	0.000	0.000	0.000	0.275	0.107	0.000	0.209	0.000	0.000	0.000
PLBR_LOCUS4176	0.000	0.000	0.000	0.000	0.000	0.000	0.642	0.000	0.000	0.152	0.461	6.356	0.000	0.000	0.161	0.000	0.103	0.000
PLBR_LOCUS4177	0.000	0.000	0.000	0.000	0.000	0.000	0.999	0.070	0.028	1.435	0.748	0.347	0.124	0.051	0.606	0.198	0.000	0.000
PLBR_LOCUS4178	0.078	0.045	0.000	0.022	0.000	0.000	7.714	12.314	2.305	136.882	143.315	138.849	0.114	0.236	0.044	2.036	8.607	0.137
PLBR_LOCUS4179	0.000	0.000	0.000	0.000	0.061	0.000	1.359	1.677	0.403	53.766	90.932	52.585	0.132	0.205	0.193	0.437	1.420	0.132
PLBR_LOCUS4180	0.000	0.000	0.000	0.000	0.000	0.000	1.167	0.585	0.084	6.998	5.918	8.679	0.725	0.047	0.516	0.321	0.312	0.015
PLBR_LOCUS4181	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.106	5.082	43.256	9.263	0.000	0.000	0.187	0.085	0.090	0.000
PLBR_LOCUS4182	0.099	0.000	0.000	0.110	0.000	0.046	5.934	8.617	1.607	169.101	202.866	199.531	0.058	0.180	0.113	1.484	14.689	0.116
PLBR_LOCUS4183	0.196	0.076	0.074	0.145	0.495	0.061	12.254	15.120	5.201	630.733	1651.278	522.364	0.077	1.032	0.299	1.832	20.491	0.613
PLBR_LOCUS4184	0.045	0.052	0.000	0.000	0.096	0.041	5.137	8.568	2.089	164.023	154.822	140.521	0.052	0.595	0.051	1.201	8.075	0.261
PLBR_LOCUS4185	0.046	0.000	0.000	0.103	0.100	0.086	2.702	5.433	1.087	108.299	215.461	101.135	0.109	0.169	0.212	0.673	7.539	0.326
PLBR_LOCUS4186	0.073	0.021	0.041	0.080	0.020	0.067	7.097	11.973	1.793	99.524	111.768	109.458	0.127	0.242	0.104	2.686	11.322	0.212
PLBR_LOCUS4187	0.000	0.000	0.000	0.000	0.039	0.000	1.662	2.883	0.425	34.329	54.090	48.908	0.170	0.044	0.124	0.789	2.547	0.042
PLBR_LOCUS4188	0.000	0.116	0.028	0.028	0.000	0.000	3.864	7.329	1.299	93.361	138.490	129.849	0.000	0.181	0.029	1.370	5.833	0.029
PLBR_LOCUS4189	0.055	0.064	0.000	0.000	0.000	0.000	6.888	12.643	2.483	259.695	254.749	201.232	0.000	0.396	0.000	1.807	16.574	0.510
PLBR_LOCUS4190	0.000	0.000	0.000	0.000	0.000	0.000	2.931	6.652	0.980	62.113	58.731	50.807	0.000	0.065	0.000	1.504	6.257	0.189
PLBR_LOCUS4191	0.096	0.000	0.000	0.213	0.000	0.089	3.683	6.142	0.998	216.672	253.126	176.081	0.000	0.349	0.110	1.689	12.524	0.112
PLBR_LOCUS4192	0.000	0.000	0.000	0.000	0.000	0.000	1.816	0.090	0.053	0.481	0.837	0.315	0.572	0.197	0.558	0.422	0.000	0.000
PLBR_LOCUS4193	0.000	0.000	0.000	0.000	0.000	0.000	1.924	1.286	0.404	49.093	82.520	45.792	0.000	0.188	0.177	0.804	4.517	0.000
PLBR_LOCUS4194	0.000	0.000	0.000	0.000	0.000	0.000	0.342	0.000	0.000	2.963	4.146	3.797	0.000	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS4195	0.137	0.000	0.000	0.076	0.074	0.000	15.300	19.853	5.626	570.418	688.509	422.145	0.562	1.248	0.627	5.758	36.072	0.562
PLBR_LOCUS4196	0.000	0.000	0.000	0.103	0.101	0.000	4.497	6.168	0.606	136.994	122.908	145.964	0.000	0.451	0.000	1.350	11.034	0.327
PLBR_LOCUS4197	0.026	0.000	0.029	0.000	0.000	0.000	0.255	0.626	0.034	1.659	2.346	3.034	0.000	0.000	0.000	0.107	0.481	0.000
PLBR_LOCUS4198	0.000	0.000	0.000	0.000	0.000	0.000	0.046	0.000	0.000	0.318	1.342	0.700	0.043	0.000	0.085	0.000	0.041	0.000
PLBR_LOCUS4199	0.000	0.000	0.000	0.000	0.000	0.000	0.137	0.732	0.432	8.662	7.579	12.259	0.000	0.000	0.126	0.000	1.335	0.000
PLBR_LOCUS4200	0.024	0.000	0.000	0.027	0.000	0.000	0.447	1.037	0.219	24.958	31.191	31.886	0.000	0.029	0.055	0.175	0.740	0.000
PLBR_LOCUS4201	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.557	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS4202	0.000	0.000	0.000	0.000	0.000	0.000	2.718	3.099	0.664	45.127	46.674	25.789	0.239	0.062	0.816	0.159	1.512	0.119
PLBR_LOCUS4203	0.367	0.000	0.000	0.543	0.132	0.228	0.303	0.406	0.637	189.794	580.240	74.842	0.143	0.148	0.000	0.000	0.134	0.000
PLBR_LOCUS4204	0.043	0.000	0.000	0.096	0.000	0.000	0.699	0.048	0.000	13.781	46.094	51.866	0.355	0.105	0.595	0.315	0.238	0.000
PLBR_LOCUS4205	0.252	0.588	0.000	0.419	0.136	0.117	0.468	0.835	0.328	108.877	1038.536	929.260	0.295	0.458	0.000	0.000	0.000	0.442
PLBR_LOCUS4206	0.000	0.000	0.123	0.000	0.000	0.000	0.272	0.000	0.000	4.596	31.183	33.691	0.128	0.000	0.251	0.569	0.241	0.000
PLBR_LOCUS4207	1.385	1.560	0.590	3.019	0.773	0.667	0.651	0.580	1.367	171.773	3638.942	4860.576	0.391	3.068	0.109	0.198	0.524	0.224
PLBR_LOCUS4208	0.000	0.000	0.040	0.000	0.000	0.100	6.293	9.205	1.909	116.382	118.425	116.362	0.042	0.130	0.327	1.853	13.349	0.335
PLBR_LOCUS4209	0.097	0.056	0.000	0.054	0.052	0.000	3.110	8.106	1.634	151.915	158.153	123.158	0.000	0.059	0.055	1.101	9.910	0.339
PLBR_LOCUS4210	0.000	0.000	0.000	0.000	0.000	0.000	0.271	0.074	0.131	0.777	0.659	0.911	0.039	0.000	0.096	0.052	0.000	0.000
PLBR_LOCUS4211	0.000	0.000	0.000	0.000	0.000	0.000	0.341	0.000	0.205	3.375	5.197	3.244	0.092	0.000	0.180	0.041	0.129	0.000
PLBR_LOCUS4212	0.000	0.000	0.000	0.177	0.172	0.296	3.944	4.219	1.036	130.885	179.769	131.642	0.559	0.193	0.364	1.649	9.434	0.186
PLBR_LOCUS4213	0.000	0.000	0.000	0.072	0.035	0.060	2.052	3.157	0.719	90.664	121.104	89.729	0.190	0.039	0.148	0.505	4.885	0.114
PLBR_LOCUS4214	0.000	0.000	0.000	0.000	0.000	0.000	0.146	0.000	0.000	13.703	111.610	21.847	0.000	0.430	0.000	0.000	0.389	0.000
PLBR_LOCUS4215	0.000	0.000	0.000	0.000	0.000	0.000	0.097	0.029	0.000	0.450	0.564	0.473	0.092	0.000	0.030	0.081	0.000	0.000
PLBR_LOCUS4216	0.000	0.000	0.000	0.000	0.000	0.000	0.523	0.333	0.000	15.922	18.308	19.438	0.000	0.000	0.069	0.062	0.463	0.000
PLBR_LOCUS4217	0.069	0.000	0.000	0.076	0.000	0.064	10.756	18.112	2.870	423.471	469.497	370.420	0.000	0.251	0.079	3.356	25.488	1.129
PLBR_LOCUS4218	0.000	0.088	0.000	0.333	0.081	0.000	0.186	0.000	0.098	37.317	232.033	63.257	0.088	0.364	0.000	0.000	0.000	0.000
PLBR_LOCUS4219	0.076	0.088	0.000	0.000	0.000	0.071	6.573	7.450	0.691	189.907	260.080	202.526	0.177	0.368	0.173	1.257	7.238	0.266
PLBR_LOCUS4220	0.061	0.000	0.000	0.000	0.000	0.000	0.038	0.068	0.000	1.646	5.227	5.722	0.144	0.000	0.000	0.095	0.101	0.000
PLBR_LOCUS4221	0.000	0.000	0.000	0.000	0.000	0.041	1.972	4.541	0.575	53.966	107.278	88.263	0.052	0.214	0.202	0.779	5.678	0.155
