Geneid	KQGRcry	MGGQcry	PL4mw	PL4snow	QTsnow1	QTsnow2	Qycry	QYice	QYmw	TGLcry	TGLmw
g346	33.830511	19.816527	10.342148	4503.78767	219.136176	79.567644	11.411757	115.288999	294.625508	19.752155	224.046705
g347	190.85907	199.098689	70.328401	1730.03006	359.531633	55.191497	120.714112	199.900606	356.178587	203.581816	449.23579
g348	8.842925	0	0	2424.60429	43.836579	0	3.728636	54.027397	45.944588	2.48221	103.418667
g349	0	0	0	2930.1726	0	0	0	0	0	0	0
g350	13.588062	0	0	1375.1338	17.962507	18.5551	1.90981	171.225941	75.641328	16.528072	121.911498
g351	9.14827	0	19.664083	2340.38613	13.605075	0	4.821731	42.501935	39.043361	5.135841	227.35311
g352	0	2.288734	2953.74721	4012.21758	35606.035	25101.1797	0	6.869919	0	0	48.402041
g353	0	3.883918	5345.23477	603.568479	7579.15706	313.727569	1.379258	20.817969	0	0	18.846486
g354	0	0	0	361.630348	2173.09843	21.780862	0	0	0	0	0
g355	0	8.098316	51510.7337	4025.89744	14156.6288	111.764328	2.875876	143.24418	0	0	157.772947
g356	0	0	0	571.55121	10782.8305	55.07891	0	19.395135	3.534324	0	93.360873
g357	0	0	0	55.605504	3231.31986	0	0	18.258561	0	0	0
g358	0	0	0	346.440981	1899.20352	19.002976	0	3.345793	4.87756	0	0
g359	0	0	16.3997	779.758291	15887.9813	188.223226	0	27.313073	0	0	42.441002
g360	3.084382	321.870088	51.729099	4484.23288	3268.67236	1548.80823	7.658707	20589.35	131.254951	10.197039	1974.17982
g361	0	0	0	115.079678	5485.77408	275.888106	2.771154	0	4.878059	0	11.303184
g362	9.360506	7.40946	35.769388	408.292912	6307.62668	40.602234	7.893749	34.949228	46.317853	0	3.219759
g363	0	2.030692	3321.65997	325.233997	4705.42949	370.925089	0	3.483072	0	0	2.35315
g364	0	0	81.722336	72.200948	4822.60753	45.493427	0	15.769456	0	0	5.073231
g365	0	0	0	25.649944	2898.53036	1127.99899	16.083829	18.033816	0	0	33.27054
g366	403.40473	1054.45871	340.484518	759.538811	3052.08771	3023.00469	2596.03346	1485.08437	4654.09741	234.167139	1396.02237
g367	0	0	0	0	2103.71573	56.720874	0	0	0	0	0
g368	0.661299	101.093549	15.162162	2007.73501	3124.47362	665.003898	3.067216	13723.5368	52.028814	0.742507	840.952
g369	0	0	95.250143	2631.62816	8589.11402	5971.04437	31.141078	453.109903	21.927041	0	80.022899
g370	0	0	0	162.762602	3089.02348	0	0	132.039463	0	0	0
g371	0	0	0	0	2629.66164	54.396308	0	0	0	0	0
g372	0	35.340949	0	322.237825	4743.74542	485.944991	0	7.577162	0	0	2.559551
g373	0	0	2039.94075	164.941408	5471.82207	5.277629	0	7.666026	0	0	4.237477
g374	0	0	188.892213	73.753775	2659.41163	3.596036	0	1.899428	0	0	0
g375	0	0	0	79.03817	1886.75821	26.975826	0	0	0	0	0
g376	0	0	0	0	4239.19369	161.879655	0	1.710098	14.958077	0	0
g377	131.497772	1497.28306	531.483698	444.386455	4392.58179	4587.46521	3248.58307	1127.00378	2715.33803	128.716814	305.023717
g378	0	0	0	507.865294	10058.3425	37.555929	2.527441	36.62226	0	0	32.473692
g379	986.073075	4880.43175	624.72702	1276.61424	3867.91304	10340.925	8438.21976	5687.25814	15069.6528	1887.78103	1443.44856
g380	0	10.746427	559.387683	114.841389	11370.449	187.379819	0	0.80141	0	0	1.488931
g381	0	0	0	14.104547	6873.27571	56.735243	1.804954	1.08973	6.354516	0	0.736218
g382	13.828952	46.18068	0	16.273399	2961.51358	635.67033	204.085101	101.652514	753.143554	3.881788	1.189196
g383	0	0	0	172.838719	3025.56262	3.587234	0	101.686445	0	0	0
g384	16.524524	34.896252	46.456913	1675.41982	7705.03539	5385.89785	18.712971	620.900732	145.428453	8.746764	70.319031
g385	0	0	0	20.761309	5765.03129	49.601023	0.774905	0.935689	0	0	0.632148
g386	0	28.570832	9264.0658	869.304137	7825.08235	46.388729	0	16.079796	0	0	3.103843
g387	0	1.540964	0	15.883138	3420.10665	75.059096	0	0	1.926568	0	3.571314
g388	7.612484	0	0	21.499413	12045.6421	858.519846	9.629453	0	11.300476	0	0
g389	9.180889	16.351384	108.17264	1751.64486	8539.55908	5602.52417	10.968226	237.223466	124.929947	5.154153	91.844467
g390	0	22.935443	25.163984	2111.08545	32778.4001	18188.6584	0	2.682218	0	0	28.99354
g391	0	18.247638	16.779241	161.214349	21952.1321	259.241367	0	4.471229	3.259121	0	0
g392	0	1.980991	0	37.695917	2757.46742	98.100684	7.034902	0.849456	2.476706	0	0
g393	0	0	1320.08698	80.86874	2394.75526	1.780684	0	1.881116	0	0	0
g394	0	0	961.090949	436.576812	10880.8998	148.253179	2.365403	14.519	0	0	35.055048
g395	0	15.002616	3640.24723	318.618282	1613.34358	141.803239	0	4.595125	0	0	3.104449
g396	0	0	552.019077	389.317161	9328.02581	82.454955	0	6.633861	0	0	22.019336
g397	0	2.694667	6339.51619	591.814075	6313.71395	4.375167	1.913862	13.86579	0	0	24.199829
g398	2.847506	6.761968	87.049599	176.924308	2317.81326	205.856203	33.618366	63.065333	21.135132	12.788722	27.914735
g399	0	14.507705	35.018188	69.016104	10997.1736	100.109949	0	1.244191	0	0	3.362283
g400	7.14651	202.364043	38.894676	3308.44625	3167.8206	1087.77552	7.305065	15283.7636	106.087547	19.695531	1387.09807
g401	0	0	0	64.863614	3275.14967	25.827704	0	9.744432	0	0	21.066564
g402	0	0	1674.65081	111.830462	1578.81697	10.831424	0	13.076944	0	0	0
g403	45.453875	56.276023	336.994734	1326.87899	7762.77517	465.472783	63.885698	74.965443	311.421923	16.139473	18.708422
g404	0	0	0	0	3269.97649	27.128121	0	0.682337	0	0	0
g405	0	3.51819	2.830694	43.236588	10389.2714	99.250716	0	1.508612	2.199283	0	1.528819
g406	26.942862	42.227579	6.177421	324.662918	2397.71343	14.543531	14.541449	31.001951	55.194167	13.915671	0.741409
g407	0	175.27572	14.102479	1949.75436	2688.58084	801.105563	2.489758	8314.07138	33.966071	0	675.588412
g408	2.851511	0	0	16.106653	6892.54277	364.190872	0	3.629543	8.465945	0	0
g409	0	0	3.854875	598.298039	13578.1491	119.602777	3.402844	16.435574	0	0	30.882476
g410	0	0	0	332.288334	2168.26568	13.88699	0	2.934046	4.277307	0	0
g411	1.602388	256.95598	49.155861	3781.1515	3261.04572	1364.53636	10.735327	16748.5005	140.607099	7.096696	1564.12051
g412	0	6.712342	0	0	3567.5058	65.390542	0	0	0	0	0
g413	105.501369	196.640031	77.349195	577.442357	2544.43891	62.67201	37.243126	98.060962	203.961426	152.892154	21.098604
g414	0	0	125.41002	720.901295	7204.45352	155.535278	0	5.569749	8.119684	0	14.110881
g415	0	5.827114	0	115.503187	21873.7718	149.012821	0	3.74803	0	0	0.844052
g416	0	22.45302	0	0	4503.28986	0	0	0	0.779766	0	0
g417	0	4.90068	4.731636	1753.17767	31101.7627	17089.1151	0	3.992715	0	0	48.554337
g418	0.582525	296.72222	22.260067	102.001413	7010.2272	26.109907	14.737353	50.71626	460.040705	21.583942	1.102049
g419	30.155567	225.771634	9.602813	42.583146	3052.89034	1187.72469	775.62414	297.685222	1047.00188	11.286228	6.626999
g420	17.763749	0	0	0	7.044746	6537.45424	14.980234	7.235382	221.505382	0	287.181563
g421	97.206055	15.50385	13.860239	13.658327	5.753726	2467.62005	80.750725	11.818854	219.679261	21.177	95.817275
g422	25.752183	9.408258	13.247104	22.378498	1.964	2311.39194	16.705315	11.094308	108.80348	22.241971	73.07891
g423	792.803226	273.568578	0	1748.8917	420.891865	7557.99928	416.1375	435.976242	1578.16337	1026.6374	1435.27751
g424	172.585633	144.202568	0	252.737191	107.735914	1617.36595	29.647464	65.089019	294.152768	403.706718	216.021763
g425	1.383057	4.105428	5.285087	24.738453	102.156718	3259.54462	76.395052	8.450026	20.531011	4.65869	133.086536
g426	0	0	2.722111	28.16579	18.36275	1316.98363	0	332.220164	0	0	0
g427	4.375254	1.731652	8.3596	19.221578	135.919124	2271.05203	79.327853	17.820919	25.97967	11.462587	107.856057
g428	302.615285	2007.64497	0	128.198328	30.002785	2120.25797	336.540481	59.703449	977.058331	3041.00035	37.73314
g429	182.874304	766.00645	12.941098	63.762878	214.886733	19489.8161	2840.19195	478.474467	7156.27084	372.638375	9.319079
g430	0	0	0	0	737.139454	3672.91548	0	0	0	0	0.154062
g431	15.775932	29.970468	12.056944	0	359.744004	10434.7933	290.025041	14.457872	555.026529	7.085289	0
g432	54.572523	15.246271	0	477.486594	35.009709	2565.17944	5.41426	210.839352	400.290022	43.252272	647.615443
g433	5.545091	11.970836	21.350034	783.821853	106.121861	1290.08585	10.202608	1710.78889	49.887884	15.848077	351.821272
g434	0	785.225196	0	0	0	1887.48304	75.521708	10.522104	107.375239	3.867382	0
g435	453.627015	1028.4641	228.273144	1184.49033	266.517562	4655.0803	728.882639	2061.52707	3247.81003	517.716689	2436.20615
g436	0	0	0	137.896852	28.475797	1146.15576	0	190.832594	0	0	48.902883
g437	14.08984	26.023764	41.87683	67.795423	176.94533	1762.56242	150.505504	89.27265	99.931494	21.093438	289.175776
g438	0.988645	3.689297	14.302124	719.846168	87.377125	1297.80715	5.716993	1594.49571	25.788017	3.80589	305.76887
g439	0	111.409794	0	309.16611	25.371382	1466.64249	1.798358	559.70308	0	0	155.874538
g440	829.699891	476.152754	33.026459	4696.2922	198.796387	2460.92514	55.392041	2963.19182	556.813685	1011.1605	4986.66864
g441	1078.67789	527.883902	20.888321	2020.66515	303.493963	17800.4892	510.143238	768.134484	2447.87379	806.062782	1329.33614
g442	19.875049	61.946394	4.746794	9.355289	9.852556	2728.79343	318.453323	34.152212	750.503986	8.368393	0
g443	315.262153	776.380502	25.496598	4412.60793	95.919903	1024.20662	45.013625	3949.96481	760.184095	1209.88788	11850.5437
g444	1876.52853	538.609726	39.508519	3489.36733	1142.94179	16493.5694	663.727522	1002.13288	3602.91913	1757.25697	2935.75421
g445	35.577662	36.208383	6.473965	0	272.109577	8870.66101	604.341552	31.915135	1335.43576	38.044395	1.1655
g446	0	12.836825	7.746269	1005.0674	13235.1489	4703.86345	0	5.504476	0	0	20.453416
g447	450.250723	179.751214	0	629.048705	191.499543	4189.0705	160.683824	220.602414	590.888494	363.403896	825.096799
g448	1438.65206	231.617979	28.670324	1356.12779	606.245755	8745.29789	268.901551	489.908108	1717.97145	804.500552	1138.10691
g449	1281.95217	382.136886	25.837215	2912.71835	552.371678	5762.64824	493.782118	800.718849	2689.91559	904.924442	2458.28679
g450	1.694398	0	0	0	50.397313	3660.9372	0	0	1.257638	0.951235	13.842136
g451	1020.40524	363.473251	18.867504	1301.48529	215.390044	4819.55424	180.429822	467.575819	1057.88695	1047.77161	1506.99952
g452	610.547324	1467.98927	152.298947	370.41094	215.227373	6427.89024	1290.05239	913.56479	3441.56294	337.048713	445.108042
g453	0	3.277282	224.133301	1611.03852	3467.22931	7246.04019	0	2.81062	0	0	7.595376
g454	1576.41096	5197.88743	1051.96468	3906.8156	2400.40787	13483.8305	11122.1353	6826.32116	14418.8159	1419.6205	7181.78231
g455	206.572059	118.548714	0	379.214712	122.883488	1931.4409	91.456559	179.672267	472.750973	100.506986	100.661483
g456	0	2.405132	9439.61946	1511.25843	3770.60574	3893.84078	1.708223	8.766299	1.503491	0	10.451432
g457	0	5.933567	34.373365	1292.80509	2544.67929	6197.53511	0	3.562068	5.934685	0	7.907137
g458	2.140872	0	0	4.030879	0	5850.35079	0.902703	1.635004	34.95858	9.615089	7.364017
g459	0	2.010471	1.617602	105.206436	51.202354	1160.04374	2.141877	341.390494	8.79747	0.950587	0.58243
g460	0	5.836037	31.304048	1004.10299	2054.8471	4832.56631	1.381663	1792.63368	4.864281	0	22.824295
g461	5.171235	21.051644	2.822984	29.904993	313.480643	2879.68853	137.057535	18.242101	41.124241	15.34513	210.783553
g462	0	0	0	1.143052	3.611429	1295.02045	0	380.03403	0	0	0
g463	13.82709	0	13.209398	39.0509	342.72163	1662.68305	217.175616	28.159676	64.143285	27.168861	322.228667
g464	8.06717	33.524923	7.706789	15.189036	0	4530.20022	21.543068	38.677223	516.93997	54.346935	2.774887
g465	0	0	0	0	681.683765	3461.15971	0	0	0	0	0
g466	0	0	0	0	281.038042	13163.7689	0	2.775415	4.046052	0	3.75012
g467	14.519031	21.548953	0	249.447697	71.974449	1647.92207	15.30494	113.655281	299.048071	61.132406	356.457565
g468	0	0	0	0	644.599717	3572.48756	0	0	0	0	0
g469	0	0	0	0	642.061484	3449.93408	0	0	0	0	0
g470	2.997504	0	3.272683	37.893839	4032.40956	3338.42038	4.694497	1.308127	5.721036	0	2.651297
g471	0	24.312168	22.821499	64.254405	13.533951	1531.2698	0	281.478863	10.131979	0	129.712034
g472	0.951372	1.129611	0	16.121374	0	2399.43727	7.220662	6.781339	104.508747	30.977839	7.526663
g473	85.784378	942.710022	6.974652	65.293948	173.720985	18608.4827	1337.56255	180.280573	6386.16743	239.772176	7.533827
g474	20.951049	11.194296	8.006044	214.986531	18.694721	7256.06385	34.011084	103.736653	779.860778	62.338194	435.818554
g475	17.660119	24.194689	0	58.828407	177.784911	5681.69645	730.894885	77.119106	275.266454	50.334618	79.904354
g476	45.700957	346.448396	40.300961	43.023356	48.795602	6316.34673	3118.75788	328.439108	2512.74608	422.345912	12.092219
g477	0	0	0	0	634.46462	3776.17653	0	0	0	0	0.630718
g478	924.280771	182.596824	0	1373.88556	547.64861	6439.17733	228.938432	348.346913	1122.80938	752.348525	1283.58474
g479	300.583054	534.862042	1800.75113	1346.60935	48.457397	2873.02	420.410474	2114.33993	2406.3654	388.713508	3418.9537
g480	795.330557	237.78225	21.864778	1088.08601	476.521892	8272.98505	366.71649	357.352057	1497.74423	798.772346	1186.79102
g481	5.270662	21.903409	5.035207	4.961856	15.676789	2900.94411	217.793643	43.606915	508.567811	23.671605	3.625928
g482	878.608305	2713.5581	459.235253	1007.76879	1914.40862	10261.1486	6597.71552	3490.23556	7813.59378	721.166828	908.388895
g483	75.229572	189.003948	477.042634	515.25499	12.971537	1960.52717	123.204984	1314.76987	926.585208	255.851733	2548.12704
g484	12.194194	0	0	86.098054	18.134895	3589.42329	10.283408	21.729913	441.233095	34.229115	252.716855
g485	72.894895	95.662412	43.982202	353.955427	376.5732	4456.241	84.120305	582.0987	2950.1469	66.769448	29.692728
g486	2.289311	0	0	81.896868	33714.6634	5053.33745	16.409963	11.072997	22.08963	7.711317	8.662065
g487	17.656258	329.137093	6.747002	59.838424	42.012701	6445.13582	151.873782	28.766398	432.466998	564.996935	7.287926
g488	3.238678	11.279962	12.375989	63.01111	4079.37927	10130.3276	34.10951	59.618301	41.880478	14.303128	36.465486
g489	0	2.973806	0	165.048331	31032.0583	4345.54975	36.962057	14.026963	35.320601	2.812138	13.353339
g490	0	0	0	3.690835	77.740318	4363.8689	1.653102	0	8.729859	0	6.068512
g491	1158.5778	270.588417	16.855143	1552.99776	568.505007	6920.28245	272.775677	449.894112	1488.51676	774.237856	1301.25629
g492	7.557218	0	7.219617	28.457773	191.06134	1280.25176	135.426873	19.238393	11.218436	8.485247	237.852162
g493	2.854258	10.167005	0	16.12217	0	3099.29252	7.221019	4.359647	127.111512	19.228574	1.963574
g494	0	0	0	74.475154	28.012063	2186.89557	0	4066.65238	0	0	0
g495	562.603267	1823.38543	216.633434	451.275377	794.001064	6419.07241	3416.73297	2208.97695	5253.87367	278.782084	366.799781
g496	0	0	21.500126	815.696314	1394.56738	1190.42332	0	32.943026	0	0	1.93532
g497	31.123524	526.601561	23.786523	82.040024	46.286114	5769.07459	153.542498	63.38487	727.678741	1188.1472	36.399192
g498	4.116428	0	0	7.750497	16.324927	2293.43531	20.828393	2.095836	9.166049	2.310964	11.681499
g499	0	0	0	0	705.562764	3707.18448	0	0	0	0	0
g500	10.454456	26.866691	30.919981	104.081814	4899.12717	12705.4066	62.800903	69.77942	89.289055	30.712453	56.896378
g501	62.701726	340.897385	12.610668	21.747179	65.437484	6955.26194	1289.91061	237.749269	2035.48214	248.258013	7.94599
g502	306.803299	726.606888	208.004738	357.152673	614.901608	3922.42224	955.625646	890.20453	4390.33582	183.351662	265.532085
g503	85.118738	96.940549	0	6.54136	3.444529	6736.23517	377.948634	73.40811	647.251683	107.273972	12.547941
g504	0	6.602352	0	1703.92356	19130.235	10769.4176	0	1.415556	2.063624	0	40.166454
g505	169.850118	4.384161	14.10978	17.38029	3.660823	1891.68753	2111.16264	413.587643	1710.1452	37.312393	6.350415
g506	1914.26153	467.190721	12.299261	2870.94602	1032.31398	15931.0859	636.493021	983.229555	3458.0062	1647.00938	2818.97961
g507	46.094635	103.596896	69.19859	362.649596	603.899653	4266.98648	45.813162	257.316468	1231.66687	64.693846	31.710599
g508	0	0	78.245141	1139.44477	3401.53313	1154.62019	0	34.750477	3.377326	0	8.60834
g509	0	0	0	0	632.336	3657.36831	0	0	0	0	0
g510	1219.34135	288.987399	36.652748	3036.23664	924.814538	10484.4464	521.720652	855.222932	2861.94158	1199.45685	2773.86476
g511	0	0	0	0	693.056314	3818.24332	0	0	0	0	0
g512	12.583635	14.941171	0	148.079558	6.238021	1287.2471	15.917738	28.830719	228.829793	38.854505	225.078246
g513	84.168183	106.599506	7.147393	28.173085	14.835293	3032.49113	149.845264	17.141341	452.577971	149.106426	7.720417
g514	1.757355	0	4.476931	40.808339	9578.16331	3320.11897	9.879892	7.008788	16.521983	4.604037	2.820917
g515	383.051903	692.286954	12.953627	1317.97818	13.443423	26.140102	1071.99912	2268.69767	3779.10961	919.176455	422.09657
g516	0	33.666497	4.167334	995.856549	135.513747	322.717524	6.744216	26770.1049	89.038764	1.632628	737.985933
g517	0	12.693705	0	134.192304	0	0	6.010389	957.986537	222.181703	20.006044	0
g518	0	0	0	854.922231	183.603725	185.369942	0	3703.44894	0	19.993095	29.39969
g519	762.944436	268.752592	27.340081	55.108222	79.96267	4484.57442	2938.87819	743.774875	2301.82085	265.826857	100.677282
g520	0	0	0	381.533624	0	0	0	342.021332	0	0	1.909656
g521	169.431781	26.570245	0	162.514365	0	0	21.567161	953.791563	132.876264	57.430363	759.838204
g522	100.501743	12.239044	9.847391	2996.09054	66.428285	33.533653	38.030411	2156.98763	462.87607	60.761832	429.907279
g523	0	0	0	615.484842	0	0	8.188272	1105.72309	52.850617	0	11.132971
g524	0	75.392915	0	243.986007	41.112758	193.609091	0	1218.59582	3.847302	0	228.663777
g525	0	0	0	231.360856	0	0	25.27441	663.015493	311.433591	0	0
g526	56.975385	9.664241	5.183823	413.772838	0	96.762663	189.902222	696.202158	1949.32255	12.185141	12.132084
g527	12.87893	0	0	48.497435	0	0	6.206199	610.753825	751.077601	171.45984	32.275724
g528	1.24734	2.962056	11.916179	735.085954	190.447917	133.458394	4.733488	3457.00401	13.887256	0	28.102838
g529	0	0	0	578.000703	0	2.208273	0	1142.20753	22.105397	0	1.970056
g530	0	0	0	1168.03787	0	0	0	1803.48995	86.878526	0	1.006552
g531	0	0	0	619.970083	0	0	0	1097.41069	14.963297	0	0
g532	0	0	0	652.955121	0	0	0	1167.48307	18.320545	0	0
g533	0	0	5.271458	218.175923	0	5.318837	216.379182	508.50353	896.939258	18.586704	0
g534	11.324716	0	0	49.752293	0	0	73.218005	689.981397	162.507889	4.238466	80.504812
g535	0	0	0	2334.47043	3.524811	39.409519	0	3197.08517	5.277589	0	135.435646
g536	331.056748	215.978031	243.282745	2739.87045	292.157322	1111.62531	191.745442	3197.89713	2497.7166	522.845768	4086.34295
g537	114.424719	54.344846	14.575075	473.970726	7.563091	14.706073	62.721609	668.997784	619.987722	51.39045	205.978705
g538	0	0	6.855904	91.206385	152.975418	877.660702	0	2101.64219	0	0	1.542825
g539	217.505152	288.440204	91.75082	3023.55781	187.639527	292.701804	57.17077	3321.49531	899.448891	434.512191	3138.86502
g540	433.265802	109.902636	7.525649	66.744152	54.671434	3429.31839	3013.5103	757.034262	2132.68835	106.139135	6.096749
g541	0	2.584705	0	543.071923	0	8.393258	0	400.107363	0	0	0.748784
g542	202.409848	68.970789	116.707112	1484.94271	79.559206	51.951197	31.310544	2478.19507	307.582349	84.720412	644.944107
g543	0	11.604937	12.449595	190.1576	0	3.140372	244.521469	452.837633	657.737025	18.290079	0
g544	29.534432	0	0	83.412063	0	0	0	565.772694	1362.78259	149.225729	37.249815
g545	0	0	5.580885	560.957617	0	14.077613	0	1595.72287	0	0	326.031579
g546	0	802.497633	35.971041	560.062974	7.466232	0	400.087802	1357.28453	1131.86905	46.504614	0
g547	0	18.116743	7.288259	247.781962	0	7.353764	22.517679	6307.06959	90.600786	12.848885	2230.56356
g548	0	137.246041	25.982719	192.031568	0	6.554061	90.310224	418.884807	2271.04256	19.086002	9.355273
g549	35.938565	0	0	94.732229	0	0	12.122849	660.548622	1797.88126	173.512899	56.864685
g550	316.564606	637.994587	716.264594	1024.76093	437.74917	417.561275	1725.87354	2125.67953	2881.40995	489.507931	1833.45263
g551	0	0	0	560.844894	0	0	0	729.909751	4.356504	0	339.18067
g552	0	0	0	525.755084	0	0	0	1067.10989	14.459979	0	0
g553	18.200246	0	0	75.389163	0	0	9.209	470.736443	1648.07686	228.874735	17.52909
g554	0	0	0	237.007492	0	145.603713	0	736.118875	5.338945	0	67.422619
g555	10.812847	3.209657	5.164904	71.255285	0	0	6.838885	489.278935	1031.29652	162.381451	25.105443
g556	20.209197	83.983818	0	764.176763	100.182013	22.726573	8.521245	662.802517	379.998393	18.909079	582.180875
g557	0	0	5.738872	599.458569	0	0	0	1006.25273	84.716557	0	0
g558	3.738992	157.601901	0	2259.79267	51.898322	183.807347	3.153106	3732.14303	22.201634	0	161.407004
g559	0	23.606611	7.412138	829.022097	108.655175	436.572386	0.817872	27267.5629	109.417108	0	835.499853
g560	0	0	8.405112	278.84983	568.443737	3493.32307	0	2220.33162	4.353518	0	3.530711
g561	53.366493	22.63024	58.265681	308.615737	7.558599	49.603521	25.716662	628.81442	384.786575	201.159738	535.61997
g562	0	0	0	520.006126	0	0	0	1105.55228	34.165565	0	0
g563	5147.23967	2720.8374	5.310258	136.055387	38.577328	2.678993	255.472339	568.848105	959.238799	5482.86743	25.811976
g564	0	0	0	625.526638	0	0	0	987.974461	34.350983	0	26.721615
g565	0	37.80005	3.686482	526.752858	86.082155	471.461236	0	24793.0701	104.542565	0	593.323439
g566	141.794563	174.232695	72.455469	1507.15995	210.873274	115.222487	26.417925	2039.45856	840.733281	62.942302	1273.78154
g567	8.813079	252.448925	8.419376	246.827556	26.213176	8.495047	265.697647	581.638716	1022.08752	262.226231	3.031459
g568	0	0	0	155.455581	0	0	0	663.781569	1813.76947	13.457077	0
g569	0	0	6.282457	699.575693	0	1.58473	0	1152.62513	9.762199	0	0
g570	59.822615	27.794482	4.969581	565.624911	0	16.296301	4.386837	888.580818	220.081119	52.566933	172.670816
g571	0	0	0	557.863762	0	0	0	1054.68668	15.037085	0	0
g572	3.093106	264.427044	0	317.395189	0	2.981487	386.047325	670.874534	1141.01569	168.437648	2.127889
g573	469.196492	69.382436	118.216152	783.098621	0	26.506367	142.03722	2722.25606	484.748061	191.04245	3373.83666
g574	0	0	0	164.330139	122.587621	3307.32607	0	710.992592	0	4.08319	0
g575	220.418401	16.357103	0	671.794762	5.463344	53.116074	25.558451	516.229161	104.296182	303.170201	1479.87121
g576	0	0	0	146.945331	0	5.015262	0	1139.75966	23.171128	0	0
g577	755.203144	34.323061	6.903983	265.332894	0	10.449051	100.557721	552.839205	209.195569	223.142743	1.242915
g578	0	3.421713	0	303.85194	45.71468	259.72558	0	1250.82411	0	0	128.864243
g579	260.179329	874.411316	11.234189	404.074424	11.658971	5.66758	44.625799	1085.9349	971.023868	1701.61288	29.831535
g580	0	0	0	453.659812	41.805178	11.612599	0	1026.6414	0	0	10.877891
g581	4.423155	25.383847	21.127806	855.008861	229.49925	275.708882	18.650314	4016.82323	49.245188	47.180045	49.954109
g582	47.307226	0	27.811623	109.625882	0	36.830833	12.275187	1020.87504	3681.46237	294.184107	240.330802
g583	0	199.980982	0	1389.02371	66.242505	139.539209	0	2644.8637	8.265234	0	234.609157
g584	0	7.512927	0	2031.25305	90.963962	91.487137	16.007957	2077.91239	18.785858	0	379.251688
g585	0	0	0	842.356336	0	0	0	1392.85859	9.839057	0	0
g586	0	339.304441	21.272756	272.517182	14.718074	10.731975	532.050921	581.979745	5184.18264	716.722967	0
g587	344.766653	367.807039	143.632864	1998.64887	74.531921	83.705989	28.418486	3021.03849	506.022392	145.527876	977.701585
g588	165.185754	118.966038	28.456905	2411.64223	0	395.451749	25.119988	1921.26195	265.312103	215.875661	2188.01273
g589	10.410964	15.451814	24.864696	308.731168	5.160974	2.508817	2.194901	763.953822	65.682585	2.922359	6.266904
g590	0	0	0	453.199964	0	2.82947	9.901728	1054.38909	161.227502	26.366932	1112.68619
g591	0.643897	1.529062	9.842123	75.165279	14.683011	13.65455	10.317018	2516.45065	6.212985	0.722968	3.100764
g592	2.295587	8.176992	13.158223	153.437358	34.139388	56.425065	23.230524	2100.2873	30.669497	10.309945	21.319726
g593	33.555811	58.170008	76.936283	199.64747	576.217357	386.198146	625.380013	811.176404	455.286017	70.078253	100.648731
g594	2.813599	0	0	264.875159	0	0	45.081652	716.973622	154.537662	0	0
g595	1038.4675	819.8296	766.924322	1629.3735	489.237011	924.676121	499.98118	2979.23357	2667.68161	955.120921	2870.93657
g596	0	26.001813	1.609289	321.926539	24.217007	94.58359	3.55145	25397.8731	62.516137	0	345.199277
g597	0	0	0	533.857952	0	2.788873	0	956.031512	0	0	0
g598	556.985308	9055.90545	109.518143	547.244454	64.292068	822.629469	1392.03407	1175.30818	5983.74472	2264.90186	304.309909
g599	47.316167	76.2454	6.45749	279.990429	13.403315	0	37.051761	541.176623	594.525171	94.868953	199.374551
g600	0	0	0	619.807872	0	0	0	1156.66403	22.728984	0	0
g601	465.72806	2087.19488	0	639.530825	13.887097	42.191881	472.481409	1266.72313	4506.8202	1735.85741	28.907869
g602	6.122295	16.355933	2.924398	733.417147	361.161917	507.517292	20.651816	3910.79518	20.448769	12.029703	82.130215
g603	602.290111	607.674191	155.0258	7362.2147	154.699579	476.777555	78.950277	4777.69812	643.922491	968.826779	4897.51047
g604	1081.29218	776.663047	798.333935	8088.22205	587.640494	3317.2566	846.564126	7347.17848	8330.88463	1356.46689	15032.1462
g605	0.567512	4.043012	9.758881	167.758274	326.905441	1163.53892	0.478585	2478.26405	5.054718	1.274406	1.366462
g606	7.787174	4.623048	17.358367	6548.96065	347.426603	435.357428	15.322888	7127.31368	73.21205	16.029644	1519.64528
g607	2.861149	25.478878	5.466668	505.034179	19.8568	26.200057	0	1338.36545	6.37092	1.60625	77.748438
g608	0	0	0	666.857838	0	0	0	1236.02394	14.727412	0	0
g609	0	7.646717	0	133.382281	19.155277	153.641941	0	696.774517	9.560197	0	76.425737
g610	0	0	0	634.081772	0	0	0	866.980319	18.776604	0	358.398487
g611	0	0	0	93.492118	0	0	0	818.24553	164.433777	0	1.970779
g612	0	0	0	218.322437	0	0	48.892627	614.453654	144.952643	0	0
g613	0	3.094964	9.960687	1528.77692	0	109.296046	0	2927.65195	0	0	90.108802
g614	698.67378	511.353484	183.5151	3503.0787	264.178247	1611.22971	727.674368	2840.25857	4461.3881	551.391086	8941.04024
g615	74.7656	75.621348	0	211.155338	0	29.360866	46.70378	1365.44602	209.64215	180.330268	394.332409
g616	8.803913	6.271993	13.456991	36.467621	0	3.394485	1.484874	788.009561	20.910582	9.885038	91.152027
g617	0	0	0	372.440345	0	0	0	742.527871	128.134671	0	0
g618	749.367931	736.501169	65.081062	5555.94115	170.632109	978.077718	72.567813	5296.73501	1232.16873	1898.16119	9118.49085
