# Constructed from biom file
#OTU ID	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	L1	L2	L3	L4	L5	L6	L7	L8	L9	L10	taxonomy
OTU1554	2.0	2.0	2.0	0.0	1.0	1.0	8.0	1.0	0.0	0.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	0.0	1.0	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Blautia
OTU1555	0.0	1.0	0.0	4.0	2.0	1.0	0.0	1.0	3.0	5.0	0.0	0.0	1.0	0.0	2.0	0.0	4.0	2.0	3.0	7.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; uncultured bacterium
OTU1556	0.0	1.0	2.0	0.0	0.0	1.0	2.0	1.0	1.0	5.0	2.0	0.0	0.0	3.0	0.0	5.0	0.0	1.0	0.0	4.0	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; uncultured bacterium
OTU1557	2.0	0.0	1.0	6.0	0.0	2.0	0.0	0.0	5.0	3.0	0.0	2.0	0.0	0.0	4.0	2.0	2.0	0.0	6.0	0.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; uncultured rumen bacterium
OTU1558	0.0	0.0	5.0	2.0	3.0	2.0	0.0	2.0	0.0	2.0	1.0	0.0	4.0	0.0	1.0	0.0	0.0	2.0	2.0	1.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotellaceae NK3B31 group; uncultured rumen bacterium
OTU1559	9.0	1.0	6.0	2.0	0.0	0.0	4.0	1.0	1.0	0.0	1.0	0.0	2.0	1.0	0.0	1.0	0.0	1.0	2.0	0.0	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; [Eubacterium] ruminantium group; uncultured rumen bacterium
OTU1560	0.0	2.0	2.0	0.0	0.0	1.0	0.0	4.0	0.0	1.0	2.0	0.0	7.0	1.0	1.0	2.0	3.0	1.0	1.0	0.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotellaceae UCG-003
OTU1561	3.0	0.0	2.0	3.0	0.0	0.0	1.0	5.0	3.0	0.0	0.0	1.0	0.0	0.0	3.0	1.0	2.0	2.0	3.0	0.0	Bacteria; Firmicutes; Clostridia; Oscillospirales; [Eubacterium] coprostanoligenes group; norank; uncultured bacterium
OTU1562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Syntrophococcus; uncultured bacterium
OTU1563	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0	2.0	0.0	0.0	11.0	1.0	6.0	5.0	0.0	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Microbacteriaceae; Aurantimicrobium
OTU1564	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	2.0	1.0	5.0	3.0	1.0	3.0	0.0	6.0	0.0	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Caulobacter
OTU1565	1.0	9.0	1.0	2.0	0.0	1.0	3.0	0.0	0.0	0.0	2.0	1.0	2.0	0.0	1.0	0.0	2.0	2.0	0.0	1.0	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Lachnospiraceae AC2044 group; uncultured bacterium
OTU1566	0.0	10.0	1.0	2.0	1.0	1.0	4.0	2.0	1.0	3.0	5.0	0.0	1.0	0.0	2.0	1.0	0.0	1.0	0.0	3.0	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae
OTU1567	1.0	4.0	0.0	0.0	7.0	1.0	2.0	1.0	1.0	2.0	4.0	1.0	2.0	1.0	1.0	2.0	0.0	3.0	1.0	1.0	Bacteria; Firmicutes; Clostridia; Clostridia vadinBB60 group; norank; norank; uncultured bacterium
OTU1568	2.0	0.0	4.0	1.0	2.0	1.0	1.0	1.0	0.0	4.0	1.0	1.0	0.0	1.0	3.0	7.0	0.0	0.0	0.0	3.0	Bacteria; Firmicutes; Clostridia; Clostridia UCG-014; norank; norank; uncultured bacterium
OTU1569	0.0	8.0	0.0	0.0	1.0	2.0	1.0	3.0	0.0	1.0	2.0	0.0	2.0	1.0	1.0	0.0	0.0	3.0	6.0	1.0	Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Tsukamurellaceae; Tsukamurella
OTU1570	3.0	0.0	0.0	1.0	3.0	2.0	3.0	1.0	1.0	1.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	4.0	4.0	0.0	Bacteria; SAR324 clade(Marine group B); norank; norank; norank; norank; uncultured bacterium
OTU1571	0.0	0.0	0.0	4.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	15.0	0.0	1.0	3.0	2.0	6.0	0.0	1.0	0.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotellaceae UCG-001; uncultured rumen bacterium
OTU1572	1.0	0.0	2.0	0.0	1.0	2.0	1.0	2.0	3.0	2.0	2.0	0.0	0.0	2.0	1.0	3.0	2.0	0.0	4.0	3.0	Bacteria; Verrucomicrobiota; Kiritimatiellae; WCHB1-41; norank; norank; uncultured rumen bacterium
OTU1573	0.0	1.0	2.0	0.0	4.0	1.0	1.0	0.0	1.0	2.0	1.0	3.0	3.0	2.0	3.0	0.0	2.0	2.0	1.0	2.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; uncultured rumen bacterium
OTU1574	4.0	1.0	4.0	5.0	1.0	1.0	2.0	3.0	0.0	4.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	2.0	3.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotellaceae NK3B31 group
OTU1575	2.0	0.0	3.0	2.0	0.0	3.0	0.0	4.0	1.0	1.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	5.0	0.0	1.0	Bacteria; Spirochaetota; Spirochaetia; Spirochaetales; Spirochaetaceae; Treponema; uncultured rumen bacterium
OTU1576	1.0	5.0	3.0	1.0	0.0	3.0	0.0	5.0	1.0	4.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Rikenellaceae; Rikenellaceae RC9 gut group; uncultured rumen bacterium
OTU1577	3.0	0.0	3.0	0.0	0.0	1.0	5.0	3.0	2.0	1.0	0.0	1.0	3.0	3.0	4.0	0.0	1.0	2.0	0.0	1.0	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Lachnoclostridium; uncultured bacterium
OTU1578	1.0	0.0	4.0	0.0	3.0	2.0	0.0	4.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	5.0	2.0	1.0	Bacteria; Firmicutes; Clostridia; Oscillospirales; UCG-010; norank; uncultured bacterium
OTU1579	6.0	1.0	0.0	0.0	5.0	0.0	6.0	0.0	1.0	2.0	1.0	0.0	4.0	1.0	2.0	1.0	2.0	1.0	2.0	0.0	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae
OTU1580	2.0	1.0	4.0	3.0	1.0	0.0	0.0	1.0	2.0	5.0	0.0	3.0	0.0	1.0	0.0	4.0	2.0	1.0	1.0	3.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; uncultured bacterium
OTU1581	1.0	3.0	4.0	0.0	1.0	1.0	1.0	2.0	2.0	1.0	2.0	0.0	7.0	3.0	2.0	4.0	0.0	1.0	0.0	1.0	Bacteria; Patescibacteria; Saccharimonadia; Saccharimonadales; Saccharimonadaceae; Candidatus Saccharimonas; uncultured bacterium
OTU1582	2.0	2.0	0.0	2.0	0.0	1.0	0.0	3.0	1.0	0.0	2.0	0.0	6.0	3.0	1.0	0.0	0.0	1.0	1.0	4.0	Bacteria; Spirochaetota; Spirochaetia; Spirochaetales; Spirochaetaceae; Treponema; uncultured bacterium
OTU1583	8.0	1.0	2.0	1.0	1.0	0.0	2.0	0.0	3.0	0.0	8.0	1.0	0.0	0.0	5.0	0.0	0.0	4.0	0.0	1.0	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae
OTU1584	2.0	0.0	2.0	1.0	0.0	2.0	2.0	1.0	1.0	2.0	0.0	0.0	3.0	2.0	3.0	6.0	2.0	3.0	0.0	1.0	Bacteria; Firmicutes; Clostridia; Oscillospirales; Ruminococcaceae; uncultured; uncultured bacterium
OTU1585	1.0	1.0	0.0	2.0	2.0	1.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	1.0	0.0	4.0	3.0	1.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; uncultured bacterium
OTU1586	2.0	0.0	3.0	2.0	0.0	1.0	1.0	1.0	4.0	3.0	1.0	0.0	5.0	0.0	1.0	0.0	0.0	3.0	0.0	4.0	Bacteria; Fibrobacterota; Fibrobacteria; Fibrobacterales; Fibrobacteraceae; Fibrobacter; uncultured rumen bacterium
OTU1587	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; uncultured rumen bacterium
OTU1588	0.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	9.0	0.0	0.0	3.0	1.0	1.0	0.0	1.0	Bacteria; Patescibacteria; Saccharimonadia; Saccharimonadales; Saccharimonadaceae; Candidatus Saccharimonas; uncultured rumen bacterium
OTU1589	2.0	1.0	0.0	1.0	3.0	2.0	1.0	1.0	1.0	2.0	4.0	5.0	0.0	1.0	1.0	3.0	0.0	1.0	2.0	2.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotellaceae UCG-001
OTU1590	5.0	0.0	0.0	3.0	3.0	0.0	3.0	2.0	0.0	1.0	0.0	5.0	2.0	0.0	0.0	3.0	0.0	2.0	0.0	1.0	Bacteria; Firmicutes; Clostridia; Christensenellales; Christensenellaceae; Christensenellaceae R-7 group; uncultured bacterium
OTU1591	0.0	0.0	0.0	0.0	4.0	4.0	3.0	6.0	3.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Bacteria; Acidobacteriota; Vicinamibacteria; Subgroup 17; norank; norank; uncultured bacterium
OTU1592	1.0	0.0	0.0	1.0	0.0	2.0	1.0	1.0	1.0	5.0	0.0	2.0	2.0	1.0	0.0	2.0	0.0	1.0	3.0	4.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; uncultured rumen bacterium
OTU1593	4.0	0.0	1.0	0.0	4.0	1.0	0.0	1.0	4.0	1.0	3.0	0.0	1.0	1.0	0.0	1.0	1.0	2.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae
OTU1594	7.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	2.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	2.0	1.0	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Acetitomaculum; uncultured rumen bacterium
OTU1595	0.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	15.0	0.0	6.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; F082; norank; uncultured bacterium
OTU1596	2.0	0.0	5.0	1.0	1.0	0.0	3.0	3.0	0.0	0.0	4.0	1.0	2.0	1.0	2.0	2.0	3.0	4.0	1.0	0.0	Bacteria; Firmicutes; Clostridia; Christensenellales; Christensenellaceae; Christensenellaceae R-7 group; uncultured bacterium
OTU1597	0.0	5.0	2.0	0.0	0.0	3.0	2.0	1.0	0.0	1.0	2.0	0.0	1.0	0.0	4.0	1.0	0.0	0.0	3.0	1.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; uncultured bacterium
OTU1598	1.0	1.0	2.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	2.0	1.0	0.0	1.0	6.0	7.0	1.0	1.0	0.0	Bacteria; Firmicutes; Clostridia; Peptococcales; Peptococcaceae; uncultured; uncultured rumen bacterium
OTU1599	0.0	0.0	0.0	1.0	3.0	1.0	5.0	1.0	3.0	3.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidales RF16 group; norank
OTU1600	0.0	1.0	3.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	1.0	3.0	2.0	0.0	0.0	3.0	1.0	3.0	1.0	0.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; uncultured bacterium
OTU1601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	10.0	1.0	6.0	1.0	0.0	1.0	0.0	Bacteria; Spirochaetota; Leptospirae; Leptospirales; Leptospiraceae; Turneriella
OTU1602	2.0	3.0	1.0	2.0	0.0	0.0	2.0	4.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	1.0	1.0	1.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; F082; norank; uncultured rumen bacterium
OTU1603	0.0	0.0	0.0	0.0	3.0	3.0	0.0	3.0	1.0	0.0	2.0	1.0	0.0	2.0	2.0	3.0	1.0	5.0	3.0	0.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; uncultured rumen bacterium
OTU1604	0.0	2.0	1.0	3.0	3.0	2.0	0.0	1.0	2.0	0.0	0.0	1.0	1.0	4.0	1.0	0.0	5.0	2.0	0.0	1.0	Bacteria; Actinobacteriota; Coriobacteriia; Coriobacteriales; uncultured; norank; uncultured bacterium
OTU1605	1.0	2.0	0.0	2.0	0.0	8.0	0.0	0.0	0.0	8.0	1.0	6.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Lachnoclostridium
OTU1606	0.0	1.0	3.0	0.0	5.0	0.0	4.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	Bacteria; Firmicutes; Clostridia; Christensenellales; Christensenellaceae; Christensenellaceae R-7 group; uncultured rumen bacterium
OTU1607	0.0	2.0	1.0	4.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	2.0	1.0	4.0	0.0	4.0	0.0	2.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotellaceae UCG-003; uncultured bacterium
OTU1608	0.0	3.0	1.0	1.0	0.0	0.0	10.0	1.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	2.0	0.0	2.0	3.0	2.0	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; [Eubacterium] ventriosum group
OTU1609	2.0	1.0	5.0	4.0	3.0	0.0	0.0	1.0	2.0	1.0	0.0	3.0	0.0	0.0	1.0	4.0	0.0	2.0	1.0	1.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotellaceae NK3B31 group; uncultured rumen bacterium
OTU1610	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	4.0	12.0	2.0	3.0	4.0	0.0	Bacteria; Proteobacteria; Alphaproteobacteria; Parvibaculales; Parvibaculaceae; Parvibaculum
OTU1611	6.0	0.0	0.0	0.0	5.0	1.0	0.0	5.0	0.0	3.0	1.0	0.0	2.0	3.0	0.0	0.0	0.0	2.0	0.0	1.0	Bacteria; Firmicutes; Clostridia; Clostridia vadinBB60 group; norank; norank; uncultured rumen bacterium
OTU1612	2.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	4.0	1.0	3.0	6.0	5.0	Bacteria; Firmicutes; Clostridia; Oscillospirales; [Eubacterium] coprostanoligenes group; norank; uncultured bacterium
OTU1613	0.0	1.0	1.0	2.0	3.0	1.0	0.0	6.0	3.0	1.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	3.0	1.0	1.0	Bacteria; Spirochaetota; Spirochaetia; Spirochaetales; Spirochaetaceae; Treponema; uncultured rumen bacterium
OTU1614	1.0	6.0	2.0	1.0	1.0	0.0	3.0	1.0	3.0	1.0	2.0	0.0	1.0	1.0	2.0	2.0	1.0	3.0	0.0	1.0	Bacteria; Firmicutes; Bacilli; Erysipelotrichales; Erysipelotrichaceae; [Anaerorhabdus] furcosa group; uncultured bacterium
OTU1615	6.0	3.0	2.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Lachnoclostridium
OTU1616	2.0	0.0	1.0	2.0	0.0	1.0	3.0	3.0	2.0	2.0	1.0	2.0	2.0	0.0	0.0	2.0	5.0	2.0	0.0	3.0	Bacteria; Firmicutes; Clostridia; Oscillospirales; Oscillospiraceae; NK4A214 group
OTU1617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	2.0	0.0	5.0	3.0	5.0	0.0	11.0	0.0	Bacteria; Patescibacteria; Saccharimonadia; Saccharimonadales; LWQ8; norank
OTU1618	1.0	0.0	4.0	0.0	0.0	0.0	8.0	1.0	1.0	0.0	0.0	0.0	0.0	13.0	0.0	1.0	1.0	1.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Lachnospiraceae ND3007 group; uncultured rumen bacterium
OTU1619	0.0	1.0	1.0	1.0	7.0	3.0	1.0	0.0	1.0	5.0	3.0	1.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	2.0	Bacteria; Firmicutes; Clostridia; Oscillospirales; UCG-010; norank; uncultured bacterium
OTU1620	0.0	0.0	0.0	0.0	3.0	1.0	2.0	1.0	1.0	1.0	3.0	1.0	3.0	0.0	0.0	0.0	0.0	5.0	2.0	2.0	Bacteria; Firmicutes; Bacilli; Erysipelotrichales; Erysipelatoclostridiaceae; UCG-004; uncultured bacterium
OTU1621	1.0	3.0	4.0	0.0	0.0	2.0	4.0	4.0	0.0	2.0	4.0	0.0	1.0	1.0	0.0	0.0	2.0	4.0	0.0	0.0	Bacteria; Firmicutes; Bacilli; RF39; norank; norank; uncultured rumen bacterium
OTU1622	2.0	1.0	0.0	0.0	0.0	0.0	3.0	2.0	2.0	1.0	1.0	7.0	0.0	0.0	0.0	3.0	1.0	2.0	1.0	2.0	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Lachnospiraceae UCG-008; uncultured bacterium
OTU1623	0.0	1.0	0.0	0.0	2.0	1.0	2.0	6.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella
OTU1624	4.0	0.0	1.0	1.0	2.0	1.0	0.0	1.0	2.0	0.0	4.0	0.0	0.0	1.0	1.0	0.0	2.0	1.0	0.0	4.0	Bacteria; Firmicutes; Bacilli; Erysipelotrichales; Erysipelatoclostridiaceae; UCG-004; uncultured rumen bacterium
OTU1625	4.0	3.0	3.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	1.0	2.0	0.0	3.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Lachnospiraceae ND3007 group; uncultured rumen bacterium
OTU1626	1.0	2.0	3.0	0.0	4.0	1.0	1.0	2.0	0.0	1.0	1.0	0.0	0.0	2.0	2.0	0.0	1.0	5.0	5.0	2.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; uncultured rumen bacterium
OTU1627	4.0	0.0	1.0	1.0	0.0	2.0	2.0	2.0	6.0	0.0	1.0	0.0	3.0	2.0	2.0	1.0	3.0	0.0	2.0	0.0	Bacteria; Firmicutes; Clostridia; Christensenellales; Christensenellaceae; Christensenellaceae R-7 group; uncultured bacterium
OTU1628	4.0	0.0	0.0	0.0	5.0	1.0	4.0	0.0	2.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	1.0	1.0	1.0	0.0	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; norank; uncultured rumen bacterium
OTU1629	0.0	1.0	3.0	1.0	0.0	2.0	1.0	4.0	1.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	2.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; uncultured rumen bacterium
OTU1630	0.0	0.0	0.0	8.0	5.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotellaceae UCG-003; uncultured rumen bacterium
OTU1631	0.0	1.0	0.0	0.0	2.0	2.0	2.0	3.0	1.0	3.0	1.0	4.0	1.0	1.0	0.0	0.0	2.0	2.0	0.0	4.0	Bacteria; Firmicutes; Clostridia; Oscillospirales; [Eubacterium] coprostanoligenes group; norank; uncultured bacterium
OTU1632	1.0	0.0	0.0	1.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	6.0	1.0	2.0	0.0	2.0	2.0	0.0	1.0	4.0	Bacteria; Verrucomicrobiota; Kiritimatiellae; WCHB1-41; norank; norank; uncultured rumen bacterium
OTU1633	0.0	12.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	5.0	0.0	9.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	Bacteria; Firmicutes; Negativicutes; Veillonellales-Selenomonadales; Selenomonadaceae; uncultured; uncultured bacterium
OTU1634	3.0	3.0	1.0	1.0	4.0	1.0	1.0	1.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	1.0	Bacteria; Firmicutes; Bacilli; Erysipelotrichales; Erysipelatoclostridiaceae; UCG-004; uncultured rumen bacterium
OTU1635	5.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	4.0	2.0	2.0	1.0	1.0	2.0	0.0	0.0	1.0	2.0	0.0	4.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Rikenellaceae; Rikenellaceae RC9 gut group; uncultured bacterium
OTU1636	0.0	0.0	0.0	0.0	17.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Muribaculaceae; norank; uncultured rumen bacterium
OTU1637	1.0	0.0	8.0	1.0	2.0	0.0	0.0	5.0	2.0	2.0	1.0	0.0	2.0	0.0	2.0	3.0	0.0	1.0	1.0	0.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotellaceae NK3B31 group; uncultured rumen bacterium
OTU1638	1.0	1.0	2.0	1.0	0.0	4.0	0.0	0.0	1.0	3.0	5.0	1.0	6.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Muribaculaceae; norank; uncultured bacterium
OTU1639	0.0	2.0	1.0	0.0	3.0	4.0	1.0	1.0	0.0	4.0	0.0	0.0	2.0	2.0	0.0	1.0	0.0	4.0	0.0	4.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; uncultured bacterium
OTU1640	3.0	0.0	1.0	4.0	0.0	3.0	4.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	Bacteria; Firmicutes; Bacilli; Acholeplasmatales; Acholeplasmataceae; Anaeroplasma
OTU1641	1.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	0.0	3.0	4.0	0.0	0.0	14.0	0.0	0.0	2.0	0.0	0.0	0.0	Bacteria; Proteobacteria; Alphaproteobacteria; Paracaedibacterales; Paracaedibacteraceae; uncultured
OTU1642	0.0	1.0	0.0	1.0	2.0	1.0	4.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	9.0	0.0	2.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Marinilabiliaceae; uncultured; uncultured bacterium
OTU1643	0.0	3.0	0.0	1.0	1.0	0.0	1.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2.0	0.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotellaceae UCG-003; uncultured rumen bacterium
OTU1644	0.0	1.0	1.0	1.0	0.0	1.0	9.0	0.0	2.0	2.0	2.0	1.0	2.0	1.0	2.0	1.0	0.0	1.0	0.0	2.0	Bacteria; Firmicutes; Clostridia; Oscillospirales; Oscillospiraceae; NK4A214 group; uncultured bacterium
OTU1645	0.0	2.0	1.0	0.0	2.0	2.0	1.0	0.0	8.0	3.0	2.0	0.0	2.0	1.0	2.0	0.0	1.0	0.0	2.0	0.0	Bacteria; Firmicutes; Clostridia; Oscillospirales; Ruminococcaceae; uncultured; uncultured bacterium
OTU1646	0.0	0.0	0.0	1.0	6.0	1.0	0.0	2.0	0.0	1.0	1.0	0.0	3.0	2.0	0.0	1.0	0.0	0.0	0.0	7.0	Bacteria; Spirochaetota; Spirochaetia; Spirochaetales; Spirochaetaceae; Treponema
OTU1647	4.0	6.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	5.0	0.0	0.0	3.0	1.0	1.0	0.0	0.0	1.0	0.0	2.0	Bacteria; Firmicutes; Clostridia; Clostridia vadinBB60 group; norank; norank; uncultured bacterium
OTU1648	0.0	0.0	0.0	3.0	3.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	1.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; F082; norank; uncultured bacterium
OTU1649	0.0	0.0	0.0	0.0	7.0	1.0	2.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	3.0	0.0	2.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; uncultured bacterium
OTU1650	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	18.0	0.0	0.0	0.0	1.0	4.0	0.0	6.0	0.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; uncultured bacterium
OTU1651	4.0	1.0	1.0	0.0	1.0	2.0	1.0	2.0	2.0	2.0	2.0	3.0	1.0	2.0	0.0	1.0	1.0	1.0	1.0	3.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Rikenellaceae; Rikenellaceae RC9 gut group; uncultured bacterium
OTU1652	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	3.0	2.0	0.0	3.0	2.0	0.0	0.0	0.0	4.0	1.0	7.0	Bacteria; Firmicutes; Clostridia; Oscillospirales; Oscillospiraceae; UCG-002; uncultured bacterium
