# Constructed from biom file
#OTU ID	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	L1	L2	L3	L4	L5	L6	L7	L8	L9	L10	taxonomy
OTU502	31.0	5.0	10.0	16.0	15.0	7.0	18.0	12.0	13.0	8.0	14.0	2.0	11.0	5.0	12.0	3.0	3.0	9.0	0.0	15.0	Bacteria; Desulfobacterota; Desulfovibrionia; Desulfovibrionales; Desulfovibrionaceae; Mailhella
OTU503	29.0	3.0	19.0	4.0	5.0	10.0	25.0	1.0	13.0	4.0	15.0	7.0	11.0	12.0	11.0	4.0	9.0	3.0	11.0	13.0	Bacteria; Firmicutes; Bacilli; Erysipelotrichales; Erysipelotrichaceae; Erysipelotrichaceae UCG-009; uncultured rumen bacterium
OTU504	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	55.0	0.0	38.0	16.0	19.0	15.0	46.0	0.0	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Polynucleobacter
OTU505	4.0	3.0	3.0	2.0	15.0	3.0	11.0	57.0	2.0	1.0	3.0	0.0	12.0	15.0	0.0	7.0	3.0	30.0	6.0	11.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; uncultured rumen bacterium
OTU506	7.0	4.0	24.0	12.0	10.0	14.0	6.0	4.0	24.0	11.0	11.0	8.0	1.0	6.0	23.0	8.0	14.0	11.0	7.0	9.0	Bacteria; Patescibacteria; Saccharimonadia; Saccharimonadales; Saccharimonadaceae; Candidatus Saccharimonas
OTU507	3.0	7.0	28.0	4.0	7.0	13.0	3.0	36.0	3.0	2.0	23.0	3.0	5.0	17.0	6.0	2.0	8.0	9.0	9.0	6.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; uncultured rumen bacterium
OTU508	4.0	8.0	1.0	7.0	18.0	24.0	15.0	12.0	4.0	22.0	1.0	5.0	16.0	12.0	0.0	0.0	6.0	2.0	9.0	27.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Rikenellaceae; Rikenellaceae RC9 gut group; uncultured rumen bacterium
OTU509	6.0	53.0	11.0	14.0	10.0	16.0	6.0	8.0	13.0	26.0	8.0	0.0	0.0	5.0	12.0	6.0	3.0	8.0	3.0	2.0	Bacteria; Patescibacteria; Gracilibacteria; Absconditabacteriales (SR1); norank; norank; uncultured rumen bacterium
OTU510	2.0	29.0	16.0	30.0	1.0	7.0	3.0	12.0	3.0	13.0	1.0	25.0	0.0	2.0	7.0	24.0	1.0	13.0	16.0	3.0	Bacteria; Patescibacteria; Gracilibacteria; Absconditabacteriales (SR1); norank; norank
OTU511	10.0	3.0	5.0	8.0	13.0	7.0	15.0	10.0	9.0	5.0	7.0	6.0	20.0	7.0	9.0	12.0	4.0	17.0	15.0	16.0	Bacteria; Firmicutes; Clostridia; Oscillospirales; [Eubacterium] coprostanoligenes group; norank; uncultured bacterium
OTU512	9.0	8.0	4.0	8.0	9.0	17.0	15.0	5.0	4.0	3.0	26.0	10.0	7.0	6.0	16.0	6.0	10.0	11.0	16.0	13.0	Bacteria; Firmicutes; Clostridia; Christensenellales; Christensenellaceae; Christensenellaceae R-7 group; uncultured rumen bacterium
OTU513	2.0	11.0	13.0	8.0	10.0	10.0	3.0	24.0	10.0	9.0	4.0	20.0	5.0	13.0	6.0	3.0	6.0	15.0	18.0	7.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; uncultured rumen bacterium
OTU514	0.0	0.0	0.0	0.0	66.0	0.0	10.0	0.0	1.0	0.0	0.0	3.0	90.0	8.0	0.0	1.0	0.0	0.0	2.0	0.0	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; norank; uncultured rumen bacterium
OTU515	6.0	21.0	11.0	27.0	4.0	18.0	8.0	16.0	9.0	4.0	4.0	0.0	10.0	3.0	25.0	5.0	4.0	10.0	1.0	3.0	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Succinivibrionaceae; Succinivibrionaceae UCG-002; uncultured rumen bacterium
OTU516	3.0	9.0	9.0	3.0	10.0	12.0	3.0	10.0	9.0	8.0	7.0	15.0	20.0	28.0	7.0	6.0	9.0	20.0	17.0	10.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; uncultured rumen bacterium
OTU517	3.0	6.0	9.0	10.0	20.0	7.0	3.0	25.0	6.0	6.0	13.0	26.0	5.0	10.0	10.0	11.0	10.0	14.0	11.0	9.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; uncultured rumen bacterium
OTU518	1.0	20.0	14.0	6.0	9.0	15.0	3.0	7.0	16.0	9.0	11.0	17.0	12.0	12.0	4.0	9.0	5.0	6.0	21.0	9.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; uncultured rumen bacterium
OTU519	1.0	2.0	3.0	13.0	0.0	18.0	0.0	0.0	7.0	18.0	2.0	47.0	11.0	17.0	4.0	14.0	18.0	1.0	14.0	5.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; uncultured bacterium
OTU520	17.0	12.0	9.0	10.0	8.0	2.0	9.0	6.0	6.0	24.0	6.0	15.0	8.0	14.0	10.0	20.0	11.0	4.0	10.0	7.0	Bacteria; Firmicutes; Clostridia; Christensenellales; Christensenellaceae; Christensenellaceae R-7 group; uncultured rumen bacterium
OTU521	1.0	5.0	14.0	7.0	3.0	10.0	6.0	20.0	12.0	22.0	12.0	17.0	7.0	3.0	12.0	15.0	14.0	8.0	12.0	12.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotellaceae UCG-003; uncultured rumen bacterium
OTU522	1.0	13.0	7.0	4.0	7.0	16.0	8.0	9.0	9.0	7.0	7.0	23.0	8.0	17.0	3.0	7.0	12.0	11.0	25.0	13.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; uncultured rumen bacterium
OTU523	9.0	13.0	9.0	1.0	12.0	10.0	17.0	8.0	20.0	11.0	7.0	3.0	5.0	18.0	7.0	6.0	10.0	8.0	12.0	7.0	Bacteria; Desulfobacterota; Desulfobulbia; Desulfobulbales; Desulfobulbaceae; Desulfobulbus; uncultured rumen bacterium
OTU524	2.0	6.0	8.0	11.0	6.0	1.0	5.0	27.0	5.0	1.0	2.0	24.0	3.0	5.0	12.0	0.0	14.0	31.0	15.0	8.0	Bacteria; Actinobacteriota; Coriobacteriia; Coriobacteriales; Atopobiaceae; Olsenella; uncultured rumen bacterium
OTU525	2.0	4.0	27.0	4.0	7.0	20.0	3.0	28.0	6.0	3.0	19.0	6.0	17.0	14.0	3.0	3.0	2.0	20.0	10.0	6.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; uncultured bacterium
OTU526	6.0	6.0	14.0	6.0	24.0	8.0	24.0	8.0	7.0	8.0	2.0	2.0	7.0	4.0	8.0	15.0	7.0	25.0	2.0	14.0	Bacteria; Firmicutes; Clostridia; Christensenellales; Christensenellaceae; Christensenellaceae R-7 group; uncultured rumen bacterium
OTU527	10.0	4.0	9.0	16.0	7.0	13.0	13.0	6.0	9.0	8.0	3.0	7.0	29.0	9.0	10.0	8.0	5.0	3.0	6.0	7.0	Bacteria; Firmicutes; Clostridia; Clostridia UCG-014; norank; norank; uncultured bacterium
OTU528	12.0	5.0	16.0	10.0	8.0	10.0	14.0	8.0	8.0	7.0	9.0	4.0	6.0	8.0	12.0	15.0	10.0	9.0	16.0	5.0	Bacteria; Firmicutes; Clostridia; Christensenellales; Christensenellaceae; Christensenellaceae R-7 group; uncultured bacterium
OTU529	8.0	9.0	4.0	10.0	4.0	10.0	25.0	10.0	11.0	42.0	5.0	7.0	1.0	0.0	4.0	7.0	3.0	7.0	17.0	10.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; F082; norank; uncultured rumen bacterium
OTU530	0.0	6.0	15.0	4.0	17.0	11.0	6.0	21.0	0.0	8.0	7.0	5.0	6.0	11.0	6.0	13.0	6.0	27.0	11.0	10.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; uncultured bacterium
OTU531	2.0	14.0	17.0	38.0	0.0	35.0	0.0	0.0	6.0	12.0	6.0	1.0	0.0	1.0	26.0	6.0	18.0	0.0	5.0	6.0	Bacteria; Actinobacteriota; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium
OTU532	3.0	2.0	48.0	9.0	5.0	7.0	4.0	21.0	4.0	12.0	5.0	0.0	5.0	10.0	12.0	5.0	7.0	17.0	7.0	13.0	Bacteria; Spirochaetota; Spirochaetia; Spirochaetales; Spirochaetaceae; Treponema; uncultured bacterium
OTU533	9.0	7.0	17.0	17.0	1.0	4.0	2.0	13.0	14.0	7.0	5.0	11.0	3.0	6.0	13.0	16.0	3.0	12.0	7.0	12.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotellaceae UCG-003; uncultured bacterium
OTU534	2.0	6.0	2.0	6.0	6.0	7.0	14.0	10.0	8.0	10.0	22.0	3.0	33.0	7.0	11.0	6.0	11.0	8.0	4.0	15.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidales RF16 group; norank; uncultured bacterium
OTU535	6.0	6.0	2.0	4.0	8.0	6.0	19.0	5.0	2.0	6.0	2.0	11.0	43.0	6.0	8.0	10.0	9.0	5.0	8.0	5.0	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Lachnospiraceae AC2044 group; uncultured rumen bacterium
OTU536	1.0	4.0	9.0	6.0	15.0	8.0	6.0	11.0	11.0	8.0	8.0	9.0	11.0	6.0	2.0	18.0	4.0	19.0	17.0	18.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; uncultured rumen bacterium
OTU537	13.0	21.0	5.0	5.0	13.0	12.0	10.0	12.0	8.0	8.0	14.0	3.0	15.0	11.0	8.0	1.0	3.0	10.0	3.0	12.0	Bacteria; Firmicutes; Bacilli; Erysipelotrichales; Erysipelatoclostridiaceae; UCG-004; uncultured rumen bacterium
OTU538	24.0	3.0	5.0	8.0	8.0	9.0	13.0	7.0	6.0	5.0	7.0	5.0	12.0	7.0	9.0	15.0	17.0	7.0	6.0	10.0	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Lachnospiraceae UCG-008
OTU539	2.0	11.0	2.0	18.0	6.0	23.0	2.0	12.0	3.0	7.0	1.0	37.0	3.0	4.0	4.0	18.0	5.0	5.0	21.0	5.0	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae
OTU540	1.0	21.0	6.0	4.0	14.0	11.0	8.0	10.0	4.0	16.0	12.0	14.0	10.0	5.0	7.0	5.0	5.0	12.0	6.0	16.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotellaceae UCG-001; uncultured rumen bacterium
OTU541	17.0	7.0	6.0	6.0	16.0	10.0	12.0	9.0	13.0	14.0	16.0	5.0	9.0	1.0	5.0	3.0	8.0	4.0	20.0	7.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Rikenellaceae; Rikenellaceae RC9 gut group; uncultured bacterium
OTU542	6.0	3.0	1.0	1.0	60.0	3.0	11.0	10.0	5.0	3.0	11.0	0.0	15.0	17.0	2.0	0.0	0.0	11.0	11.0	19.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Rikenellaceae; Rikenellaceae RC9 gut group; uncultured bacterium
OTU543	12.0	28.0	11.0	10.0	4.0	14.0	12.0	3.0	3.0	14.0	11.0	6.0	4.0	7.0	4.0	4.0	4.0	5.0	4.0	14.0	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Lachnospiraceae AC2044 group; uncultured rumen bacterium
OTU544	16.0	4.0	2.0	9.0	13.0	13.0	33.0	4.0	9.0	7.0	11.0	11.0	10.0	12.0	4.0	6.0	10.0	7.0	5.0	11.0	Bacteria; Firmicutes; Bacilli; Erysipelotrichales; Erysipelotrichaceae; uncultured; uncultured rumen bacterium
OTU545	3.0	5.0	13.0	2.0	10.0	6.0	19.0	8.0	8.0	1.0	28.0	1.0	27.0	8.0	2.0	1.0	1.0	13.0	3.0	6.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Rikenellaceae; Rikenellaceae RC9 gut group; uncultured rumen bacterium
OTU546	7.0	15.0	14.0	0.0	22.0	13.0	40.0	6.0	1.0	4.0	0.0	0.0	19.0	3.0	1.0	7.0	0.0	8.0	0.0	12.0	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Lachnospiraceae XPB1014 group; uncultured rumen bacterium
OTU547	8.0	20.0	11.0	9.0	5.0	14.0	8.0	8.0	11.0	12.0	9.0	11.0	9.0	2.0	10.0	8.0	7.0	8.0	17.0	6.0	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Lachnospiraceae NK3A20 group; uncultured rumen bacterium
OTU548	12.0	14.0	7.0	13.0	2.0	4.0	13.0	11.0	3.0	7.0	13.0	3.0	8.0	1.0	6.0	9.0	12.0	34.0	2.0	6.0	Bacteria; Firmicutes; Clostridia; Clostridia UCG-014; norank; norank; uncultured bacterium
OTU549	5.0	7.0	10.0	4.0	6.0	14.0	4.0	11.0	8.0	13.0	6.0	12.0	4.0	15.0	8.0	9.0	8.0	11.0	14.0	8.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; uncultured bacterium
OTU550	31.0	2.0	9.0	9.0	0.0	8.0	0.0	0.0	8.0	5.0	1.0	34.0	0.0	8.0	12.0	9.0	41.0	0.0	8.0	0.0	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Lachnospiraceae NK3A20 group; uncultured bacterium
OTU551	18.0	4.0	10.0	8.0	10.0	6.0	13.0	4.0	6.0	6.0	10.0	14.0	5.0	3.0	7.0	8.0	9.0	5.0	10.0	20.0	Bacteria; Firmicutes; Clostridia; Oscillospirales; Ruminococcaceae; UCG-001; uncultured bacterium
OTU552	15.0	10.0	2.0	9.0	13.0	10.0	21.0	8.0	4.0	5.0	7.0	7.0	7.0	11.0	11.0	7.0	14.0	11.0	6.0	6.0	Bacteria; Firmicutes; Clostridia; Christensenellales; Christensenellaceae; Christensenellaceae R-7 group; uncultured bacterium
OTU553	4.0	8.0	15.0	5.0	20.0	7.0	7.0	8.0	10.0	0.0	17.0	6.0	1.0	0.0	28.0	3.0	12.0	8.0	7.0	26.0	Unclassified
OTU554	9.0	7.0	9.0	9.0	7.0	9.0	14.0	10.0	14.0	6.0	15.0	5.0	10.0	5.0	10.0	4.0	9.0	9.0	6.0	9.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; F082; norank; uncultured rumen bacterium
OTU555	4.0	8.0	7.0	9.0	2.0	6.0	17.0	13.0	10.0	19.0	25.0	7.0	9.0	3.0	13.0	6.0	4.0	11.0	5.0	3.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; F082; norank; uncultured rumen bacterium
OTU556	8.0	1.0	3.0	9.0	9.0	0.0	37.0	37.0	0.0	3.0	13.0	0.0	0.0	4.0	7.0	11.0	2.0	22.0	0.0	4.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; F082; norank; uncultured rumen bacterium
OTU557	1.0	9.0	7.0	11.0	1.0	10.0	0.0	5.0	13.0	20.0	5.0	23.0	5.0	12.0	4.0	13.0	13.0	1.0	19.0	8.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; uncultured bacterium
OTU558	8.0	45.0	4.0	10.0	6.0	21.0	4.0	7.0	4.0	20.0	15.0	1.0	2.0	2.0	9.0	1.0	1.0	9.0	1.0	3.0	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Lachnospiraceae NK4A136 group
OTU559	6.0	13.0	19.0	21.0	11.0	7.0	1.0	7.0	12.0	9.0	5.0	7.0	13.0	11.0	8.0	7.0	3.0	7.0	10.0	7.0	Bacteria; Fibrobacterota; Fibrobacteria; Fibrobacterales; Fibrobacteraceae; Fibrobacter
OTU560	20.0	5.0	10.0	9.0	8.0	2.0	12.0	5.0	7.0	1.0	21.0	6.0	9.0	6.0	15.0	11.0	4.0	6.0	11.0	6.0	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; [Eubacterium] hallii group; uncultured bacterium
OTU561	13.0	2.0	2.0	8.0	14.0	5.0	11.0	6.0	12.0	10.0	3.0	7.0	14.0	8.0	7.0	11.0	5.0	12.0	6.0	11.0	Bacteria; Firmicutes; Clostridia; Oscillospirales; [Eubacterium] coprostanoligenes group; norank; uncultured bacterium
OTU562	2.0	28.0	3.0	14.0	5.0	6.0	0.0	7.0	16.0	15.0	13.0	4.0	3.0	2.0	18.0	4.0	13.0	14.0	2.0	12.0	Bacteria; Synergistota; Synergistia; Synergistales; Synergistaceae; Pyramidobacter; uncultured rumen bacterium
OTU563	11.0	8.0	28.0	17.0	4.0	5.0	1.0	11.0	10.0	9.0	10.0	9.0	2.0	6.0	7.0	8.0	4.0	5.0	18.0	10.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; uncultured bacterium
OTU564	8.0	52.0	11.0	8.0	3.0	20.0	1.0	9.0	4.0	11.0	12.0	5.0	1.0	1.0	3.0	9.0	3.0	9.0	4.0	5.0	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae
OTU565	12.0	6.0	8.0	2.0	13.0	8.0	7.0	3.0	8.0	6.0	18.0	0.0	13.0	11.0	12.0	5.0	8.0	10.0	10.0	8.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; F082; norank; uncultured rumen bacterium
OTU566	14.0	19.0	16.0	10.0	6.0	4.0	8.0	2.0	12.0	7.0	7.0	3.0	6.0	10.0	7.0	12.0	1.0	6.0	10.0	10.0	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; [Eubacterium] ruminantium group
OTU567	20.0	2.0	14.0	10.0	10.0	10.0	16.0	6.0	11.0	2.0	13.0	4.0	7.0	6.0	8.0	8.0	3.0	6.0	1.0	14.0	Bacteria; Firmicutes; Clostridia; Oscillospirales; Oscillospiraceae; NK4A214 group
OTU568	7.0	11.0	9.0	14.0	14.0	9.0	1.0	21.0	1.0	16.0	6.0	2.0	10.0	7.0	5.0	8.0	2.0	17.0	3.0	11.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotellaceae UCG-003; uncultured rumen bacterium
OTU569	1.0	8.0	8.0	2.0	12.0	6.0	25.0	7.0	16.0	3.0	26.0	7.0	1.0	3.0	15.0	4.0	4.0	12.0	8.0	19.0	Bacteria; Firmicutes; Clostridia; Christensenellales; Christensenellaceae; Christensenellaceae R-7 group; uncultured bacterium
OTU570	6.0	32.0	12.0	14.0	4.0	22.0	5.0	6.0	3.0	10.0	21.0	4.0	2.0	1.0	12.0	3.0	5.0	8.0	2.0	5.0	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Lachnospiraceae AC2044 group; uncultured bacterium
OTU571	1.0	6.0	14.0	10.0	10.0	8.0	8.0	12.0	2.0	7.0	3.0	15.0	5.0	21.0	6.0	10.0	2.0	13.0	6.0	17.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; uncultured bacterium
OTU572	6.0	3.0	5.0	6.0	3.0	13.0	12.0	9.0	10.0	10.0	34.0	7.0	7.0	7.0	6.0	1.0	4.0	10.0	2.0	4.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; F082; norank; uncultured rumen bacterium
OTU573	12.0	7.0	7.0	21.0	3.0	5.0	2.0	2.0	31.0	20.0	7.0	6.0	3.0	3.0	16.0	1.0	14.0	1.0	9.0	8.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Muribaculaceae; norank; uncultured rumen bacterium
OTU574	16.0	3.0	16.0	5.0	14.0	3.0	22.0	4.0	13.0	8.0	2.0	3.0	11.0	10.0	6.0	8.0	15.0	5.0	7.0	6.0	Bacteria; Firmicutes; Clostridia; Christensenellales; Christensenellaceae; Christensenellaceae R-7 group; uncultured rumen bacterium
OTU575	5.0	5.0	0.0	3.0	19.0	0.0	21.0	0.0	0.0	24.0	0.0	0.0	23.0	3.0	2.0	1.0	0.0	11.0	0.0	43.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; F082; norank; uncultured rumen bacterium
OTU576	16.0	6.0	13.0	12.0	11.0	7.0	31.0	9.0	15.0	2.0	5.0	2.0	0.0	5.0	3.0	10.0	9.0	8.0	7.0	1.0	Bacteria; Firmicutes; Clostridia; Oscillospirales; Ruminococcaceae; CAG-352; uncultured bacterium
OTU577	5.0	7.0	4.0	7.0	20.0	11.0	7.0	8.0	16.0	17.0	3.0	3.0	3.0	16.0	9.0	13.0	11.0	1.0	11.0	2.0	Bacteria; Firmicutes; Clostridia; Clostridia UCG-014; norank; norank; uncultured rumen bacterium
OTU578	1.0	1.0	0.0	0.0	19.0	11.0	12.0	26.0	0.0	1.0	3.0	1.0	14.0	10.0	2.0	15.0	0.0	25.0	0.0	9.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; uncultured rumen bacterium
OTU579	2.0	5.0	12.0	5.0	20.0	7.0	5.0	10.0	5.0	4.0	7.0	3.0	8.0	17.0	6.0	3.0	3.0	28.0	5.0	12.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; uncultured rumen bacterium
OTU580	11.0	4.0	18.0	14.0	4.0	8.0	2.0	5.0	7.0	12.0	12.0	5.0	6.0	10.0	3.0	4.0	3.0	7.0	21.0	7.0	Bacteria; Spirochaetota; Spirochaetia; Spirochaetales; Spirochaetaceae; Treponema; uncultured bacterium
OTU581	11.0	4.0	6.0	16.0	11.0	4.0	6.0	7.0	10.0	8.0	9.0	9.0	7.0	10.0	14.0	1.0	9.0	9.0	8.0	3.0	Bacteria; Firmicutes; Clostridia; Clostridia UCG-014; norank; norank; uncultured bacterium
OTU582	19.0	37.0	5.0	1.0	8.0	9.0	7.0	2.0	6.0	19.0	9.0	1.0	9.0	0.0	13.0	5.0	7.0	3.0	4.0	14.0	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; probable genus 10; uncultured bacterium
OTU583	0.0	0.0	0.0	3.0	37.0	16.0	30.0	17.0	16.0	29.0	23.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Ahniella; uncultured bacterium
OTU584	26.0	4.0	10.0	9.0	6.0	8.0	10.0	7.0	7.0	12.0	5.0	1.0	13.0	9.0	20.0	9.0	5.0	6.0	7.0	7.0	Bacteria; Firmicutes; Clostridia; Oscillospirales; [Eubacterium] coprostanoligenes group; norank; uncultured bacterium
OTU585	0.0	7.0	2.0	4.0	8.0	11.0	1.0	8.0	4.0	9.0	9.0	7.0	20.0	16.0	7.0	5.0	7.0	7.0	11.0	13.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; uncultured bacterium
OTU586	13.0	8.0	6.0	9.0	4.0	11.0	9.0	5.0	9.0	30.0	11.0	4.0	1.0	3.0	6.0	1.0	8.0	0.0	16.0	11.0	Bacteria; Desulfobacterota; Desulfuromonadia; Bradymonadales; norank; norank; uncultured bacterium
OTU587	7.0	5.0	2.0	2.0	8.0	14.0	21.0	6.0	1.0	18.0	2.0	0.0	14.0	15.0	7.0	2.0	12.0	5.0	5.0	14.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Rikenellaceae; Rikenellaceae RC9 gut group; uncultured rumen bacterium
OTU588	5.0	1.0	1.0	4.0	4.0	26.0	12.0	6.0	1.0	7.0	14.0	9.0	9.0	8.0	14.0	9.0	5.0	10.0	6.0	12.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidales RF16 group; norank; uncultured bacterium
OTU589	5.0	5.0	4.0	3.0	13.0	7.0	27.0	11.0	4.0	8.0	6.0	3.0	10.0	8.0	3.0	1.0	7.0	16.0	3.0	9.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Rikenellaceae; Rikenellaceae RC9 gut group; uncultured bacterium
OTU590	3.0	11.0	8.0	2.0	19.0	4.0	10.0	15.0	4.0	4.0	4.0	0.0	10.0	8.0	2.0	3.0	1.0	13.0	6.0	7.0	Bacteria; Firmicutes; Bacilli; Acholeplasmatales; Acholeplasmataceae; Anaeroplasma; uncultured rumen bacterium
OTU591	3.0	4.0	9.0	6.0	11.0	9.0	1.0	24.0	5.0	8.0	10.0	8.0	18.0	9.0	10.0	7.0	3.0	11.0	13.0	5.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; uncultured rumen bacterium
OTU592	7.0	6.0	15.0	16.0	10.0	5.0	1.0	13.0	4.0	9.0	4.0	15.0	3.0	3.0	8.0	10.0	1.0	7.0	10.0	7.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotellaceae NK3B31 group; uncultured rumen bacterium
OTU593	0.0	9.0	7.0	3.0	17.0	6.0	11.0	15.0	4.0	3.0	4.0	4.0	12.0	12.0	4.0	6.0	1.0	13.0	10.0	11.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; uncultured bacterium
OTU594	20.0	0.0	5.0	5.0	10.0	2.0	10.0	10.0	6.0	10.0	6.0	2.0	16.0	7.0	1.0	8.0	9.0	12.0	7.0	8.0	Bacteria; Firmicutes; Clostridia; Oscillospirales; UCG-010; norank
OTU595	1.0	4.0	14.0	1.0	12.0	11.0	6.0	13.0	7.0	11.0	7.0	4.0	3.0	4.0	10.0	4.0	10.0	18.0	11.0	14.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; uncultured rumen bacterium
OTU596	5.0	50.0	12.0	4.0	7.0	10.0	0.0	3.0	1.0	3.0	13.0	2.0	4.0	4.0	7.0	9.0	5.0	7.0	8.0	8.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotellaceae YAB2003 group; uncultured rumen bacterium
OTU597	20.0	3.0	3.0	11.0	11.0	7.0	25.0	0.0	5.0	7.0	9.0	0.0	9.0	7.0	16.0	7.0	2.0	11.0	8.0	14.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; F082; norank; uncultured bacterium
OTU598	4.0	3.0	33.0	3.0	6.0	12.0	6.0	9.0	4.0	13.0	5.0	8.0	5.0	10.0	5.0	5.0	3.0	8.0	16.0	6.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; uncultured bacterium
OTU599	3.0	5.0	14.0	7.0	9.0	1.0	11.0	16.0	5.0	6.0	20.0	11.0	1.0	2.0	8.0	17.0	8.0	5.0	5.0	12.0	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotellaceae UCG-003
