seqID	length
seq15170	2277
seq15171	2284
seq15172	2299
seq15173	2232
seq15174	2286
seq15175	2269
seq15176	2215
seq15177	2285
seq15178	2234
seq15179	2289
seq15180	2165
seq15181	2217
seq15182	2284
seq15183	2283
seq15184	2294
seq15185	2285
seq15186	2241
seq15187	2285
seq15188	2283
seq15189	2283
seq15190	2284
seq15191	2360
seq15192	2330
seq15193	2292
seq15194	2224
seq15195	2281
seq15196	2279
seq15197	2241
seq15198	2284
seq15199	2270
seq15200	2233
seq15201	2223
seq15202	2290
seq15203	2294
seq15204	2279
seq15205	2286
seq15206	2283
seq15207	2383
seq15208	2281
seq15209	2280
seq15210	2272
seq15211	2283
seq15212	2334
seq15213	2299
seq15214	2269
seq15215	2284
seq15216	2278
seq15217	2244
seq15218	2289
seq15219	2280
seq15220	2252
seq15221	2280
seq15222	2278
seq15223	2285
seq15224	2188
seq15225	2283
seq15226	2284
seq15227	2292
seq15228	2295
seq15229	2246
seq15230	2298
seq15231	2278
seq15232	2251
seq15233	2259
seq15234	2287
seq15235	2280
seq15236	2330
seq15237	2397
seq15238	2282
seq15239	2280
seq15240	2309
seq15241	2284
seq15242	2282
seq15243	2282
seq15244	2283
seq15245	2350
seq15246	2280
seq15247	2262
seq15248	2279
seq15249	2247
seq15250	2268
seq15251	2218
seq15252	2223
seq15253	2278
seq15254	2278
seq15255	2331
seq15256	2271
seq15257	2260
seq15258	2317
seq15259	2265
seq15260	2274
seq15261	2254
seq15262	2268
seq15263	2277
seq15264	2209
seq15265	2294
seq15266	2291
seq15267	2262
seq15268	2285
seq15269	2313
seq15270	2245
seq15271	2275
seq15272	2182
seq15273	2279
seq15274	2311
seq15275	2239
seq15276	2277
seq15277	2265
seq15278	2281
seq15279	2274
seq15280	2276
seq15281	2274
seq15282	2258
seq15283	2277
seq15284	2271
seq15285	2280
seq15286	2285
seq15287	2219
seq15288	2272
seq15289	2274
seq15290	2280
seq15291	2276
seq15292	2274
seq15293	2281
seq15294	2233
seq15295	2309
seq15296	2276
seq15297	2289
seq15298	2222
seq15299	2275
seq15300	2265
seq15301	2275
seq15302	2260
seq15303	2294
seq15304	2286
seq15305	2280
seq15306	2324
seq15307	2275
seq15308	2268
seq15309	2275
seq15310	2270
seq15311	2277
seq15312	2255
seq15313	2236
seq15314	2247
seq15315	2228
seq15316	2256
seq15317	2240
seq15318	2271
seq15319	2271
seq15320	2277
seq15321	2273
seq15322	2278
seq15323	2282
seq15324	2223
seq15325	2273
seq15326	2275
seq15327	2319
seq15328	2250
seq15329	2281
seq15330	2299
seq15331	2276
seq15332	2285
seq15333	2272
seq15334	2329
seq15335	2273
seq15336	2295
seq15337	2271
seq15338	2148
seq15339	2192
seq15340	2275
seq15341	2236
seq15342	2257
seq15343	2270
seq15344	2269
seq15345	2210
seq15346	2257
seq15347	2284
seq15348	2242
seq15349	2270
seq15350	2289
seq15351	2251
seq15352	2270
seq15353	2243
seq15354	2271
seq15355	2233
seq15356	2270
seq15357	2261
seq15358	2275
seq15359	2263
seq15360	2230
seq15361	2260
seq15362	2273
seq15363	2258
seq15364	2271
seq15365	2259
seq15366	2253
seq15367	2214
seq15368	2268
seq15369	2237
seq15370	2273
seq15371	2141
seq15372	2236
seq15373	2260
seq15374	2296
seq15375	2284
seq15376	2265
seq15377	2262
seq15378	2267
seq15379	2334
seq15380	2268
seq15381	2269
seq15382	2268
seq15383	2268
seq15384	2260
seq15385	2234
seq15386	2268
seq15387	2291
seq15388	2273
seq15389	2270
seq15390	2281
seq15391	2233
seq15392	2269
seq15393	2268
seq15394	2228
seq15395	2269
seq15396	2275
seq15397	2266
seq15398	2268
seq15399	2276
seq15400	2266
seq15401	2264
seq15402	2223
seq15403	2275
seq15404	2269
seq15405	2266
seq15406	2267
seq15407	2265
seq15408	2240
seq15409	2264
seq15410	2274
seq15411	2301
seq15412	2270
seq15413	2215
seq15414	2264
seq15415	2235
seq15416	2264
seq15417	2244
seq15418	2264
seq15419	2266
seq15420	2266
seq15421	2274
seq15422	2266
seq15423	2264
seq15424	2276
seq15425	2245
seq15426	2263
seq15427	2270
seq15428	2261
seq15429	2258
seq15430	2236
seq15431	2250
seq15432	2265
seq15433	2255
seq15434	2202
seq15435	2202
seq15436	2232
seq15437	2254
seq15438	2208
seq15439	2264
seq15440	2283
seq15441	2221
seq15442	2287
seq15443	2283
seq15444	2252
seq15445	2273
seq15446	2230
seq15447	2287
seq15448	2179
seq15449	2248
seq15450	2299
seq15451	2291
seq15452	2262
seq15453	2262
seq15454	2259
seq15455	2259
seq15456	2259
seq15457	2248
seq15458	2258
seq15459	2274
seq15460	2173
seq15461	2260
seq15462	2260
seq15463	2258
seq15464	2222
seq15465	2260
seq15466	2230
seq15467	2272
seq15468	2265
seq15469	2270
seq15470	2273
seq15471	2261
seq15472	2184
seq15473	2287
seq15474	2256
seq15475	2271
seq15476	2260
seq15477	2255
seq15478	2260
seq15479	2310
seq15480	2177
seq15481	2279
seq15482	2300
seq15483	2256
seq15484	2263
seq15485	2239
seq15486	2270
seq15487	2168
seq15488	2244
seq15489	2258
seq15490	2260
seq15491	2253
seq15492	2231
seq15493	2251
seq15494	2311
seq15495	2276
seq15496	2260
seq15497	2258
seq15498	2294
seq15499	2291
seq15500	2279
seq15501	2256
seq15502	2209
seq15503	2260
seq15504	2343
seq15505	2158
seq15506	2246
seq15507	2323
seq15508	2254
seq15509	2254
seq15510	2263
seq15511	2254
seq15512	2246
seq15513	2253
seq15514	2227
seq15515	2218
seq15516	2261
seq15517	2273
seq15518	2261
seq15519	2254
seq15520	2270
seq15521	2256
seq15522	2264
seq15523	2273
seq15524	2255
seq15525	2267
seq15526	2259
seq15527	2252
seq15528	2236
seq15529	2257
seq15530	2257
seq15531	2270
seq15532	2238
seq15533	2252
seq15534	2080
seq15535	2258
seq15536	2269
seq15537	2114
seq15538	2251
seq15539	2260
seq15540	2209
seq15541	2251
seq15542	2248
seq15543	2255
seq15544	2181
seq15545	2259
seq15546	2251
seq15547	2257
seq15548	2256
seq15549	2168
seq15550	2263
seq15551	2272
seq15552	2274
seq15553	2253
seq15554	2272
seq15555	2256
seq15556	2252
seq15557	2256
seq15558	2241
seq15559	2256
seq15560	2204
seq15561	2248
seq15562	2330
seq15563	2189
seq15564	2254
seq15565	2267
seq15566	2248
seq15567	2248
seq15568	2207
seq15569	2250
seq15570	2300
seq15571	2237
seq15572	2250
seq15573	2267
seq15574	2248
seq15575	2253
seq15576	2255
seq15577	2260
seq15578	2187
seq15579	2268
seq15580	2225
seq15581	2249
seq15582	2260
seq15583	2220
seq15584	2220
seq15585	2250
seq15586	2124
seq15587	2244
seq15588	2247
seq15589	2247
seq15590	2285
seq15591	2216
seq15592	2252
seq15593	2257
seq15594	2192
seq15595	2265
seq15596	2244
seq15597	2325
seq15598	2245
seq15599	2268
seq15600	2223
seq15601	2252
seq15602	2328
seq15603	2246
seq15604	2245
seq15605	2253
seq15606	2241
seq15607	2223
seq15608	2212
seq15609	2317
seq15610	2260
seq15611	2242
seq15612	2245
seq15613	2189
seq15614	2190
seq15615	2244
seq15616	2244
seq15617	2227
seq15618	2249
seq15619	2249
seq15620	2251
seq15621	2242
seq15622	2243
seq15623	2221
seq15624	2218
seq15625	2243
seq15626	2247
seq15627	2241
seq15628	2277
seq15629	2297
seq15630	2255
seq15631	2268
seq15632	2211
seq15633	2259
seq15634	2242
seq15635	2247
seq15636	2216
seq15637	2245
seq15638	2246
seq15639	2224
seq15640	2232
seq15641	2251
seq15642	2224
seq15643	2267
seq15644	2242
seq15645	2260
seq15646	2243
seq15647	2232
seq15648	2243
seq15649	2125
seq15650	2260
seq15651	2259
seq15652	2241
seq15653	2237
seq15654	2241
seq15655	2241
seq15656	2231
seq15657	2241
seq15658	2221
seq15659	2232
seq15660	2240
seq15661	2222
seq15662	2243
seq15663	2194
seq15664	2227
seq15665	2250
seq15666	2242
seq15667	2251
seq15668	2239
seq15669	2189
seq15670	2240
seq15671	2223
seq15672	2240
seq15673	2245
seq15674	2241
seq15675	2239
seq15676	2108
seq15677	2238
seq15678	2251
seq15679	2238
seq15680	2241
seq15681	2251
seq15682	2258
seq15683	2235
seq15684	2240
seq15685	2237
seq15686	2214
seq15687	2242
seq15688	2241
seq15689	2239
seq15690	2250
seq15691	2217
seq15692	2191
seq15693	2236
seq15694	2233
seq15695	2237
seq15696	2202
seq15697	2220
seq15698	2205
seq15699	2244
seq15700	2247
seq15701	2305
seq15702	2213
seq15703	2256
seq15704	2237
seq15705	2244
seq15706	2172
seq15707	2166
seq15708	2242
seq15709	2191
seq15710	2257
seq15711	2234
seq15712	2221
seq15713	2236
seq15714	2240
seq15715	2216
seq15716	2232
seq15717	2234
seq15718	2225
seq15719	2244
seq15720	2245
seq15721	2229
seq15722	2219
seq15723	2276
seq15724	2234
seq15725	2224
seq15726	2235
seq15727	2189
seq15728	2215
seq15729	2263
seq15730	2229
seq15731	2308
seq15732	2231
seq15733	2236
seq15734	2230
seq15735	2216
seq15736	2097
seq15737	2240
seq15738	2234
seq15739	2231
seq15740	2225
seq15741	2231
seq15742	2153
seq15743	2323
seq15744	2237
seq15745	2255
seq15746	2200
seq15747	2245
seq15748	2230
seq15749	2215
seq15750	2269
seq15751	2232
seq15752	2231
seq15753	2221
seq15754	2266
seq15755	2153
seq15756	2237
seq15757	2284
seq15758	2202
seq15759	2065
seq15760	2235
seq15761	2237
seq15762	2232
seq15763	2252
seq15764	2230
seq15765	2251
seq15766	2185
seq15767	2226
seq15768	2228
seq15769	2227
seq15770	2239
seq15771	2231
seq15772	2220
seq15773	2227
seq15774	2220
seq15775	2245
seq15776	2240
seq15777	2253
seq15778	2220
seq15779	2227
seq15780	2234
seq15781	2226
seq15782	2226
seq15783	2200
seq15784	2228
seq15785	2226
seq15786	2232
seq15787	2225
seq15788	2277
seq15789	2217
seq15790	2215
seq15791	2246
seq15792	2224
seq15793	2197
seq15794	2224
seq15795	2224
seq15796	2178
seq15797	2233
seq15798	2176
seq15799	2224
seq15800	2143
seq15801	2223
seq15802	2192
seq15803	2228
seq15804	2224
seq15805	2234
seq15806	2224
seq15807	2195
seq15808	2228
seq15809	2223
seq15810	2223
seq15811	2221
seq15812	2194
seq15813	2224
seq15814	2185
seq15815	2222
seq15816	2200
seq15817	2210
seq15818	2210
seq15819	2208
seq15820	2235
seq15821	2222
seq15822	2222
seq15823	2235
seq15824	2208
seq15825	2252
seq15826	2187
seq15827	2190
seq15828	2222
seq15829	2157
seq15830	2212
seq15831	2222
seq15832	2166
seq15833	2231
seq15834	2226
seq15835	2220
seq15836	2179
seq15837	2222
seq15838	2195
seq15839	2227
seq15840	2242
seq15841	2223
seq15842	2251
seq15843	2212
seq15844	2228
seq15845	2177
seq15846	2220
seq15847	2255
seq15848	2241
seq15849	2222
seq15850	2128
seq15851	2220
seq15852	2225
seq15853	2252
seq15854	2230
seq15855	2174
seq15856	2230
seq15857	2218
seq15858	2236
seq15859	2188
seq15860	2219
seq15861	2223
seq15862	2220
seq15863	2221
seq15864	2212
seq15865	2104
seq15866	2223
seq15867	2210
seq15868	2210
seq15869	2247
seq15870	2244
seq15871	2177
seq15872	2208
seq15873	2196
seq15874	2246
seq15875	2224
seq15876	2214
seq15877	2220
seq15878	2221
seq15879	2218
seq15880	2240
seq15881	2149
seq15882	2208
seq15883	2219
seq15884	2208
seq15885	2226
seq15886	2224
seq15887	2181
seq15888	2215
seq15889	2215
seq15890	2216
seq15891	2218
seq15892	2239
seq15893	2220
seq15894	2216
seq15895	2176
seq15896	2210
seq15897	2235
seq15898	2198
seq15899	2239
seq15900	2214
seq15901	2186
seq15902	2233
seq15903	2214
seq15904	2214
seq15905	2214
seq15906	2213
seq15907	2223
seq15908	2195
seq15909	2214
seq15910	2215
seq15911	2189
seq15912	2223
seq15913	2224
seq15914	2215
seq15915	2253
seq15916	2189
seq15917	2178
seq15918	2218
seq15919	2214
seq15920	2243
seq15921	2187
seq15922	2219
seq15923	2213
seq15924	2213
seq15925	2190
seq15926	2182
seq15927	2212
seq15928	2221
seq15929	2213
seq15930	2131
seq15931	2211
seq15932	2170
seq15933	2222
seq15934	2211
seq15935	2212
seq15936	2156
seq15937	2232
seq15938	2225
seq15939	2164
seq15940	2156
seq15941	2211
seq15942	2184
seq15943	2214
seq15944	2208
seq15945	2218
seq15946	2216
seq15947	2219
seq15948	2194
seq15949	2293
seq15950	2220
seq15951	2211
seq15952	2141
seq15953	2238
seq15954	2208
seq15955	2216
seq15956	2212
seq15957	2126
seq15958	2164
seq15959	2203
seq15960	2233
seq15961	2211
seq15962	2154
seq15963	2211
seq15964	2241
seq15965	2237
seq15966	2240
seq15967	2207
seq15968	2210
seq15969	2210
seq15970	2216
seq15971	2236
seq15972	2226
seq15973	2210
seq15974	2208
seq15975	2201
seq15976	2149
seq15977	2205
seq15978	2202
seq15979	2170
seq15980	2204
seq15981	2227
seq15982	2211
seq15983	2208
seq15984	2207
seq15985	2208
seq15986	2207
seq15987	2217
seq15988	2209
seq15989	2208
seq15990	2243
seq15991	2206
seq15992	2206
seq15993	2159
seq15994	2206
seq15995	2106
seq15996	2212
seq15997	2206
seq15998	2193
seq15999	2179
seq16000	2206
seq16001	2197
seq16002	2205
seq16003	2171
seq16004	2205
seq16005	2188
seq16006	2236
seq16007	2182
seq16008	2228
seq16009	2219
seq16010	2153
seq16011	2225
seq16012	2206
seq16013	2204
seq16014	2239
seq16015	2210
seq16016	2214
seq16017	2208
seq16018	2232
seq16019	2203
seq16020	2207
seq16021	2116
seq16022	2213
seq16023	2187
seq16024	2205
seq16025	2211
seq16026	2204
seq16027	2216
seq16028	2203
seq16029	2198
seq16030	2179
seq16031	2180
seq16032	2186
seq16033	2204
seq16034	2201
seq16035	2165
seq16036	2204
seq16037	2211
seq16038	2223
seq16039	2225
seq16040	2213
seq16041	2201
seq16042	2210
seq16043	2172
seq16044	2202
seq16045	2162
seq16046	2215
seq16047	2200
seq16048	2211
seq16049	2111
seq16050	2145
seq16051	2251
seq16052	2226
seq16053	2157
seq16054	2200
seq16055	2204
seq16056	2199
seq16057	2206
seq16058	2218
seq16059	2198
seq16060	2182
seq16061	2214
seq16062	2200
seq16063	2202
seq16064	2214
seq16065	2211
seq16066	2202
seq16067	2199
seq16068	2198
seq16069	2206
seq16070	2188
seq16071	2197
seq16072	2195
seq16073	2240
seq16074	2217
seq16075	2199
seq16076	2240
seq16077	2197
seq16078	2199
seq16079	2166
seq16080	2197
seq16081	2115
seq16082	2136
seq16083	2202
seq16084	2193
seq16085	2157
seq16086	2200
seq16087	2131
seq16088	2195
seq16089	2189
seq16090	2178
seq16091	2198
seq16092	2211
seq16093	2210
seq16094	2213
seq16095	2195
seq16096	2200
seq16097	2226
seq16098	2211
seq16099	2199
seq16100	2195
seq16101	2196
seq16102	2219
seq16103	2200
seq16104	2198
seq16105	2188
seq16106	2196
seq16107	2230
seq16108	2195
seq16109	2101
seq16110	2197
seq16111	2119
seq16112	2210
seq16113	2180
seq16114	2184
seq16115	2193
seq16116	2161
seq16117	2203
seq16118	2157
seq16119	2171
seq16120	2194
seq16121	2227
seq16122	2192
seq16123	2117
seq16124	2197
seq16125	2219
seq16126	2174
seq16127	2153
seq16128	2207
seq16129	2049
seq16130	2213
seq16131	2164
seq16132	2198
seq16133	2192
seq16134	2200
seq16135	2175
seq16136	2192
seq16137	2230
seq16138	2184
seq16139	2199
seq16140	2175
seq16141	2185
seq16142	2191
seq16143	2147
seq16144	2082
seq16145	2175
seq16146	2136
seq16147	2186
seq16148	2165
seq16149	2209
seq16150	2188
seq16151	2178
seq16152	2193
seq16153	2190
seq16154	2191
seq16155	2200
seq16156	2185
seq16157	2192
seq16158	2164
seq16159	2190
seq16160	2069
seq16161	2218
seq16162	2197
seq16163	2197
seq16164	2162
seq16165	2202
seq16166	2193
seq16167	2190
seq16168	2288
seq16169	2070
seq16170	2236
seq16171	2194
seq16172	2111
seq16173	2192
seq16174	2169
seq16175	2184
seq16176	2190
seq16177	2155
seq16178	2197
seq16179	2187
seq16180	2191
seq16181	2190
seq16182	2101
seq16183	2192
seq16184	2188
seq16185	2145
seq16186	2156
seq16187	2189
seq16188	2098
seq16189	2190
seq16190	2197
seq16191	2208
seq16192	2187
seq16193	2158
seq16194	2189
seq16195	2187
seq16196	2195
seq16197	2187
seq16198	2194
seq16199	2145
seq16200	2188
seq16201	2188
seq16202	2162
seq16203	2186
seq16204	2191
seq16205	2186
seq16206	2096
seq16207	2160
seq16208	2120
seq16209	2192
seq16210	2171
seq16211	2214
seq16212	2188
seq16213	2195
seq16214	2198
seq16215	2192
seq16216	2140
seq16217	2184
seq16218	2123
seq16219	2220
seq16220	2190
seq16221	2191
seq16222	2125
seq16223	2169
seq16224	2226
seq16225	2170
seq16226	2186
seq16227	2186
seq16228	2152
seq16229	2167
seq16230	2171
seq16231	2185
seq16232	2186
seq16233	2145
seq16234	2152
seq16235	2184
seq16236	2183
seq16237	2139
seq16238	2189
seq16239	2183
seq16240	2122
seq16241	2105
seq16242	2203
seq16243	2187
seq16244	2183
seq16245	2063
seq16246	2229
seq16247	2177
seq16248	2202
seq16249	2188
seq16250	2176
seq16251	2115
seq16252	2182
seq16253	2183
seq16254	2186
seq16255	2182
seq16256	2184
seq16257	2184
seq16258	2195
seq16259	2173
seq16260	2235
seq16261	2186
seq16262	2084
seq16263	2238
seq16264	2196
seq16265	2181
seq16266	2181
seq16267	2181
seq16268	2106
seq16269	2261
seq16270	2180
seq16271	2152
seq16272	2197
seq16273	2181
seq16274	2180
seq16275	2180
seq16276	2145
seq16277	2192
seq16278	2165
seq16279	2180
seq16280	2259
seq16281	2179
seq16282	2160
seq16283	2167
seq16284	2160
seq16285	2178
seq16286	2179
seq16287	2180
seq16288	2183
seq16289	2180
seq16290	2188
seq16291	2187
seq16292	2185
seq16293	2178
seq16294	2195
seq16295	2178
seq16296	2101
seq16297	2216
seq16298	2183
seq16299	2167
seq16300	2185
seq16301	2178
seq16302	2179
seq16303	2115
seq16304	2214
seq16305	2193
seq16306	2175
seq16307	2062
seq16308	2193
seq16309	2182
seq16310	2174
seq16311	2189
seq16312	2189
seq16313	2176
seq16314	2178
seq16315	2182
seq16316	2172
seq16317	2194
seq16318	2177
seq16319	2172
seq16320	2180
seq16321	2187
seq16322	2176
seq16323	2109
seq16324	2218
seq16325	2177
seq16326	2175
seq16327	2178
seq16328	2160
seq16329	2179
seq16330	2178
seq16331	2179
seq16332	2180
seq16333	2179
seq16334	2177
seq16335	2178
seq16336	2192
seq16337	2177
seq16338	2174
seq16339	2232
seq16340	2173
seq16341	2163
seq16342	2210
seq16343	2210
seq16344	2178
seq16345	2184
seq16346	2175
seq16347	2166
seq16348	2181
seq16349	2177
seq16350	2124
seq16351	2219
seq16352	2175
seq16353	2179
seq16354	2175
seq16355	2174
seq16356	2153
seq16357	2192
seq16358	2210
seq16359	2173
seq16360	2164
seq16361	2167
seq16362	2163
seq16363	2179
seq16364	2163
seq16365	2175
seq16366	2136
seq16367	2156
seq16368	2176
seq16369	2176
seq16370	2174
seq16371	2170
seq16372	2166
seq16373	2203
seq16374	2145
seq16375	2170
seq16376	2186
seq16377	2176
seq16378	2123
seq16379	2167
seq16380	2176
seq16381	2173
seq16382	2185
seq16383	2169
seq16384	2177
seq16385	2145
seq16386	2171
seq16387	2136
seq16388	2181
seq16389	2122
seq16390	2179
seq16391	2169
seq16392	2129
seq16393	2171
seq16394	2114
seq16395	2177
seq16396	2163
seq16397	2201
seq16398	2171
seq16399	2167
seq16400	2171
seq16401	2176
seq16402	2169
seq16403	2141
seq16404	2182
seq16405	2183
seq16406	2181
seq16407	2185
seq16408	2144
seq16409	2166
seq16410	2162
seq16411	2195
seq16412	2166
seq16413	2165
seq16414	2166
seq16415	2177
seq16416	2159
seq16417	2175
seq16418	2159
seq16419	2217
seq16420	2155
seq16421	2171
seq16422	2110
seq16423	2165
seq16424	2143
seq16425	2175
seq16426	2168
seq16427	2164
seq16428	2176
seq16429	2145
seq16430	2162
seq16431	2181
seq16432	2120
seq16433	2169
seq16434	2049
seq16435	2172
seq16436	2150
seq16437	2167
seq16438	2163
seq16439	2164
seq16440	2232
seq16441	2166
seq16442	2152
seq16443	2126
seq16444	2163
seq16445	2267
seq16446	2158
seq16447	2141
seq16448	2110
seq16449	2147
seq16450	2177
seq16451	2164
seq16452	2164
seq16453	2166
seq16454	2172
seq16455	2147
seq16456	2163
seq16457	2161
seq16458	2163
seq16459	2137
seq16460	2164
seq16461	2185
seq16462	2168
seq16463	2145
seq16464	2165
seq16465	2161
seq16466	2116
seq16467	2165
seq16468	2175
seq16469	2165
seq16470	2164
seq16471	2162
seq16472	2168
seq16473	2178
seq16474	2136
seq16475	2167
seq16476	2162
seq16477	2160
seq16478	2162
seq16479	2161
seq16480	2178
seq16481	2175
seq16482	2170
seq16483	2160
seq16484	2183
seq16485	2139
seq16486	2160
seq16487	2120
seq16488	2157
seq16489	2110
seq16490	2162
seq16491	2127
seq16492	2179
seq16493	2166
seq16494	2162
seq16495	2179
seq16496	2143
seq16497	2129
seq16498	2135
seq16499	2164
seq16500	2166
seq16501	2159
seq16502	2165
seq16503	2151
seq16504	2160
seq16505	2091
seq16506	2150
seq16507	2171
seq16508	2156
seq16509	2151
seq16510	2156
seq16511	2143
seq16512	2157
seq16513	2162
seq16514	2167
seq16515	2172
seq16516	2156
seq16517	2113
seq16518	2159
seq16519	2155
seq16520	2162
seq16521	2155
seq16522	2155
seq16523	2156
seq16524	2157
seq16525	2203
seq16526	2156
seq16527	2106
seq16528	2155
seq16529	2206
seq16530	2160
seq16531	2156
seq16532	2154
seq16533	2157
seq16534	2152
seq16535	2140
seq16536	2158
seq16537	2101
seq16538	2137
seq16539	2127
seq16540	2156
seq16541	2126
seq16542	2171
seq16543	2179
seq16544	2146
seq16545	2159
seq16546	2155
seq16547	2158
seq16548	2149
seq16549	2153
seq16550	2132
seq16551	2160
seq16552	2152
seq16553	2160
seq16554	2186
seq16555	2121
seq16556	2141
seq16557	2155
seq16558	2152
seq16559	2152
seq16560	2170
seq16561	2177
seq16562	2155
seq16563	2066
seq16564	2165
seq16565	2166
seq16566	2174
seq16567	2211
seq16568	2151
seq16569	2155
seq16570	2151
seq16571	2152
seq16572	2137
seq16573	2153
seq16574	2147
seq16575	2145
seq16576	2154
seq16577	2154
seq16578	2156
seq16579	2151
seq16580	2169
seq16581	2144
seq16582	2157
seq16583	2159
seq16584	2216
seq16585	2150
seq16586	2153
seq16587	2151
seq16588	2146
seq16589	2153
seq16590	2153
seq16591	2168
seq16592	2151
seq16593	2171
seq16594	2148
seq16595	2131
seq16596	2148
seq16597	2191
seq16598	2148
seq16599	2156
seq16600	2079
seq16601	2139
seq16602	2167
seq16603	2179
seq16604	2149
seq16605	2147
seq16606	2148
seq16607	2132
seq16608	2064
seq16609	2141
seq16610	2175
seq16611	2150
seq16612	2141
seq16613	2248
seq16614	2147
seq16615	2112
seq16616	2148
seq16617	2147
seq16618	2152
seq16619	2143
seq16620	2147
seq16621	2202
seq16622	2147
seq16623	2147
seq16624	2125
seq16625	2153
seq16626	2172
seq16627	2145
seq16628	2087
seq16629	2147
seq16630	2147
seq16631	2134
seq16632	2151
seq16633	2074
seq16634	2149
seq16635	2153
seq16636	2144
seq16637	2127
seq16638	2149
seq16639	2154
seq16640	2097
seq16641	2143
seq16642	2173
seq16643	2165
seq16644	2145
seq16645	2154
seq16646	2144
seq16647	2143
seq16648	2045
seq16649	2149
seq16650	2145
seq16651	2143
seq16652	2154
seq16653	2161
seq16654	2107
seq16655	2142
seq16656	2143
seq16657	2143
seq16658	2139
seq16659	2149
seq16660	2124
seq16661	2116
seq16662	2160
seq16663	2067
seq16664	2135
seq16665	2149
seq16666	2140
seq16667	2144
seq16668	2159
seq16669	2144
seq16670	2134
seq16671	2135
seq16672	2140
seq16673	2141
seq16674	2140
seq16675	2121
seq16676	2140
seq16677	2140
seq16678	2120
seq16679	2138
seq16680	2143
seq16681	2142
seq16682	2176
seq16683	2129
seq16684	2123
seq16685	2122
seq16686	2162
seq16687	2069
seq16688	2138
seq16689	2131
seq16690	2140
seq16691	2143
seq16692	2142
seq16693	2139
seq16694	2092
seq16695	2149
seq16696	2161
seq16697	2134
seq16698	2143
seq16699	2153
seq16700	2115
seq16701	2134
seq16702	2138
seq16703	2136
seq16704	2139
seq16705	2145
seq16706	2137
seq16707	2139
seq16708	2151
seq16709	2137
seq16710	2134
seq16711	2002
seq16712	2035
seq16713	2093
seq16714	2119
seq16715	2142
seq16716	2134
seq16717	2121
seq16718	2136
seq16719	2139
seq16720	2139
seq16721	2136
seq16722	2139
seq16723	2135
seq16724	2133
seq16725	2039
seq16726	2134
seq16727	2137
seq16728	2136
seq16729	2135
seq16730	2131
seq16731	2141
seq16732	2257
seq16733	2187
seq16734	2209
seq16735	2140
seq16736	2160
seq16737	2138
seq16738	2224
seq16739	2153
seq16740	2162
seq16741	2146
seq16742	2133
seq16743	2134
seq16744	2132
seq16745	2082
seq16746	2138
seq16747	2135
seq16748	2090
seq16749	2133
seq16750	2133
seq16751	2146
seq16752	2140
seq16753	2085
seq16754	2128
seq16755	2135
seq16756	2149
seq16757	2157
seq16758	2124
seq16759	2131
seq16760	1980
seq16761	2118
seq16762	2149
seq16763	2191
seq16764	2093
seq16765	2112
seq16766	2132
seq16767	2138
seq16768	2135
seq16769	2118
seq16770	2133
seq16771	2143
seq16772	2115
seq16773	2130
seq16774	2159
seq16775	2132
seq16776	2065
seq16777	2148
seq16778	2129
seq16779	2120
seq16780	2127
seq16781	2121
seq16782	2073
seq16783	2075
seq16784	2151
seq16785	2118
seq16786	2058
seq16787	2141
seq16788	2212
seq16789	2139
seq16790	2058
seq16791	2124
seq16792	2094
seq16793	2125
seq16794	2129
seq16795	2144
seq16796	2131
seq16797	2121
seq16798	2077
seq16799	2129
seq16800	2158
seq16801	2129
seq16802	2134
seq16803	2130
seq16804	2127
seq16805	2128
seq16806	2120
seq16807	2143
seq16808	2131
seq16809	2097
seq16810	2158
seq16811	2126
seq16812	2127
seq16813	2125
seq16814	2134
seq16815	2126
seq16816	2131
seq16817	2132
seq16818	2135
seq16819	2135
seq16820	2143
seq16821	2127
seq16822	2125
seq16823	1985
seq16824	2122
seq16825	2124
seq16826	2082
seq16827	2122
seq16828	2052
seq16829	2128
seq16830	2121
seq16831	2016
seq16832	2060
seq16833	2125
seq16834	2127
seq16835	2129
seq16836	2123
seq16837	2124
seq16838	2131
seq16839	2120
seq16840	2125
seq16841	2125
seq16842	2124
seq16843	2132
seq16844	2124
seq16845	2130
seq16846	2090
seq16847	2124
seq16848	2119
seq16849	2144
seq16850	2098
seq16851	1986
seq16852	1981
seq16853	2148
seq16854	2117
seq16855	2026
seq16856	2153
seq16857	2123
seq16858	2011
seq16859	2084
seq16860	2123
seq16861	2126
seq16862	2142
seq16863	2147
seq16864	2122
seq16865	2123
seq16866	2130
seq16867	2122
seq16868	2144
seq16869	2122
seq16870	2105
seq16871	2123
seq16872	2094
seq16873	2138
seq16874	2145
seq16875	2123
seq16876	2183
seq16877	2144
seq16878	2126
seq16879	2123
seq16880	2120
seq16881	2111
seq16882	2074
seq16883	2139
seq16884	2130
seq16885	2120
seq16886	2117
seq16887	2120
seq16888	2122
seq16889	2129
seq16890	2119
seq16891	2105
seq16892	2101
seq16893	2121
seq16894	2142
seq16895	2124
seq16896	2118
seq16897	2105
seq16898	2126
seq16899	2054
seq16900	2139
seq16901	2118
seq16902	2103
seq16903	2142
seq16904	2128
seq16905	2117
seq16906	2126
seq16907	2090
seq16908	2081
seq16909	2139
seq16910	2120
seq16911	2094
seq16912	2102
seq16913	2114
seq16914	2119
seq16915	2114
seq16916	2118
seq16917	2123
seq16918	2116
