seqID	length
seq7844	3135
seq7845	3125
seq7846	3108
seq7847	3126
seq7848	3151
seq7849	3089
seq7850	3116
seq7851	3123
seq7852	3124
seq7853	3086
seq7854	3137
seq7855	3127
seq7856	3129
seq7857	3143
seq7858	3130
seq7859	3091
seq7860	3147
seq7861	3089
seq7862	3140
seq7863	3146
seq7864	3132
seq7865	3127
seq7866	3144
seq7867	3122
seq7868	3129
seq7869	3167
seq7870	3107
seq7871	3116
seq7872	3122
seq7873	3126
seq7874	3181
seq7875	3124
seq7876	3098
seq7877	3120
seq7878	3150
seq7879	3160
seq7880	3123
seq7881	3119
seq7882	3119
seq7883	3118
seq7884	3134
seq7885	3118
seq7886	3144
seq7887	3158
seq7888	3053
seq7889	3118
seq7890	3122
seq7891	3114
seq7892	3122
seq7893	3113
seq7894	3128
seq7895	3139
seq7896	3120
seq7897	3117
seq7898	3169
seq7899	3167
seq7900	3022
seq7901	3059
seq7902	3116
seq7903	3148
seq7904	3071
seq7905	3116
seq7906	3083
seq7907	3094
seq7908	3076
seq7909	3088
seq7910	3059
seq7911	3033
seq7912	3111
seq7913	3124
seq7914	3076
seq7915	3115
seq7916	3096
seq7917	3121
seq7918	3125
seq7919	3136
seq7920	3077
seq7921	3101
seq7922	3114
seq7923	3114
seq7924	3135
seq7925	3067
seq7926	3135
seq7927	3093
seq7928	3135
seq7929	3140
seq7930	3055
seq7931	3127
seq7932	3121
seq7933	3121
seq7934	3116
seq7935	3115
seq7936	3115
seq7937	3112
seq7938	3105
seq7939	3105
seq7940	3111
seq7941	3092
seq7942	3120
seq7943	3114
seq7944	3116
seq7945	3111
seq7946	3133
seq7947	3127
seq7948	3113
seq7949	3091
seq7950	3133
seq7951	3028
seq7952	3043
seq7953	3021
seq7954	3107
seq7955	3084
seq7956	3108
seq7957	3111
seq7958	3046
seq7959	3107
seq7960	3106
seq7961	3107
seq7962	3095
seq7963	2960
seq7964	3112
seq7965	3106
seq7966	3109
seq7967	3106
seq7968	3137
seq7969	3096
seq7970	3098
seq7971	3253
seq7972	3109
seq7973	3102
seq7974	3092
seq7975	3058
seq7976	3096
seq7977	3114
seq7978	3084
seq7979	3100
seq7980	3108
seq7981	3104
seq7982	3047
seq7983	3100
seq7984	3194
seq7985	3019
seq7986	3140
seq7987	3114
seq7988	3088
seq7989	3072
seq7990	3069
seq7991	3111
seq7992	3108
seq7993	3107
seq7994	3103
seq7995	3105
seq7996	3101
seq7997	3045
seq7998	3104
seq7999	3105
seq8000	2919
seq8001	3110
seq8002	3036
seq8003	3055
seq8004	3105
seq8005	3113
seq8006	3123
seq8007	3088
seq8008	3116
seq8009	3055
seq8010	3099
seq8011	3021
seq8012	3101
seq8013	3186
seq8014	3026
seq8015	3121
seq8016	3098
seq8017	3098
seq8018	3127
seq8019	3101
seq8020	3002
seq8021	3099
seq8022	3108
seq8023	3102
seq8024	3090
seq8025	3104
seq8026	3082
seq8027	3101
seq8028	3098
seq8029	3078
seq8030	3105
seq8031	3103
seq8032	2997
seq8033	3104
seq8034	3107
seq8035	3111
seq8036	3086
seq8037	3019
seq8038	3099
seq8039	3106
seq8040	3099
seq8041	3097
seq8042	3095
seq8043	3101
seq8044	3096
seq8045	3099
seq8046	3139
seq8047	3136
seq8048	3096
seq8049	3098
seq8050	3092
seq8051	3088
seq8052	2911
seq8053	3095
seq8054	3098
seq8055	3096
seq8056	3101
seq8057	3099
seq8058	3098
seq8059	3095
seq8060	3095
seq8061	3108
seq8062	3024
seq8063	3102
seq8064	3108
seq8065	3100
seq8066	3085
seq8067	3094
seq8068	3116
seq8069	3096
seq8070	3116
seq8071	3150
seq8072	3096
seq8073	3158
seq8074	3102
seq8075	3093
seq8076	3111
seq8077	3100
seq8078	3093
seq8079	3098
seq8080	3092
seq8081	3089
seq8082	3070
seq8083	3091
seq8084	3010
seq8085	3096
seq8086	3103
seq8087	3077
seq8088	3015
seq8089	3111
seq8090	3067
seq8091	3085
seq8092	3097
seq8093	3090
seq8094	3172
seq8095	3099
seq8096	3109
seq8097	3084
seq8098	3082
seq8099	3050
seq8100	3115
seq8101	3083
seq8102	3091
seq8103	3087
seq8104	3104
seq8105	3086
seq8106	3101
seq8107	3100
seq8108	3059
seq8109	3084
seq8110	3098
seq8111	3089
seq8112	3084
seq8113	3021
seq8114	3046
seq8115	3090
seq8116	3117
seq8117	3084
seq8118	3165
seq8119	3084
seq8120	3109
seq8121	3079
seq8122	3112
seq8123	3056
seq8124	3089
seq8125	3082
seq8126	3027
seq8127	3104
seq8128	3071
seq8129	3082
seq8130	3024
seq8131	3073
seq8132	3083
seq8133	3087
seq8134	3083
seq8135	3083
seq8136	3112
seq8137	3077
seq8138	3063
seq8139	3088
seq8140	3047
seq8141	3083
seq8142	3062
seq8143	3091
seq8144	3077
seq8145	2873
seq8146	3048
seq8147	3107
seq8148	3087
seq8149	3124
seq8150	3046
seq8151	3080
seq8152	3085
seq8153	3079
seq8154	3078
seq8155	3090
seq8156	3087
seq8157	3108
seq8158	3085
seq8159	3025
seq8160	3076
seq8161	3095
seq8162	3078
seq8163	3107
seq8164	3087
seq8165	3005
seq8166	3069
seq8167	3078
seq8168	3140
seq8169	3012
seq8170	3018
seq8171	3056
seq8172	3030
seq8173	3110
seq8174	3039
seq8175	3078
seq8176	3034
seq8177	3028
seq8178	3016
seq8179	3077
seq8180	3074
seq8181	3077
seq8182	3083
seq8183	3074
seq8184	3115
seq8185	3085
seq8186	3076
seq8187	3084
seq8188	3075
seq8189	3073
seq8190	3081
seq8191	3085
seq8192	3073
seq8193	3052
seq8194	3159
seq8195	3053
seq8196	3038
seq8197	3063
seq8198	3035
seq8199	3095
seq8200	3080
seq8201	3074
seq8202	3051
seq8203	3072
seq8204	3076
seq8205	3071
seq8206	3071
seq8207	3035
seq8208	3099
seq8209	3076
seq8210	3118
seq8211	3122
seq8212	2957
seq8213	3069
seq8214	3010
seq8215	3066
seq8216	3048
seq8217	3072
seq8218	3071
seq8219	3084
seq8220	3078
seq8221	3073
seq8222	3058
seq8223	3071
seq8224	3074
seq8225	3051
seq8226	3052
seq8227	3067
seq8228	2990
seq8229	3070
seq8230	3056
seq8231	3079
seq8232	2980
seq8233	3045
seq8234	3125
seq8235	3108
seq8236	3085
seq8237	3018
seq8238	3036
seq8239	3071
seq8240	3080
seq8241	3063
seq8242	3068
seq8243	3066
seq8244	3079
seq8245	3056
seq8246	3096
seq8247	3069
seq8248	3080
seq8249	2997
seq8250	2981
seq8251	3076
seq8252	3063
seq8253	3005
seq8254	2983
seq8255	3071
seq8256	3067
seq8257	2999
seq8258	3126
seq8259	3072
seq8260	2974
seq8261	3065
seq8262	3106
seq8263	3033
seq8264	3117
seq8265	3109
seq8266	3023
seq8267	3065
seq8268	3049
seq8269	2974
seq8270	3058
seq8271	3088
seq8272	3066
seq8273	3042
seq8274	3053
seq8275	3056
seq8276	3107
seq8277	2988
seq8278	3060
seq8279	3101
seq8280	3070
seq8281	3049
seq8282	3019
seq8283	2950
seq8284	3066
seq8285	3060
seq8286	3074
seq8287	3024
seq8288	3060
seq8289	3099
seq8290	3052
seq8291	3058
seq8292	3060
seq8293	3063
seq8294	3055
seq8295	3076
seq8296	2935
seq8297	3075
seq8298	3059
seq8299	3057
seq8300	2959
seq8301	3073
seq8302	3134
seq8303	3023
seq8304	3052
seq8305	3056
seq8306	3070
seq8307	2960
seq8308	3022
seq8309	2900
seq8310	3082
seq8311	3021
seq8312	3033
seq8313	3056
seq8314	3052
seq8315	3053
seq8316	3060
seq8317	3055
seq8318	3004
seq8319	3026
seq8320	3037
seq8321	3059
seq8322	3024
seq8323	3051
seq8324	2891
seq8325	3062
seq8326	3127
seq8327	3073
seq8328	3043
seq8329	3052
seq8330	3038
seq8331	3061
seq8332	3057
seq8333	3033
seq8334	3045
seq8335	2999
seq8336	3051
seq8337	3063
seq8338	3051
seq8339	3072
seq8340	3039
seq8341	3096
seq8342	3049
seq8343	3052
seq8344	3063
seq8345	3046
seq8346	3048
seq8347	2980
seq8348	3048
seq8349	3065
seq8350	3053
seq8351	3079
seq8352	3046
seq8353	3047
seq8354	3067
seq8355	3046
seq8356	3060
seq8357	3048
seq8358	3051
seq8359	2977
seq8360	3074
seq8361	3133
seq8362	3057
seq8363	3055
seq8364	3043
seq8365	3027
seq8366	3062
seq8367	3059
seq8368	3046
seq8369	3047
seq8370	3044
seq8371	3049
seq8372	3044
seq8373	2913
seq8374	2998
seq8375	3072
seq8376	3097
seq8377	3047
seq8378	3042
seq8379	3025
seq8380	3057
seq8381	2960
seq8382	3042
seq8383	3012
seq8384	3046
seq8385	3082
seq8386	3008
seq8387	3048
seq8388	3083
seq8389	3054
seq8390	3024
seq8391	2976
seq8392	3045
seq8393	3003
seq8394	3044
seq8395	3045
seq8396	3059
seq8397	3070
seq8398	2881
seq8399	2994
seq8400	3064
seq8401	3024
seq8402	3043
seq8403	3047
seq8404	2984
seq8405	3035
seq8406	3067
seq8407	3041
seq8408	3039
seq8409	3040
seq8410	3031
seq8411	3072
seq8412	3060
seq8413	3021
seq8414	3048
seq8415	3032
seq8416	3048
seq8417	3040
seq8418	3020
seq8419	3049
seq8420	2962
seq8421	3039
seq8422	3071
seq8423	3030
seq8424	3135
seq8425	3038
seq8426	2955
seq8427	3028
seq8428	3046
seq8429	3026
seq8430	3182
seq8431	3016
seq8432	3039
seq8433	3038
seq8434	3038
seq8435	3017
seq8436	3038
seq8437	3090
seq8438	2993
seq8439	3059
seq8440	3037
seq8441	3040
seq8442	3090
seq8443	3051
seq8444	3023
seq8445	3043
seq8446	3045
seq8447	2945
seq8448	3085
seq8449	3026
seq8450	3013
seq8451	3037
seq8452	3039
seq8453	3035
seq8454	3043
seq8455	3033
seq8456	3046
seq8457	2820
seq8458	3022
seq8459	3035
seq8460	3023
seq8461	3050
seq8462	3037
seq8463	3006
seq8464	2914
seq8465	3036
seq8466	2981
seq8467	3035
seq8468	3046
seq8469	2971
seq8470	3032
seq8471	3030
seq8472	3029
seq8473	3032
seq8474	3029
seq8475	3049
seq8476	3030
seq8477	3028
seq8478	2993
seq8479	3029
seq8480	3030
seq8481	3030
seq8482	2999
seq8483	3031
seq8484	2965
seq8485	3028
seq8486	3028
seq8487	3036
seq8488	3026
seq8489	3024
seq8490	3025
seq8491	3086
seq8492	3028
seq8493	3026
seq8494	3033
seq8495	3013
seq8496	3018
seq8497	2999
seq8498	3037
seq8499	2934
seq8500	3026
seq8501	3030
seq8502	3030
seq8503	3083
seq8504	3012
seq8505	3034
seq8506	3040
seq8507	3033
seq8508	3050
seq8509	3026
seq8510	3021
seq8511	3026
seq8512	3026
seq8513	2983
seq8514	3051
seq8515	2980
seq8516	2951
seq8517	3001
seq8518	2999
seq8519	3030
seq8520	3004
seq8521	3020
seq8522	3022
seq8523	3012
seq8524	3040
seq8525	3056
seq8526	2984
seq8527	3020
seq8528	3155
seq8529	3140
seq8530	2937
seq8531	3017
seq8532	3028
seq8533	3057
seq8534	3021
seq8535	3019
seq8536	3009
seq8537	3009
seq8538	3024
seq8539	2889
seq8540	3031
seq8541	3021
seq8542	3015
seq8543	3011
seq8544	3033
seq8545	3013
seq8546	3013
seq8547	3043
seq8548	2990
seq8549	3011
seq8550	3003
seq8551	3017
seq8552	3017
seq8553	3010
seq8554	3028
seq8555	3009
seq8556	3022
seq8557	2965
seq8558	3022
seq8559	3016
seq8560	3016
seq8561	3037
seq8562	3023
seq8563	3005
seq8564	2920
seq8565	3020
seq8566	2994
seq8567	3018
seq8568	3000
seq8569	3049
seq8570	3015
seq8571	3017
seq8572	3009
seq8573	3027
seq8574	3021
seq8575	3020
seq8576	3019
seq8577	3007
seq8578	3051
seq8579	3043
seq8580	3014
seq8581	2920
seq8582	3013
seq8583	2999
seq8584	2897
seq8585	3028
seq8586	3040
seq8587	2995
seq8588	3019
seq8589	3012
seq8590	3010
seq8591	2928
seq8592	3008
seq8593	3030
seq8594	3020
seq8595	2999
seq8596	3017
seq8597	2951
seq8598	2920
seq8599	3006
seq8600	3013
seq8601	3102
seq8602	3007
seq8603	3039
seq8604	3016
seq8605	2969
seq8606	3015
seq8607	3010
seq8608	3040
seq8609	3015
seq8610	2945
seq8611	3025
seq8612	3013
seq8613	2987
seq8614	2998
seq8615	3009
seq8616	3027
seq8617	3016
seq8618	3010
seq8619	3026
seq8620	2949
seq8621	3125
seq8622	3024
seq8623	3004
seq8624	3048
seq8625	2965
seq8626	3027
seq8627	3019
seq8628	3006
seq8629	2979
seq8630	3120
seq8631	2982
seq8632	3009
seq8633	2931
seq8634	3008
seq8635	3024
seq8636	3082
seq8637	3005
seq8638	2888
seq8639	3008
seq8640	3013
seq8641	3011
seq8642	2998
seq8643	3014
seq8644	2992
seq8645	3006
seq8646	3012
seq8647	3004
seq8648	3009
seq8649	2994
seq8650	3003
seq8651	2968
seq8652	3020
seq8653	3029
seq8654	3053
seq8655	3000
seq8656	3018
seq8657	2995
seq8658	3008
seq8659	3005
seq8660	2979
seq8661	3007
seq8662	3017
seq8663	2977
seq8664	2867
seq8665	2939
seq8666	3020
seq8667	3003
seq8668	2988
seq8669	3004
seq8670	2968
seq8671	2993
seq8672	3026
seq8673	3001
seq8674	2996
seq8675	3001
seq8676	3014
seq8677	3001
seq8678	3001
seq8679	3000
seq8680	3004
seq8681	3000
seq8682	3004
seq8683	3015
seq8684	3149
seq8685	2980
seq8686	2999
seq8687	3001
seq8688	3002
seq8689	2993
seq8690	3008
seq8691	2998
seq8692	2999
seq8693	3022
seq8694	2998
seq8695	2978
seq8696	3018
seq8697	2989
seq8698	3014
seq8699	3021
seq8700	3003
seq8701	3011
seq8702	3029
seq8703	3054
seq8704	2999
seq8705	2963
seq8706	2994
seq8707	2989
seq8708	2997
seq8709	2999
seq8710	3010
seq8711	3032
seq8712	3017
seq8713	2993
seq8714	2992
seq8715	2996
seq8716	2995
seq8717	3020
seq8718	2980
seq8719	3062
seq8720	2939
seq8721	3073
seq8722	3002
seq8723	3017
seq8724	3029
seq8725	2999
seq8726	3006
seq8727	2966
seq8728	2991
seq8729	2960
seq8730	2992
seq8731	2994
seq8732	2992
seq8733	2950
seq8734	2941
seq8735	3007
seq8736	2996
seq8737	2964
seq8738	2995
seq8739	3009
seq8740	2993
seq8741	2976
seq8742	2991
seq8743	2998
seq8744	3032
seq8745	3023
seq8746	2997
seq8747	2978
seq8748	2986
seq8749	3027
seq8750	2990
seq8751	3003
seq8752	2990
seq8753	3003
seq8754	2991
seq8755	2951
seq8756	3001
seq8757	3003
seq8758	3012
seq8759	2997
seq8760	2998
seq8761	2991
seq8762	2947
seq8763	2989
seq8764	2972
seq8765	3009
seq8766	2989
seq8767	2946
seq8768	2987
seq8769	2962
seq8770	2988
seq8771	3036
seq8772	2995
seq8773	2988
seq8774	2907
seq8775	3003
seq8776	2987
seq8777	2967
seq8778	2975
seq8779	2995
seq8780	2965
seq8781	3020
seq8782	2988
seq8783	2985
seq8784	2985
seq8785	2989
seq8786	3011
seq8787	3003
seq8788	2986
seq8789	3040
seq8790	2991
seq8791	2986
seq8792	3011
seq8793	2997
seq8794	2983
seq8795	2941
seq8796	2990
seq8797	2985
seq8798	3000
seq8799	2993
seq8800	2934
seq8801	2986
seq8802	2899
seq8803	2993
seq8804	2890
seq8805	2995
seq8806	2945
seq8807	2959
seq8808	2989
seq8809	3011
seq8810	2986
seq8811	2985
seq8812	3043
seq8813	2947
seq8814	2941
seq8815	2985
seq8816	2978
seq8817	3011
seq8818	2981
seq8819	3006
seq8820	2957
seq8821	2995
seq8822	2937
seq8823	2983
seq8824	3000
seq8825	3009
seq8826	2942
seq8827	2980
seq8828	2981
seq8829	2966
seq8830	2998
seq8831	2981
seq8832	2993
seq8833	2912
seq8834	2890
seq8835	2977
seq8836	2996
seq8837	2905
seq8838	2899
seq8839	2943
seq8840	2987
seq8841	2924
seq8842	3016
seq8843	2989
seq8844	2961
seq8845	2948
seq8846	2981
seq8847	2866
seq8848	3018
seq8849	2943
seq8850	2980
seq8851	2980
seq8852	2947
seq8853	3044
seq8854	2946
seq8855	2919
seq8856	2967
seq8857	2948
seq8858	2979
seq8859	2979
seq8860	2975
seq8861	2976
seq8862	2916
seq8863	2973
seq8864	2994
seq8865	2972
seq8866	2978
seq8867	2977
seq8868	2894
seq8869	3060
seq8870	2977
seq8871	2982
seq8872	2963
seq8873	3069
seq8874	2945
seq8875	2876
seq8876	2983
seq8877	2976
seq8878	3095
seq8879	2983
seq8880	2974
seq8881	3015
seq8882	2948
seq8883	2946
seq8884	2958
seq8885	2972
seq8886	2944
seq8887	2981
seq8888	2961
seq8889	2975
seq8890	2973
seq8891	2954
seq8892	2964
seq8893	2900
seq8894	2969
seq8895	2946
seq8896	2970
seq8897	2971
seq8898	2998
seq8899	2973
seq8900	2979
seq8901	2973
seq8902	2981
seq8903	2986
seq8904	2992
seq8905	2921
seq8906	2959
seq8907	2929
seq8908	2963
seq8909	2971
seq8910	2980
seq8911	2926
seq8912	2968
seq8913	2974
seq8914	2949
seq8915	2970
seq8916	2971
seq8917	2916
seq8918	3003
seq8919	2930
seq8920	2843
seq8921	2970
seq8922	2970
seq8923	2972
seq8924	2968
seq8925	2981
seq8926	2971
seq8927	2969
seq8928	2994
seq8929	2968
seq8930	2978
seq8931	3006
seq8932	2989
seq8933	2937
seq8934	2955
seq8935	2965
seq8936	2987
seq8937	2959
seq8938	2930
seq8939	2972
seq8940	2968
seq8941	2979
seq8942	2966
seq8943	2947
seq8944	2909
seq8945	2965
seq8946	2909
seq8947	2968
seq8948	2993
seq8949	2970
seq8950	2976
seq8951	2982
seq8952	2956
seq8953	3000
seq8954	2973
seq8955	2940
seq8956	2969
seq8957	2965
seq8958	3060
seq8959	2967
seq8960	2974
seq8961	2963
seq8962	2889
seq8963	2999
seq8964	2957
seq8965	2986
seq8966	2866
seq8967	2982
seq8968	2983
seq8969	2878
seq8970	2962
seq8971	2964
seq8972	2958
seq8973	2974
seq8974	2966
seq8975	2938
seq8976	2964
seq8977	2963
seq8978	2940
seq8979	2868
seq8980	2940
seq8981	2893
seq8982	3018
seq8983	2973
seq8984	2931
seq8985	2964
seq8986	3010
seq8987	2948
seq8988	2993
seq8989	2908
seq8990	2959
seq8991	2956
seq8992	2959
seq8993	2991
seq8994	2960
seq8995	2961
seq8996	2958
seq8997	2963
seq8998	2981
seq8999	2962
seq9000	2948
seq9001	2960
seq9002	2851
seq9003	2962
seq9004	2960
seq9005	2951
seq9006	2978
seq9007	2956
seq9008	2959
seq9009	2941
seq9010	2954
seq9011	2980
seq9012	2970
seq9013	2932
seq9014	2965
seq9015	2958
seq9016	2972
seq9017	2914
seq9018	3016
seq9019	2929
seq9020	3009
seq9021	2998
seq9022	2924
seq9023	2960
seq9024	2958
seq9025	2948
seq9026	2958
seq9027	2940
seq9028	2983
seq9029	2989
seq9030	2958
seq9031	2976
seq9032	2884
seq9033	2973
seq9034	2950
seq9035	2955
seq9036	2970
seq9037	2979
seq9038	2963
seq9039	2902
seq9040	2957
seq9041	2976
seq9042	2951
seq9043	2955
seq9044	2954
seq9045	2893
seq9046	2957
seq9047	2948
seq9048	2953
seq9049	2962
seq9050	2952
seq9051	2954
seq9052	2945
seq9053	2863
seq9054	2977
seq9055	2849
seq9056	2930
seq9057	2950
seq9058	2965
seq9059	2865
seq9060	2961
seq9061	2958
seq9062	2950
seq9063	2957
seq9064	2886
seq9065	2956
seq9066	2868
seq9067	2983
seq9068	2940
seq9069	2932
seq9070	2940
seq9071	2953
seq9072	2953
seq9073	2978
seq9074	2950
seq9075	2910
seq9076	3011
seq9077	2805
seq9078	3011
seq9079	2937
seq9080	2957
seq9081	3061
seq9082	2978
seq9083	2941
seq9084	2955
seq9085	2943
seq9086	2830
seq9087	2948
seq9088	2920
seq9089	2998
seq9090	2947
seq9091	2948
seq9092	3025
seq9093	2903
seq9094	2950
seq9095	2945
seq9096	2875
seq9097	2947
seq9098	2909
seq9099	3022
seq9100	2951
seq9101	2921
seq9102	2950
seq9103	2929
seq9104	2945
seq9105	2858
seq9106	2947
seq9107	2982
seq9108	2946
seq9109	2892
seq9110	2952
seq9111	2952
seq9112	2946
seq9113	2905
seq9114	2949
seq9115	2917
seq9116	2951
seq9117	2927
seq9118	2936
seq9119	2942
seq9120	2995
seq9121	2894
seq9122	2933
seq9123	2942
seq9124	2944
seq9125	2950
seq9126	2924
seq9127	2942
seq9128	2930
seq9129	2936
seq9130	2968
seq9131	2919
seq9132	2845
seq9133	2888
seq9134	2890
seq9135	2914
seq9136	2894
seq9137	2920
seq9138	2899
seq9139	2948
seq9140	2935
seq9141	2922
seq9142	2965
seq9143	3009
seq9144	2960
seq9145	2946
seq9146	2938
seq9147	2915
seq9148	2943
seq9149	2938
seq9150	2983
seq9151	2936
seq9152	2941
seq9153	2754
seq9154	2929
seq9155	2928
seq9156	2792
seq9157	2924
seq9158	2882
seq9159	2908
seq9160	2956
seq9161	2938
seq9162	2937
seq9163	2937
seq9164	2940
seq9165	2909
seq9166	2938
seq9167	2938
seq9168	2934
seq9169	2905
seq9170	2992
seq9171	2920
seq9172	2854
seq9173	2936
seq9174	2906
seq9175	2943
seq9176	2938
seq9177	2947
seq9178	2937
seq9179	2944
seq9180	2939
seq9181	2896
seq9182	2952
seq9183	2911
seq9184	2926
seq9185	2874
seq9186	2934
seq9187	2815
seq9188	2934
seq9189	2914
seq9190	2940
seq9191	2954
seq9192	2932
seq9193	2965
seq9194	2830
seq9195	2886
seq9196	2929
seq9197	2766
seq9198	2937
seq9199	2799
seq9200	2949
seq9201	2943
seq9202	2936
seq9203	2895
seq9204	2932
seq9205	2934
seq9206	2941
seq9207	2852
seq9208	2941
seq9209	2930
seq9210	2908
seq9211	2928
seq9212	2944
seq9213	2932
seq9214	2932
seq9215	2913
seq9216	2933
seq9217	2934
seq9218	2921
seq9219	2994
seq9220	2927
seq9221	2950
seq9222	2832
seq9223	2930
seq9224	2994
seq9225	2933
seq9226	2929
seq9227	2898
seq9228	2933
seq9229	2828
seq9230	2929
seq9231	2925
seq9232	2961
seq9233	2913
seq9234	2934
seq9235	2934
seq9236	2927
seq9237	2913
seq9238	2926
seq9239	2930
seq9240	2769
seq9241	2957
seq9242	2930
seq9243	2931
seq9244	2931
seq9245	2928
seq9246	2916
seq9247	2924
seq9248	2983
seq9249	2928
seq9250	2935
seq9251	2970
seq9252	2928
seq9253	2943
seq9254	2925
seq9255	2950
seq9256	2876
seq9257	2986
seq9258	2882
seq9259	2928
seq9260	2934
seq9261	2925
seq9262	2928
seq9263	2926
seq9264	2885
seq9265	2876
seq9266	2926
seq9267	2922
seq9268	2973
seq9269	2926
seq9270	2915
seq9271	2896
seq9272	2925
seq9273	2923
seq9274	2880
seq9275	3002
seq9276	2926
seq9277	2870
seq9278	2889
seq9279	2922
seq9280	2809
seq9281	2896
seq9282	3059
seq9283	2956
seq9284	2866
seq9285	2923
seq9286	2928
seq9287	3026
seq9288	2904
seq9289	2911
seq9290	2945
seq9291	2857
seq9292	2884
seq9293	2925
seq9294	2923
seq9295	2923
seq9296	2928
seq9297	2911
seq9298	2895
seq9299	2948
seq9300	2894
seq9301	2911
seq9302	2925
seq9303	2918
seq9304	2925
seq9305	2921
seq9306	2825
seq9307	2921
seq9308	2919
seq9309	2917
seq9310	2865
seq9311	2919
seq9312	2918
seq9313	2915
seq9314	2855
seq9315	2917
seq9316	2907
seq9317	2878
seq9318	2919
seq9319	2928
seq9320	2916
seq9321	2839
seq9322	2920
seq9323	2887
seq9324	2907
seq9325	2927
seq9326	2888
seq9327	2910
seq9328	2923
seq9329	2921
seq9330	2905
seq9331	2916
seq9332	2911
seq9333	2915
seq9334	2907
seq9335	2922
seq9336	2899
seq9337	2915
seq9338	2942
seq9339	2913
seq9340	2873
seq9341	2872
seq9342	2913
seq9343	2889
seq9344	2919
seq9345	2912
seq9346	2905
seq9347	2919
seq9348	2915
seq9349	2805
seq9350	2867
seq9351	2901
seq9352	2908
seq9353	2922
seq9354	2913
seq9355	2925
seq9356	2910
seq9357	2919
seq9358	2906
seq9359	2850
seq9360	2892
seq9361	2910
seq9362	3009
seq9363	2910
seq9364	2827
seq9365	2869
seq9366	2922
seq9367	2908
seq9368	2933
seq9369	2842
seq9370	2917
seq9371	2910
seq9372	2909
seq9373	2909
seq9374	2912
seq9375	2910
seq9376	2908
seq9377	2840
seq9378	2935
seq9379	2908
seq9380	2870
seq9381	2831
seq9382	2915
seq9383	2918
seq9384	2910
seq9385	2915
seq9386	2908
seq9387	2928
seq9388	2909
seq9389	2937
seq9390	2895
seq9391	2855
seq9392	2947
seq9393	2905
seq9394	2845
seq9395	2899
seq9396	2856
seq9397	2859
seq9398	2913
seq9399	2913
seq9400	2912
seq9401	2908
seq9402	2905
seq9403	2905
seq9404	2904
seq9405	2971
seq9406	2921
seq9407	2838
seq9408	2904
seq9409	2904
seq9410	2904
seq9411	2906
seq9412	2734
seq9413	2914
seq9414	2901
seq9415	2878
seq9416	2861
seq9417	2905
seq9418	2913
seq9419	2813
seq9420	2904
seq9421	2849
seq9422	2895
seq9423	2920
seq9424	2902
seq9425	2899
seq9426	2866
seq9427	2911
seq9428	2902
seq9429	2884
seq9430	2901
seq9431	2884
seq9432	2903
seq9433	2883
seq9434	2907
seq9435	2823
seq9436	2907
seq9437	2903
seq9438	2904
seq9439	2896
seq9440	2912
seq9441	2904
seq9442	2899
seq9443	2864
seq9444	2909
seq9445	2878
seq9446	2901
seq9447	2904
seq9448	2905
seq9449	2925
seq9450	2907
seq9451	2946
seq9452	2915
seq9453	2896
seq9454	2915
seq9455	2900
seq9456	2894
seq9457	2914
seq9458	2912
seq9459	2931
seq9460	2901
seq9461	2896
seq9462	2897
seq9463	2817
seq9464	2903
seq9465	2894
seq9466	2894
seq9467	2910
seq9468	2894
seq9469	2865
seq9470	2898
seq9471	2898
seq9472	2898
seq9473	2808
seq9474	2882
seq9475	2917
seq9476	2901
seq9477	2786
seq9478	2898
seq9479	2900
seq9480	2861
seq9481	2896
seq9482	2895
seq9483	2977
seq9484	2769
seq9485	2867
seq9486	2808
seq9487	2903
seq9488	2896
seq9489	2907
seq9490	2895
seq9491	2909
seq9492	2885
seq9493	2901
seq9494	2895
seq9495	2878
seq9496	2933
seq9497	2887
seq9498	2892
seq9499	2941
seq9500	2934
seq9501	2846
seq9502	2893
seq9503	2891
seq9504	2895
seq9505	2884
seq9506	2892
seq9507	2891
seq9508	2872
seq9509	2900
seq9510	2887
seq9511	2887
seq9512	2895
seq9513	2884
seq9514	2922
seq9515	2908
seq9516	2884
seq9517	2889
seq9518	2856
seq9519	2889
seq9520	2881
seq9521	2889
seq9522	2894
seq9523	2890
seq9524	2877
seq9525	2872
seq9526	2907
seq9527	2893
seq9528	2902
seq9529	2862
seq9530	2858
seq9531	2795
seq9532	2888
seq9533	2890
seq9534	2901
seq9535	2887
seq9536	2886
seq9537	2858
seq9538	2885
seq9539	2884
seq9540	2812
seq9541	2798
seq9542	2884
seq9543	2884
seq9544	2870
seq9545	2907
seq9546	2888
seq9547	2905
seq9548	2909
seq9549	2893
seq9550	2886
seq9551	2890
seq9552	2885
seq9553	2828
seq9554	2845
seq9555	2896
seq9556	2896
seq9557	2884
seq9558	2884
seq9559	2848
seq9560	2934
seq9561	2850
seq9562	2889
seq9563	2897
seq9564	2884
seq9565	2889
seq9566	2882
seq9567	2884
seq9568	2889
seq9569	2844
seq9570	2885
seq9571	2887
seq9572	2795
seq9573	2881
seq9574	2901
seq9575	2858
seq9576	2856
seq9577	2885
seq9578	2889
seq9579	2908
seq9580	2904
seq9581	2842
seq9582	2895
seq9583	2909
seq9584	2923
seq9585	2839
seq9586	2880
seq9587	2880
seq9588	2822
seq9589	2887
seq9590	2824
seq9591	2883
seq9592	2914
