Geneid	A05-12-1	A05-12-2	A05-12-3	A05-16-2	A05-16-3	A05-16
Glyma.19G140400	0.136	0.145	0.105	0.498	0.459	0.400
Glyma.19G140500	0.000	0.029	0.021	0.000	0.000	0.000
Glyma.19G140600	0.010	0.000	0.008	0.000	0.000	0.000
Glyma.19G140700	0.000	0.000	0.016	0.183	0.323	0.399
Glyma.19G140800	6.771	5.891	6.052	8.074	6.574	8.108
Glyma.19G140900	0.219	0.563	0.541	0.475	0.277	0.374
Glyma.19G141000	0.249	0.533	0.275	0.398	0.253	0.245
Glyma.19G141100	16.568	15.307	16.748	21.880	22.839	20.595
Glyma.19G141200	2.749	2.332	2.470	8.876	8.181	8.462
Glyma.19G141300	0.000	0.036	0.000	0.000	0.106	0.154
Glyma.19G141367	0.318	0.345	0.268	0.279	0.299	0.268
Glyma.19G141433	0.318	0.345	0.268	0.279	0.299	0.268
Glyma.19G141600	0.346	0.358	0.470	0.272	0.432	0.489
Glyma.19G141700	3.456	3.567	3.467	5.466	5.241	6.454
Glyma.19G141800	0.085	0.179	0.109	0.481	0.632	0.424
Glyma.19G141900	1.463	1.385	1.221	3.043	2.428	2.769
Glyma.19G142000	0.439	0.536	0.163	0.914	0.667	0.969
Glyma.19G142100	2.042	1.680	1.848	3.523	3.604	3.422
Glyma.19G142200	0.267	0.228	0.353	0.715	0.890	0.770
Glyma.19G142300	0.236	0.220	0.257	0.530	0.625	0.871
Glyma.19G142400	9.816	9.986	9.296	9.582	10.450	9.139
Glyma.19G142500	2.942	2.825	3.368	2.427	2.691	2.704
Glyma.19G142600	0.276	0.155	0.374	0.514	0.516	0.445
Glyma.19G142700	1.026	0.821	0.936	4.332	4.529	3.384
Glyma.19G142800	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G142900	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G143000	3.155	3.645	3.053	2.924	2.601	3.249
Glyma.19G143100	0.609	0.572	0.723	0.448	0.359	0.368
Glyma.19G143200	7.772	8.204	8.721	16.712	19.041	17.852
Glyma.19G143300	1.231	1.181	1.028	0.367	0.339	0.251
Glyma.19G143600	3.587	3.437	3.311	4.474	3.570	4.208
Glyma.19G143650	0.669	0.766	0.442	0.667	0.584	0.575
Glyma.19G143700	4.221	4.057	4.624	5.700	6.308	6.079
Glyma.19G143800	0.756	0.277	0.133	0.579	0.477	0.396
Glyma.19G143900	5.757	5.548	5.169	3.313	3.751	3.761
Glyma.19G144000	0.468	0.503	0.563	1.285	0.844	0.911
Glyma.19G144100	1.998	2.126	1.318	2.234	2.434	1.828
Glyma.19G144200	2.766	3.108	2.816	9.171	7.989	8.497
Glyma.19G144300	0.781	0.159	0.000	2.323	0.821	1.875
Glyma.19G144400	0.100	0.171	0.071	0.051	0.144	0.000
Glyma.19G144500	1.573	1.295	1.357	1.483	1.880	1.030
Glyma.19G144600	0.000	0.000	0.000	0.249	0.252	0.179
Glyma.19G144700	0.789	0.654	0.795	4.419	4.164	4.614
Glyma.19G144800	0.153	0.208	0.240	0.152	0.306	0.134
Glyma.19G144900	1.615	1.665	1.306	1.720	1.282	1.068
Glyma.19G145000	16.954	16.977	18.512	18.455	18.068	19.160
Glyma.19G145100	18.442	17.082	18.707	11.107	12.125	11.571
Glyma.19G145200	0.032	0.058	0.056	0.101	0.086	0.249
Glyma.19G145300	0.191	0.156	0.272	0.149	0.182	0.167
Glyma.19G145400	5.417	5.676	5.108	2.016	1.711	1.619
Glyma.19G145500	6.362	6.409	6.249	7.047	7.230	6.938
Glyma.19G145600	6.232	5.566	5.599	5.243	5.342	5.457
Glyma.19G145700	4.039	3.276	3.663	0.000	0.000	0.000
Glyma.19G145800	24.558	26.140	24.344	11.309	9.718	11.682
Glyma.19G145900	8.156	7.350	8.523	9.736	10.987	9.546
Glyma.19G145950	0.013	0.049	0.000	0.034	0.048	0.017
Glyma.19G146000	2.684	2.220	2.336	3.900	3.935	3.739
Glyma.19G146200	1.738	1.232	1.286	2.189	1.895	2.136
Glyma.19G146300	0.375	0.507	0.384	0.917	0.904	0.836
Glyma.19G146400	5.159	4.217	4.901	4.941	4.885	6.101
Glyma.19G146500	0.000	0.000	0.000	0.000	0.000	0.041
Glyma.19G146600	0.255	0.246	0.284	1.029	0.630	1.074
Glyma.19G146701	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G146800	0.000	0.017	0.012	2.055	2.077	2.186
Glyma.19G146900	0.377	0.489	0.457	0.000	0.000	0.000
Glyma.19G147000	0.277	0.226	0.196	0.071	0.033	0.000
Glyma.19G147100	5.584	6.014	6.192	5.794	6.007	6.817
Glyma.19G147200	0.397	0.224	0.511	0.039	0.028	0.040
Glyma.19G147300	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G147400	139.736	136.335	138.725	18.868	20.320	18.194
Glyma.19G147500	0.880	1.019	0.855	1.029	0.989	1.236
Glyma.19G147600	0.482	0.588	0.377	0.614	1.254	0.981
Glyma.19G147700	0.248	0.303	0.372	0.190	0.738	0.260
Glyma.19G147800	0.976	0.747	1.101	0.830	0.399	0.767
Glyma.19G147900	34.572	33.724	35.743	4.671	5.808	4.708
Glyma.19G148000	2.057	2.061	1.814	2.919	1.729	2.907
Glyma.19G148100	3.265	3.360	3.427	7.835	6.959	7.569
Glyma.19G148200	1.167	1.272	1.266	1.717	1.893	1.929
Glyma.19G148300	0.252	0.340	0.327	0.085	0.072	0.017
Glyma.19G148400	0.108	0.132	0.095	0.688	0.292	0.989
Glyma.19G148500	0.075	0.000	0.066	0.479	0.745	0.394
Glyma.19G148600	0.015	0.000	0.027	0.000	0.000	0.000
Glyma.19G148700	8.029	9.151	8.777	3.910	4.416	3.748
Glyma.19G148800	0.019	0.000	0.017	0.622	0.575	0.442
Glyma.19G148900	6.232	5.879	5.993	8.555	10.425	8.997
Glyma.19G149000	1.393	1.164	0.889	0.397	0.413	0.288
Glyma.19G149100	18.332	17.386	16.709	4.039	3.934	4.630
Glyma.19G149200	2.755	2.960	4.048	7.676	7.855	7.015
Glyma.19G149300	7.364	6.695	7.658	5.065	6.096	4.119
Glyma.19G149400	0.608	0.527	0.622	1.150	1.219	0.899
Glyma.19G149500	0.477	0.616	0.432	0.348	0.421	0.364
Glyma.19G149600	2.000	1.805	1.683	2.780	3.085	3.234
Glyma.19G149700	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G149800	4.152	3.946	3.902	4.692	4.508	4.475
Glyma.19G149900	1.604	1.873	1.790	3.060	3.212	2.790
Glyma.19G150000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G150100	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G150200	0.093	0.341	0.082	0.000	0.000	0.000
Glyma.19G150250	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G150300	2.566	2.533	2.539	1.929	2.040	2.296
Glyma.19G150400	4.532	4.748	4.114	8.553	7.285	9.429
Glyma.19G150500	4.695	2.947	3.276	7.484	5.994	8.542
Glyma.19G150550	0.432	0.000	0.524	0.276	0.146	0.142
Glyma.19G150800	2.176	1.808	1.582	0.486	0.364	0.176
Glyma.19G150900	7.615	7.992	8.800	1.439	1.728	1.182
Glyma.19G151000	4.573	4.285	5.313	0.153	0.108	0.098
Glyma.19G151100	0.000	0.000	0.000	0.220	0.104	0.151
Glyma.19G151200	0.000	0.000	0.000	0.218	0.770	0.492
Glyma.19G151300	1.164	0.979	1.094	3.167	2.658	3.321
Glyma.19G151350	0.044	0.109	0.000	0.454	0.120	0.058
Glyma.19G151400	1.560	1.754	1.702	0.410	0.736	0.941
Glyma.19G151500	4.852	5.163	4.500	5.561	5.218	6.591
Glyma.19G151700	2.132	1.895	2.139	3.205	3.000	3.281
Glyma.19G151600	7.010	3.670	4.561	10.430	7.522	12.464
Glyma.19G151800	7.322	8.924	9.033	2.263	1.801	2.157
Glyma.19G151900	0.067	0.491	0.118	0.684	0.785	1.932
Glyma.19G152000	2.966	2.437	2.299	4.397	4.369	5.251
Glyma.19G152100	1.644	1.257	1.471	0.160	0.136	0.181
Glyma.19G152200	1.756	1.430	1.548	2.090	2.137	2.032
Glyma.19G152300	1.265	0.934	0.790	3.260	3.242	3.211
Glyma.19G152400	0.125	0.038	0.041	0.219	0.239	0.102
Glyma.19G152500	0.082	0.140	0.072	0.105	0.044	0.129
Glyma.19G152600	8.306	7.701	8.655	11.082	9.502	10.743
Glyma.19G152700	4.111	4.856	5.325	6.153	5.497	6.296
Glyma.19G152800	0.000	0.000	0.000	0.197	0.077	0.090
Glyma.19G152900	2.908	2.758	3.014	4.610	4.640	4.918
Glyma.19G153000	0.047	0.142	0.246	0.119	0.399	0.061
Glyma.19G153100	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G153151	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G153200	4.471	4.020	4.045	5.217	5.649	5.085
Glyma.19G153300	18.060	18.030	20.345	39.752	34.520	39.109
Glyma.19G153400	5.935	5.947	6.028	6.778	6.421	7.791
Glyma.19G153500	8.512	7.480	8.318	10.266	9.859	9.335
Glyma.19G153600	0.103	0.126	0.055	1.715	1.641	2.059
Glyma.19G153700	2.022	1.916	1.716	3.553	2.858	4.380
Glyma.19G153800	0.050	0.010	0.007	0.084	0.142	0.217
Glyma.19G153900	3.082	3.291	2.810	2.813	2.955	3.028
Glyma.19G154000	0.330	0.363	0.233	0.548	0.566	0.433
Glyma.19G154100	11.959	10.938	11.808	12.511	11.008	13.211
Glyma.19G154200	0.666	0.700	0.694	1.070	0.944	1.054
Glyma.19G154300	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G154400	0.282	0.345	0.359	7.356	9.014	6.900
Glyma.19G154500	2.367	2.560	2.690	4.930	4.238	4.879
Glyma.19G154600	5.473	6.645	6.140	7.657	7.684	6.953
Glyma.19G154700	71.602	78.086	77.613	67.578	79.053	65.036
Glyma.19G154800	1.188	1.088	1.455	3.212	3.105	3.439
Glyma.19G154900	4.230	4.263	3.903	9.846	10.161	11.166
Glyma.19G155000	4.491	4.738	4.382	11.837	10.704	12.696
Glyma.19G155100	0.000	0.000	0.000	0.000	0.000	0.046
Glyma.19G155200	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G155300	0.000	0.000	0.008	0.000	0.000	0.000
Glyma.19G155400	0.000	0.000	0.000	0.094	0.067	0.065
Glyma.19G155450	1.044	1.201	1.245	5.797	4.374	4.829
Glyma.19G155500	0.566	0.518	0.665	2.194	1.657	1.945
Glyma.19G155600	0.114	0.139	0.075	0.109	0.026	0.074
Glyma.19G155700	2.212	1.778	1.499	2.593	2.234	2.752
Glyma.19G155800	0.194	0.173	0.125	0.000	0.016	0.000
Glyma.19G155900	0.000	0.083	0.000	0.000	0.020	0.030
Glyma.19G156000	0.534	0.526	0.507	0.026	0.074	0.134
Glyma.19G156200	2.534	2.490	3.076	1.546	1.887	2.406
Glyma.19G156300	6.206	6.167	5.868	20.850	23.092	20.849
Glyma.19G156400	0.151	0.173	0.092	0.036	0.034	0.062
Glyma.19G156601	1.141	0.000	0.503	0.000	0.000	0.000
Glyma.19G156700	4.228	3.828	5.411	0.095	0.084	0.073
Glyma.19G156800	0.456	0.817	0.188	3.566	2.932	3.305
Glyma.19G156900	6.978	6.968	8.014	6.366	6.519	7.341
Glyma.19G157000	0.019	0.035	0.051	0.135	0.061	0.089
Glyma.19G157100	0.711	1.158	1.086	1.390	2.306	1.800
Glyma.19G157200	3.081	3.001	3.195	3.722	4.111	4.784
Glyma.19G157300	3.109	2.795	2.949	2.476	2.243	2.042
Glyma.19G157400	2.332	2.227	2.167	2.919	2.293	2.610
Glyma.19G157500	0.192	0.107	0.123	0.000	0.032	0.000
Glyma.19G157600	1.106	1.688	1.706	0.000	0.125	0.000
Glyma.19G157700	0.058	0.057	0.072	0.000	0.053	0.015
Glyma.19G157750	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G157800	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G157900	0.000	0.022	0.000	0.023	0.000	0.024
Glyma.19G158000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G158100	0.776	0.660	0.647	1.872	1.798	1.815
Glyma.19G158200	0.309	0.377	0.272	0.683	1.259	1.255
Glyma.19G158300	1.463	1.156	1.302	1.189	1.461	0.958
Glyma.19G158351	0.137	0.033	0.072	0.035	0.124	0.144
Glyma.19G158400	0.487	0.670	0.483	0.104	0.110	0.080
Glyma.19G158500	0.000	0.000	0.000	0.035	0.000	0.000
Glyma.19G158600	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G158700	0.549	0.522	0.484	2.612	2.726	3.117
Glyma.19G158800	4.182	4.257	3.733	8.842	8.730	10.091
Glyma.19G158900	1.681	1.834	1.389	1.049	0.844	1.301
Glyma.19G159000	2.805	2.824	2.887	1.352	0.859	1.094
Glyma.19G159100	0.974	0.825	0.741	0.851	0.432	0.710
Glyma.19G159200	0.048	0.039	0.198	0.000	0.000	0.000
Glyma.19G159300	42.900	40.784	42.376	0.590	0.990	0.606
Glyma.19G159400	2.771	2.900	2.830	2.806	2.749	3.093
Glyma.19G159500	2.323	2.083	2.330	2.120	2.565	2.220
Glyma.19G159600	0.376	0.460	0.487	0.032	0.158	0.066
Glyma.19G159700	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G159800	0.326	0.895	0.861	2.284	3.448	4.693
Glyma.19G159900	1.576	1.910	1.651	5.456	4.752	5.058
Glyma.19G160000	1.258	0.975	0.917	0.864	0.894	0.887
Glyma.19G160100	0.657	0.419	0.378	0.474	0.154	0.262
Glyma.19G160200	4.597	4.332	4.906	6.846	6.061	6.304
Glyma.19G160300	0.000	0.054	0.000	0.000	0.000	0.019
Glyma.19G160400	19.177	17.215	16.700	31.359	37.157	29.016
Glyma.19G160500	27.486	24.783	28.467	35.499	34.359	34.767
Glyma.19G160600	2.782	2.607	2.865	10.221	9.384	10.465
Glyma.19G160700	1.713	1.786	1.719	2.790	2.884	2.375
Glyma.19G160800	8.003	7.938	8.239	7.675	7.747	7.046
Glyma.19G160900	6.511	6.083	7.066	8.015	8.893	8.269
Glyma.19G161000	3.446	4.543	4.485	0.757	0.740	0.269
Glyma.19G161100	29.325	30.466	33.557	4.198	5.406	4.551
Glyma.19G161200	5.384	4.913	5.309	5.998	6.138	5.939
Glyma.19G161300	0.243	0.183	0.247	0.238	0.135	0.196
Glyma.19G161400	120.264	120.654	136.683	135.129	147.750	136.613
Glyma.19G161500	3.896	4.136	3.459	5.535	5.212	5.827
Glyma.19G161600	5.986	6.402	6.103	15.989	14.818	16.245
Glyma.19G161700	1.687	1.934	1.670	1.423	1.263	1.904
Glyma.19G161800	0.320	0.406	0.394	1.141	1.095	0.888
Glyma.19G161900	0.000	0.000	0.012	0.033	0.012	0.000
Glyma.19G162000	7.891	8.378	8.115	9.828	10.635	10.258
Glyma.19G162100	0.228	0.365	0.176	1.124	1.500	1.286
Glyma.19G162150	0.000	0.000	0.000	0.053	0.000	0.000
Glyma.19G162200	0.000	0.000	0.000	0.000	0.033	0.096
Glyma.19G162301	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G162400	1.421	1.144	1.224	2.182	2.953	2.009
Glyma.19G162500	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G162600	0.000	0.000	0.035	0.000	0.000	0.000
Glyma.19G162700	0.224	0.000	0.000	0.000	0.000	0.000
Glyma.19G162800	0.092	0.105	0.093	0.109	0.077	0.052
Glyma.19G162900	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G163000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G163100	0.000	0.000	0.030	0.086	0.030	0.000
Glyma.19G163200	3.265	3.372	3.532	7.155	4.254	6.456
Glyma.19G163300	0.672	0.598	0.673	0.878	0.636	0.913
Glyma.19G163350	1.516	0.617	0.891	1.289	2.050	1.656
Glyma.19G163400	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G163500	1.645	1.518	1.519	4.053	3.526	4.052
Glyma.19G163600	0.000	0.000	0.000	0.026	0.074	0.027
Glyma.19G163700	0.000	0.000	0.021	0.031	0.065	0.031
Glyma.19G163900	0.037	0.000	0.000	0.000	0.000	0.000
Glyma.19G164000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G164100	0.000	0.000	0.022	0.156	0.154	0.320
Glyma.19G164200	0.041	0.050	0.018	0.131	0.148	0.161
Glyma.19G164300	0.708	0.632	0.720	6.183	6.268	6.233
Glyma.19G164400	3.603	3.128	3.716	4.971	4.637	4.958
Glyma.19G164500	0.905	1.726	1.106	1.397	1.174	1.352
Glyma.19G164600	0.441	0.590	0.611	0.027	0.000	0.028
Glyma.19G164650	0.051	0.000	0.000	0.162	0.023	0.033
Glyma.19G164700	0.188	0.276	0.233	0.385	0.170	0.247
Glyma.19G164800	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G164900	0.000	0.000	0.000	0.000	0.000	0.016
Glyma.19G165000	2.358	2.492	2.771	1.898	2.020	2.432
Glyma.19G165100	0.000	0.000	0.000	0.036	0.025	0.000
Glyma.19G165200	0.974	0.725	0.788	0.691	0.482	0.537
Glyma.19G165300	0.467	0.322	0.447	0.000	0.091	0.053
Glyma.19G165400	27.760	26.572	29.579	6.769	9.929	8.440
Glyma.19G165500	1.375	1.198	1.312	2.886	2.160	2.623
Glyma.19G165600	0.019	0.047	0.051	0.000	0.156	0.126
Glyma.19G165700	11.481	11.390	11.536	6.534	7.010	6.878
Glyma.19G165800	9.386	8.833	8.850	7.608	5.493	7.602
Glyma.19G165900	2.704	1.982	1.367	3.173	2.470	2.882
Glyma.19G166000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G166100	6.403	6.207	6.218	7.733	7.243	7.463
Glyma.19G166200	2.816	2.906	2.996	4.861	4.880	5.471
Glyma.19G166300	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G166400	1.217	1.301	1.596	1.494	2.331	2.113
Glyma.19G166500	31.304	29.950	30.414	35.418	38.953	35.705
Glyma.19G166550	0.000	0.190	0.000	0.198	0.000	0.203
Glyma.19G166600	1.067	1.047	0.891	0.763	0.612	0.731
Glyma.19G166700	1.380	1.514	1.360	5.278	3.962	5.299
Glyma.19G166800	0.834	0.719	0.666	2.833	2.628	2.186
Glyma.19G166900	4.259	4.077	3.957	14.279	12.278	14.228
Glyma.19G167000	0.098	0.090	0.076	0.063	0.022	0.048
Glyma.19G167100	0.000	0.000	0.000	0.000	0.030	0.022
Glyma.19G167200	0.537	0.405	0.362	0.141	0.114	0.248
Glyma.19G167300	0.027	0.017	0.012	0.268	0.379	0.409
Glyma.19G167400	0.064	0.039	0.051	0.789	0.902	1.128
Glyma.19G167500	4.519	4.528	4.765	6.635	5.623	6.326
Glyma.19G167600	1.419	0.807	1.746	0.000	0.000	0.032
Glyma.19G167700	0.299	0.284	0.322	0.042	0.060	0.087
Glyma.19G167800	48.478	50.741	51.050	51.227	87.495	51.094
Glyma.19G167900	4.848	5.171	4.480	5.362	5.258	5.053
Glyma.19G168000	1.247	1.203	1.408	0.586	0.552	0.745
Glyma.19G168100	9.219	9.555	9.302	13.857	13.254	14.728
Glyma.19G168200	5.777	5.487	5.312	4.821	5.590	4.977
Glyma.19G168300	59.549	58.483	60.606	116.789	124.439	115.030
Glyma.19G168400	5.189	6.131	6.030	4.700	4.600	6.243
Glyma.19G168500	0.266	0.260	0.129	1.323	1.139	1.202
Glyma.19G168600	0.023	0.021	0.000	0.037	0.005	0.015
Glyma.19G168700	0.986	1.285	0.944	0.000	0.008	0.000
Glyma.19G168800	2.926	2.959	2.779	3.455	3.530	3.959
Glyma.19G168900	0.064	0.039	0.127	0.000	0.000	0.000
Glyma.19G169000	8.460	7.884	6.650	3.742	3.837	3.688
Glyma.19G169200	0.056	0.050	0.054	0.000	0.000	0.007
Glyma.19G169400	0.000	0.007	0.020	0.000	0.000	0.008
Glyma.19G169500	6.177	6.492	6.044	6.178	6.015	6.529
Glyma.19G169600	5.554	4.165	5.949	10.220	10.581	9.624
Glyma.19G169633	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G169666	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G169700	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G169800	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G169900	0.368	0.300	0.324	0.753	0.864	0.745
Glyma.19G170000	0.008	0.009	0.007	0.010	0.021	0.020
Glyma.19G170100	29.707	30.893	29.481	21.149	24.570	19.792
Glyma.19G170200	0.059	0.188	0.136	0.076	0.181	0.202
Glyma.19G170300	5.504	5.057	5.217	6.251	7.255	5.803
Glyma.19G170400	2.307	2.513	2.429	4.676	5.058	4.705
Glyma.19G170500	2.848	2.992	2.617	1.976	1.584	1.984
Glyma.19G170600	0.181	0.127	0.206	0.529	0.444	0.475
Glyma.19G170700	0.862	0.889	0.690	0.172	0.166	0.170
Glyma.19G170800	0.059	0.043	0.021	0.000	0.075	0.000
Glyma.19G170900	5.883	5.695	5.591	4.211	4.055	4.212
Glyma.19G171000	0.000	0.000	0.000	0.055	0.000	0.000
Glyma.19G171100	2.921	2.952	2.968	9.665	8.195	9.560
Glyma.19G171200	5.654	5.279	4.843	5.743	4.933	5.684
Glyma.19G171300	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G171400	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G171500	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G171700	8.119	8.581	8.736	6.899	6.149	7.157
Glyma.19G171800	0.226	0.000	0.067	0.000	0.000	0.000
Glyma.19G171900	0.236	0.124	0.089	0.000	0.000	0.000
Glyma.19G172100	2.804	2.927	2.688	4.201	3.785	3.898
Glyma.19G172200	84.892	83.643	82.641	31.451	33.537	31.832
Glyma.19G172400	62.388	60.281	62.790	40.968	47.837	47.882
Glyma.19G172500	5.224	5.422	5.772	5.693	5.770	5.238
Glyma.19G172601	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G172700	16.990	17.174	15.691	15.262	14.724	13.948
Glyma.19G172800	4.382	3.923	3.713	3.399	3.188	3.492
Glyma.19G172900	0.351	0.151	0.200	0.289	0.335	0.324
Glyma.19G173000	3.512	3.003	3.034	5.858	7.154	6.644
Glyma.19G173100	12.721	12.818	11.572	10.624	10.237	10.528
Glyma.19G173200	2.731	3.071	3.092	3.127	3.553	4.432
Glyma.19G173300	16.597	16.794	15.159	61.660	52.410	63.845
Glyma.19G173400	27.270	31.770	31.345	34.569	31.098	38.707
Glyma.19G173500	3.623	4.243	4.031	8.349	12.342	8.577
Glyma.19G173600	8.682	8.654	9.368	21.361	18.769	20.066
Glyma.19G173800	0.244	0.320	0.308	8.862	8.450	6.908
Glyma.19G173900	0.338	0.234	0.139	0.057	0.081	0.044
Glyma.19G174000	0.000	0.000	0.000	0.042	0.000	0.000
Glyma.19G174100	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G174200	0.033	0.000	0.000	0.085	0.060	0.087
Glyma.19G174300	11.236	11.776	11.217	13.501	15.624	12.102
Glyma.19G174400	0.000	0.000	0.000	0.051	0.018	0.026
Glyma.19G174501	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G174600	0.923	0.729	0.957	11.039	12.204	11.660
Glyma.19G174700	3.600	2.997	3.122	4.404	4.278	4.216
Glyma.19G174800	0.000	0.025	0.000	0.000	0.000	0.000
Glyma.19G174900	0.374	0.304	0.000	0.636	0.786	0.326
Glyma.19G175000	0.421	0.617	0.594	1.074	2.202	1.766
Glyma.19G175100	2.059	2.111	1.994	1.329	1.810	1.299
Glyma.19G175150	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G175200	0.019	0.047	0.077	0.135	0.191	0.101
Glyma.19G175300	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G175400	0.539	0.546	0.467	2.669	2.674	2.647
Glyma.19G175500	0.000	0.000	0.000	0.000	0.017	0.000
Glyma.19G175600	0.905	0.879	0.803	2.916	2.689	2.897
Glyma.19G175700	1.853	1.783	1.998	1.940	1.707	1.722
Glyma.19G175800	1.135	1.466	1.287	0.083	0.146	0.085
Glyma.19G175900	15.465	15.666	14.121	10.690	10.187	10.623
Glyma.19G176000	0.000	0.012	0.008	0.061	0.052	0.000
Glyma.19G176100	13.358	12.992	13.295	22.910	23.550	21.438
Glyma.19G176200	8.319	9.534	8.690	30.652	36.215	30.985
Glyma.19G176300	2.070	1.504	1.616	3.775	3.801	4.050
Glyma.19G176400	1.515	1.782	1.681	3.291	2.705	3.014
Glyma.19G176500	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G176600	1.592	1.484	1.628	1.007	1.051	1.289
Glyma.19G176700	18.085	19.019	17.579	17.812	15.698	16.835
Glyma.19G176800	0.024	0.029	0.000	0.030	0.000	0.093
Glyma.19G177001	0.426	0.423	0.422	0.815	0.480	0.593
Glyma.19G177100	2.877	2.720	2.808	3.254	3.080	2.877
Glyma.19G177200	23.589	23.127	24.330	24.711	23.699	25.008
Glyma.19G177300	1.157	1.205	1.033	1.770	1.626	1.515
Glyma.19G177400	0.447	0.442	0.308	0.092	0.131	0.142
Glyma.19G177450	0.376	0.230	0.664	0.480	0.170	0.740
Glyma.19G177500	6.517	7.125	7.063	3.270	3.486	2.827
Glyma.19G177600	34.804	36.763	38.243	23.831	18.999	19.430
Glyma.19G177700	9.501	9.263	8.997	26.179	22.225	26.219
Glyma.19G177767	0.084	0.051	0.018	0.107	0.000	0.055
Glyma.19G177833	0.149	0.000	0.056	0.325	0.057	0.000
Glyma.19G177900	9.497	10.268	11.055	11.184	6.840	8.751
Glyma.19G178000	0.679	0.911	0.863	0.071	0.080	0.058
Glyma.19G178100	5.845	5.447	5.138	1.576	1.596	1.619
Glyma.19G178200	4.537	4.528	4.630	1.087	1.342	0.953
Glyma.19G178301	0.000	0.000	0.000	0.058	0.000	0.000
Glyma.19G178400	1.121	0.936	1.051	0.181	0.199	0.176
Glyma.19G178500	4.902	5.235	4.968	3.201	3.519	3.058
Glyma.19G178550	3.672	3.670	3.825	4.151	2.933	3.280
Glyma.19G178600	0.104	0.035	0.092	0.072	0.060	0.087
Glyma.19G178700	2.865	2.563	2.593	2.578	2.159	3.100
Glyma.19G178800	23.400	24.290	26.188	14.094	12.328	14.211
Glyma.19G178900	0.556	0.760	0.684	0.289	0.244	0.221
Glyma.19G179000	4.518	4.031	4.681	8.170	6.454	8.504
Glyma.19G179100	1.192	1.551	0.942	0.316	0.251	0.365
Glyma.19G179200	0.365	0.437	0.431	0.764	0.602	0.595
Glyma.19G179300	2.594	3.354	2.830	3.071	3.041	3.155
Glyma.19G179400	0.594	0.476	0.606	1.989	1.975	1.946
Glyma.19G179500	15.613	15.893	17.462	12.437	15.086	13.944
Glyma.19G179600	0.145	0.309	0.446	0.738	0.749	0.616
Glyma.19G179700	15.433	15.265	15.396	22.178	16.115	21.945
Glyma.19G179800	2.002	1.563	1.844	1.171	0.733	1.104
Glyma.19G179900	0.052	0.032	0.023	0.446	0.455	0.373
Glyma.19G180000	10.605	9.656	10.479	12.278	12.025	12.694
Glyma.19G180100	12.255	10.706	8.298	12.419	13.898	12.440
Glyma.19G180150	1.876	2.619	0.236	1.367	0.483	1.405
Glyma.19G180200	2.919	3.013	2.827	1.363	1.204	0.808
Glyma.19G180300	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G180400	0.208	0.127	0.163	0.103	0.052	0.030
Glyma.19G180500	3.446	3.570	3.355	3.359	3.805	3.734
Glyma.19G180600	2.781	3.164	3.138	1.773	1.817	2.190
Glyma.19G180700	7.982	7.028	8.010	0.146	0.240	0.275
Glyma.19G180800	5.652	5.945	5.771	9.616	9.510	8.435
