	GSM1172844	GSM1172845	GSM1172846	GSM1172847	GSM1172848	GSM1172849	GSM1172850	GSM1172851	GSM1172853	GSM1172854	GSM1172855	GSM1172856	GSM1172858	GSM1172859	GSM1172860	GSM1172861	GSM1172863	GSM1172864	GSM1172865	GSM1172867	GSM1172868	GSM1172869	GSM1172870	GSM1172871	GSM1172872	GSM1172873	GSM1172874	GSM1172875	GSM1172876	GSM1172877	GSM1172878	GSM1172879	GSM1172881	GSM1172882	GSM1172883	GSM1172884	GSM1172885	GSM1172886	GSM1172888	GSM1172889	GSM1172890	GSM1172893	GSM1172895	GSM1172896	GSM1172897	GSM1172901	GSM1172902	GSM1172903	GSM1172904	GSM1172905	GSM1172906	GSM1172907	GSM1172908	GSM1172909	GSM1172910	GSM1384316
ENSG00000001460	29.6577929	25.06156412	20.44668458	14.96006965	14.67831204	16.52477658	9.783027282	8.911960938	6.317019206	18.73816028	5.862934633	18.86721594	20.81960133	12.16090638	24.14790875	22.93459183	33.05637517	20.47078966	31.10881855	32.3379006	22.72966739	27.34511606	13.63149281	15.49846059	22.12376246	4.675947458	21.8231927	13.93171616	58.05376945	24.37640715	21.55117114	12.92934152	38.53064053	29.69640646	70.77942156	14.41363724	11.88106274	31.57285957	11.60836002	46.96888124	12.39213681	41.09636613	10.39122866	111.2353854	19.44200673	29.644524	32.26899801	64.9370685	31.30037418	14.85793037	28.13236753	23.84775234	23.21443801	7.974012756	13.85440415	22.44994254
ENSG00000001461	174.2301536	278.5649001	58.10591205	59.24131631	76.16939159	71.5740139	43.21990296	114.292188	37.05500671	47.90559555	8.234312877	50.90501119	140.3996171	40.29762324	88.71275039	77.41258875	57.51177451	220.6536543	155.4364181	65.33836334	101.7243174	51.35672124	61.43787847	54.79970223	79.21939626	24.27417573	51.57181508	19.13359755	260.5222557	155.7939069	130.502098	33.31368134	94.82648215	191.6444029	182.7932183	114.2445705	39.35801398	197.8989427	57.5180982	158.2739071	106.5114126	205.1200915	91.70627584	47.50826603	83.11222355	76.7844986	77.41609932	122.4575903	189.1738045	60.39893163	80.29870226	40.98223193	159.821081	223.9395976	96.9173374	75.89480713
ENSG00000001497	300.4946823	131.2263343	804.6078572	837.2462203	345.6809396	360.4467107	275.5977635	539.1479679	304.9071356	259.1486054	553.7157467	330.0835319	529.0285631	970.5583095	467.5083415	847.7851843	229.1662685	299.1781701	676.9419908	225.8479549	350.0945294	355.992087	334.6542686	437.3633846	166.711096	319.9523941	184.2474243	635.2110437	233.5906462	212.1602625	756.3530715	209.7838603	401.323756	300.6639304	215.2284817	446.555817	264.8468436	284.5481089	624.0164046	335.2851987	296.6061364	525.9228841	213.039846	226.4341589	302.5885787	220.9419305	558.9821515	248.6853938	221.2250773	235.925038	481.1915854	317.9085328	268.0874784	136.4577309	536.3346673	277.6250196
ENSG00000001561	0	0.419293027	1.032341865	3.027869771	1.198183931	0.518268414	55.69976631	0.531919683	20.97449476	24.33916501	22.65237421	52.25763856	8.200798851	3.855537513	1.471593142	34.27001226	1.791446268	13.33952541	2.611222002	29.72777483	16.90567331	1.380008943	8.588490783	10.66251589	0.254372799	3.37162043	58.91004626	11.60636604	76.17385903	6.896642263	0	4.459518827	23.50657881	0.266219034	1.414382207	0.066748116	26.05277677	43.19119416	8.183527604	25.72432758	1.654137918	8.334507346	19.67692755	3.892083281	3.04687031	4.512147958	2.364387058	24.71802452	20.11729428	33.33732643	5.196482564	0.549636274	16.78099823	32.72696345	10.81673873	2.957921215
ENSG00000001617	430.442541	905.4083239	59.03774693	78.22664077	269.2260402	296.0589762	170.4878591	940.3526933	141.7626097	674.6122974	47.48672491	243.3021767	509.6017974	440.6367242	203.2622435	11.04954349	62.37460579	151.288179	150.7008536	18.7635175	155.4304727	54.18768537	119.9561008	170.7265408	249.9579737	470.2878847	170.7552212	12.21319193	283.3586075	44.71020385	172.758324	925.9250942	24.72900094	171.66904	221.8676928	295.1912037	269.6479049	606.9032058	706.6905977	7.969574319	998.7751325	11.37758372	614.111035	12.33788682	182.3805207	96.05686043	310.2488042	191.6676796	166.7652978	206.1782564	907.5934968	456.6163458	710.7316877	169.4314728	420.5281045	1520.348305
ENSG00000001626	0	0	0	0	0	0	0	0.055843638	0.136306326	0.062716946	0	0	0	0	0	0	0.176647676	0.201262291	0	0	0	0	0	0.029210936	0	0	0	0	0.055773967	0.07129427	0	0.245794766	1.055984827	0	0	0	0	0.129692055	0	0.234937443	0.104363275	0	0	0	0.127742945	0	0	0	0	0.08786256	0	0	0.044966738	0	0.54803899	0
ENSG00000001629	77.60663203	85.42704234	129.353027	199.6582335	178.9986783	177.2486083	151.5416128	49.69460573	109.4973093	137.9241131	63.8574253	126.5655742	48.24301614	24.99166259	23.77390951	20.26469286	159.6311504	104.2946118	128.0705225	161.4652298	90.58167882	66.25055188	63.58208556	57.62779658	142.9273122	9.927965693	76.75225372	162.1046778	166.1380732	83.1660312	28.34807833	111.9526442	112.0122252	82.90363607	72.09985273	47.20380592	142.4795968	146.9521326	28.78834247	126.1538007	34.09611773	51.49651603	120.0912277	25.49244772	34.8213858	158.7177024	52.83623227	362.5882769	64.70962424	63.64354532	23.83656014	47.86776908	82.28598721	108.307978	87.39030005	67.67283152
ENSG00000001630	556.7506904	274.665955	360.4151357	407.963297	443.9475789	345.1747297	524.6452044	214.8517196	417.8605992	270.9661951	95.65001718	374.8187498	186.754803	125.5133714	82.29232487	179.8824895	348.7830184	123.6054492	161.9924012	538.9723999	474.3368185	127.0708119	89.00285046	223.3433953	289.3174627	123.0740091	371.6398541	282.9842408	937.291153	225.2773554	38.54106267	284.66613	427.5649982	423.2164028	180.3990434	300.071655	366.7203435	418.223058	144.1137661	316.3550322	136.1406354	183.8535565	373.1745154	106.9537963	130.7496543	885.9946817	300.6632489	2143.732321	199.6692582	241.2111409	141.7737613	110.7761786	287.0210829	270.3079751	263.5897694	122.6643449
ENSG00000001631	51.46183756	39.97896334	33.84732908	72.38021416	88.13709773	59.52709378	62.75967022	21.72320052	54.49651512	60.37102402	27.60198737	82.80957032	16.23024267	16.90792687	11.488242	12.72403744	132.4632116	29.65620476	45.58327649	75.55505601	25.2815143	29.4560763	24.68241387	33.38824836	64.11997901	5.95780308	71.70717001	65.49238775	81.34225395	31.89748681	2.689615356	33.83254895	56.9362421	51.08352594	21.25830252	21.22044966	43.45833687	54.87154255	14.38854927	56.25435352	13.99456944	29.98487017	87.49260379	12.60862861	28.14567606	106.8519235	28.83976377	303.2870532	30.59629163	37.57080542	9.329433301	14.96685044	48.12032761	39.57870276	29.62838919	22.34109185
ENSG00000002016	39.485616	26.43678595	38.24187139	47.71145295	33.90887305	38.60814161	26.95772247	25.15962946	26.36828684	21.78118852	23.38611283	17.32249507	16.05546661	20.55981987	19.00672395	27.33505382	44.50261611	12.59578925	43.19437858	26.81034789	17.39225128	18.34002436	48.343286	18.48665601	13.23385511	15.57124188	58.02812676	32.30923482	22.36990512	17.17544295	40.22859447	17.26817651	26.13689618	25.44534398	27.25864923	27.59399323	19.57604533	19.09978764	28.56583401	31.52022302	30.97326567	25.67458403	18.35858097	25.93680374	38.8920167	17.06064293	28.31051676	41.0560004	30.35220548	24.59996154	15.90749944	31.29900675	34.01490223	14.9119221	23.96356743	54.01213898
ENSG00000002079	15.94063473	1.238313645	21.4911035	25.29973578	18.47363797	25.30463418	0.402667211	0.527590493	0.185740087	0.251903657	0	0.343008688	0.359691343	0.563057474	0.278717022	6.034890367	3.137857549	0.087840862	0.346111001	0.075736333	0	11.24892214	11.27170963	4.225810901	0.167127391	0.408065695	0.773247118	0.081972354	1.651022178	0.476837209	5.756863395	0.825256969	2.287572953	0.525884985	25.40994343	8.940451907	0.501422125	0.34536123	0.477969681	0	1.387789022	0.720432314	0	0.46867691	1.353902711	0	1.865535191	0.367959568	0	0	0.386921102	0	0	0.195833631	0.122828037	0.153373693
ENSG00000002330	392.6975464	737.7056712	237.2297797	156.9089706	138.4539089	125.2031643	226.0553207	379.2095243	256.6273932	175.129416	255.3665105	131.1714286	462.1259288	220.2447669	371.6463369	256.0314733	182.4007603	573.3617599	253.7347448	240.8500884	257.4347861	276.0625708	246.2925137	181.3719129	401.566	393.3972231	333.2277656	68.7291005	167.5391072	333.6584752	256.2721111	572.0160413	649.5128811	326.5037451	373.9093669	232.8743088	230.6418572	136.0490611	339.1737891	392.1040173	496.3492775	477.3257094	510.7088993	314.3626567	428.7613865	495.3088957	214.6568653	422.4609076	473.3761818	518.6260321	340.9058816	340.7123105	269.0203556	145.482727	182.4952909	384.9852794
ENSG00000002549	308.6640303	183.4583123	203.0711843	208.3440695	180.845979	205.0752743	254.9036254	238.4823459	187.4409357	429.3166911	375.6356775	350.057468	327.9033241	223.2271928	166.615967	300.6344067	266.5252636	665.7282573	198.9071667	668.1545892	310.321984	332.0778346	436.6893205	525.8415616	191.592454	120.452542	344.2289578	258.7047499	976.8018264	250.4889654	172.3627104	367.8446005	184.7867313	300.3516963	397.3988085	197.4858804	335.6871527	451.5421551	278.7450646	585.2271246	370.8666827	145.0899221	240.6993956	116.6045833	211.8300747	448.6155072	191.2154535	152.018614	276.1565786	300.8353018	373.991975	248.4093972	309.6847404	231.2697268	404.6639862	225.8361893
ENSG00000002586	491.8233365	332.2638066	276.5509241	224.6818288	381.0531983	328.0627287	277.9807025	287.8958331	474.683179	255.664486	983.7698477	117.066522	705.1373792	407.5285349	1699.416004	100.0438427	543.6518351	190.6967475	591.8764105	181.2077553	48.14840954	174.0770803	206.4728005	912.7390128	167.3909816	368.3453664	503.7841371	134.9542088	183.2729923	422.9573221	170.8968399	374.3795241	859.595078	549.2211307	834.7021284	397.3632085	166.8020741	111.6090309	360.3241979	506.5677201	712.4437581	343.0439397	92.70154577	530.0295479	200.4256434	525.4644034	209.5742323	374.3248563	471.0960972	332.8229452	813.1153086	692.6222474	487.1812482	377.2265859	260.7334213	482.274055
ENSG00000002587	40.49632304	6.82135553	84.6294706	83.68338336	47.30591678	55.31244516	4.730443483	2.517923937	0.860643	0	0.951468205	0	9.176388657	2.396434163	0	31.84597003	0.219329692	0.312653301	0	4.368425462	51.17765565	134.8033598	38.87380885	21.20935255	0	1.362823062	11.92168096	0	23.64413117	5.652790618	14.21475796	0.191757443	207.1442612	7.911022973	88.7764035	7.372428087	0.391300979	0	27.73868033	27.09866122	8.526215761	5.415157903	0.886297451	0	24.00995115	16.78874733	20.06314946	0	2.022588793	2.050974788	4.49535129	19.75569662	4.4774333	5.407101102	1.698964907	6.544724748
ENSG00000002726	0.853858747	34.50839973	1.914456591	0.661700063	0.079459175	0.14757941	0.122455401	13.01681512	0	1.582896625	0	0.15998365	33.28187622	37.79953007	8.295974378	0.394683788	1.167984808	0	202.8766969	0.213359358	0.351998497	0	0.123720761	0.589215316	0	2.108568849	0	0	0	0.180056204	0.272068821	0.545671041	0	2.541705228	1.12618606	5.654536518	1.028178163	84.69220178	31.07646599	2.901113564	0.076284622	0.54892907	2.703517502	0	0.320496837	0	4.748355635	0	0	5.954803497	103.5079303	0.602807294	0.908520714	0	0	0
ENSG00000002745	0.257316453	0	0	0	0.119570422	0.333116958	0.046690359	0	0	0	0	0	0.381203717	0.132891232	0.132987859	0.596549407	0.067668002	0.254961341	0.165938383	0.107021283	0	0.855975007	0	0.664624652	0.4723278	0	0	0	0.053342254	0.861867875	115.5847702	0.05725293	2.464031899	0	0	0.092955077	0	0	0.096486863	0	0.364983968	0	0	0	0	0	0.753184335	0.065424834	0	0	0	0	0	0	0	0
ENSG00000002746	0.453517438	0.03430496	0.572647764	1.109224974	1.089371772	1.667339691	0	0.049554049	0	0	0.054821343	0.027532908	0.029860773	0.062458492	0.062503906	3.360194817	0.443578808	0.059521363	0	0.025149846	0.041492007	0.266817262	0	0.130440909	0.055498173	0	0.280253719	13.3990057	0.050141408	7.298059418	3.080748804	0.329631699	0.642108096	1.79379935	0.13274977	3.421714779	0.055993768	0	0	7.058806621	0.026976269	0	0	8.385125483	0.398553112	0	0.615414682	0	0	0	0	0	0	0	0	0
ENSG00000002822	79.25664334	31.10971118	156.3333902	163.5621398	170.9467824	168.5836328	60.18202562	177.777695	76.34670821	155.7929195	88.31518879	99.59506781	61.67380512	138.2195731	54.61040705	70.04579244	89.38411667	116.3211179	107.725242	87.11083075	322.4537138	306.9506509	130.8902567	130.0978528	182.7735836	123.5750222	36.09929273	82.79774701	71.6044352	344.4494325	96.78443569	190.9973672	110.1966116	52.54551508	81.17070171	225.7990403	113.6267596	97.83819355	348.8274976	79.44371175	127.4944025	112.2377378	80.38113269	333.7389191	133.3408776	166.7911608	184.8988589	43.47121498	132.3043797	103.9878934	242.7284054	189.625648	70.28556695	48.63366013	119.8204682	133.6101351
ENSG00000002834	1099.938129	688.5835057	2166.125248	2759.146992	2205.86097	2689.272351	1063.229474	410.4950799	13345.80351	1350.999899	1344.265633	919.3639428	4980.280723	5607.098436	4144.644846	627.1935955	369.4526172	1497.109293	941.6620393	162.4777766	974.618182	961.5158318	1333.970619	1015.904054	2123.281137	444.9663835	875.2582891	1120.874622	595.9514114	699.55116	1899.342842	470.5940494	1302.317387	528.0254526	1092.299186	776.778605	525.1295126	1311.903672	893.7956667	1084.257777	3038.686349	399.6291447	471.6741916	146.4648863	829.3198702	501.0571189	1505.186431	314.5416708	1458.129286	824.2131387	6447.193604	1542.091694	732.0385086	5883.512039	904.5360111	1040.257768
ENSG00000002919	112.637547	71.7972941	49.34769278	80.87555346	59.41360249	57.83663202	78.20945434	41.76966225	62.80906987	135.3589899	67.84052087	74.37073935	50.39917783	30.30051872	45.58002978	145.8748959	38.4750574	599.5188351	96.95204374	125.5192569	70.51877539	104.3535364	71.47834564	90.26523533	66.30267853	34.19860509	155.6152916	129.1801716	59.36274292	76.79062343	130.1488388	111.0634301	135.0437479	76.12415034	104.6981613	69.19091012	176.0399447	91.62840864	106.1907799	131.1209809	133.676724	87.0847304	38.07490678	60.95531496	11.99103275	268.3565351	86.36227442	184.5489971	184.6241063	146.230097	59.84008557	55.42722099	149.7024099	844.2781631	122.6858795	82.23562813
ENSG00000002933	0	1.789917869	0	1.327766904	0	0	0.290539902	12.34134586	5.800180459	8.921670108	0	1.870131238	8.36572616	2.03753668	80.42212336	0	0.4155369	0	1.018997455	10.32925408	0.271060054	0	0	5.615205147	0	0.365338142	0.376066229	0	0	0.415962382	0	0	0	0	6.475706136	0	0	1288.348884	0	4.295403921	0	0	0	0	0	0	0	0	0	0	858.8505972	0	6.286185122	0	0	0
ENSG00000003056	542.834465	287.6693536	473.4520834	463.3095889	451.5949054	480.3080621	407.2197561	337.4533475	376.3107858	297.163264	390.172267	190.6422163	157.0230145	120.093708	85.80738282	372.9701751	641.4102471	294.3888582	223.3459208	688.6135381	74.37238867	658.3071267	568.8600669	639.7459587	216.53263	212.0720967	577.740456	394.8237715	441.9888838	239.6035224	632.0000131	193.0426678	164.7266037	291.069371	319.6349258	317.4859435	271.4686042	354.6010462	303.660598	384.4206759	408.4594905	159.9819964	374.1666923	203.1259544	164.105384	288.3131968	218.3033042	299.3089471	163.1325717	170.7267683	133.1860416	433.1235919	470.1695219	253.0981277	436.8800126	280.5815319
ENSG00000003096	29.15741452	7.513098492	0.070234608	0.06057185	0	0	0.046049983	5.851351862	4.557508805	6.366733521	0	0.148401262	3.11727212	4.425056952	0.8732919	8.536094924	9.555587051	4.113344107	1.688938096	3.169824253	0.685138286	15.70634446	0.679521962	2.37321108	1.312621708	7.221465502	5.831165982	0.479150724	7.567106705	5.131199512	0.040470801	0.708290115	39.48026648	9.417314505	2.022478258	6.027239995	7.370474222	4.448544847	0.325378774	0.054493703	5.40167652	12.4421518	10.16030894	0.749911327	0	0.099153051	3.615361142	0	4.283746014	7.341426024	3.254467246	26.44074601	12.61930794	0.303009057	18.52311998	0
ENSG00000003137	63.17559339	2.476334298	69.43543483	39.15942636	16.85783141	17.5283794	0.335856977	0.604520851	0.046147879	2.198221236	0.53869097	0.346004686	0	6.431070168	0.189554691	2.262455483	10.53788588	0.451871649	8.389487258	16.38935594	72.33944581	11.69786399	24.7052005	82.05708145	0.168308504	0.334304199	0.869446613	10.73660426	21.03223043	6.02037399	45.48985585	5.40046899	11.74689835	23.05450505	44.36682014	60.12587064	0.466981596	67.89533062	8.545241543	63.25853616	1.198839061	8.193962937	0.43747235	2.270930079	9.971092489	0	4.069969664	39.44193894	1.021668864	0.535441582	4.130056707	20.59297029	1.3998014	0	0.12369608	0.919632455
ENSG00000003147	9.591904985	23.94873238	42.73809598	35.29467083	51.49906007	44.95167229	127.1287968	4.450524049	176.4469766	61.69488161	4.547846875	97.52568121	18.41687814	11.20786271	11.64271713	22.38096895	0.261045596	68.54609823	37.0748431	20.18805612	37.96647501	1.110871491	7.059311183	46.04965992	190.1820806	74.60696399	38.70841148	0.837852515	0	0.130656445	0.959874854	55.55748286	87.48069673	23.67268272	42.34161714	6.069132092	117.3182797	71.95085865	26.37641162	30.20207018	84.90874751	48.02738553	37.80041411	19.76539113	17.21297504	174.4792557	8.979610514	78.11865684	145.9023133	80.98145214	107.213606	67.34575082	189.0345019	153.99775	117.715586	80.00413686
ENSG00000003249	12.7825093	62.74762497	126.2890423	73.38995286	35.67360132	55.14061599	174.1853186	101.0591252	89.34487179	790.5928025	77.41256622	333.4779204	354.1348747	417.3943406	755.1205396	143.7479056	21.77729484	171.9645528	212.8335918	259.8192415	439.2584947	55.71337623	208.9731193	133.9853007	409.8011763	190.4796044	138.7530086	6.578174131	463.8364258	24.26415707	59.00400815	890.1112676	139.7273272	13.31806018	145.1325886	28.30260815	501.0072551	243.5334619	276.6627073	109.6601786	455.7026496	232.2482671	44.61794219	4.038555394	137.3772984	277.2418917	32.93639356	175.3771135	268.5924617	660.1141078	429.355794	390.862077	828.8401244	99.93282546	322.523274	260.8657656
ENSG00000003393	56.64566659	21.14954961	52.40237553	58.14214265	56.36128684	58.12003821	61.06349042	20.21000483	44.12298856	39.22984619	59.66332334	44.32680098	13.05678482	11.99362279	9.779180315	71.6054838	47.92174331	39.91941752	51.07892415	63.81636782	23.67853595	48.22263004	49.53272234	26.49597715	28.93018438	13.3128235	50.2238839	88.41065701	27.20182208	48.73773209	38.49191997	31.47585319	43.63899031	49.58965337	36.67196254	31.75517682	40.46986962	67.65486208	22.36052523	57.05455915	24.13421326	22.02943476	27.51358223	40.21992774	13.34926419	16.41429073	22.55971102	60.60436729	38.85233339	22.81736349	23.35243947	57.38738512	27.58592213	40.90409413	25.63803832	35.96257323
ENSG00000003400	6.151607168	2.993961696	6.678490611	9.172816098	8.504625397	10.37039741	1.173257965	0.902511006	1.704811095	1.458737697	0.948729315	1.211922451	0.348776458	0.628911911	1.126352367	2.144219047	7.224886052	2.056495978	4.98398455	2.761468678	1.587891701	12.06747881	13.0450861	19.34564289	1.751440923	1.024635557	3.390797735	1.633446927	55.28485798	4.427791766	7.553803135	0.830269431	25.35087899	2.044243765	12.09608745	0.617195578	1.565399167	3.49645364	11.64974153	13.23002679	1.007754889	1.387345517	1.636185704	1.651792316	1.386069957	4.681205161	8.917189315	1.505149931	1.885447733	1.337559641	0.867048192	0.984029689	1.015372376	2.480020515	0.864253341	1.140091318
ENSG00000003402	66.69371057	82.0456716	80.13421921	105.7480712	102.8764942	84.60802297	84.50337502	48.51532625	66.19240839	57.97161583	84.56014425	13.27681755	23.83435865	35.70362156	28.58759268	86.44369028	50.34933061	54.44210639	81.03367454	321.5451189	63.85503608	63.76582436	114.7294509	89.17824723	71.86038353	32.35998483	147.7413901	75.96453816	126.2929619	41.00636225	31.98264748	28.8129791	99.07052583	81.72849268	142.7343564	49.0524126	58.6099598	21.5188224	33.64717765	88.51869502	48.11337109	165.0228429	51.71330877	40.19494307	71.1005379	57.97184841	39.17984314	78.17875264	33.86701478	23.24336991	12.6775054	35.82020868	59.5775306	105.8682349	44.78563078	80.0907974
ENSG00000003436	31.37824681	0.557867541	3.864528672	4.715886657	1.553597683	0.800192961	2.525594417	0.162637467	0.653685132	0.730620402	364.7132167	22.01315454	0.780876416	1.575225648	0.203824184	0	19.59056348	0.293075367	13.70431715	0	0.474456731	4.250634609	12.14769358	49.78960374	0	1.036326558	6.925282587	49.84215023	92.75766379	122.2071291	3.68074544	15.45130243	90.07291213	121.9263899	198.0500648	33.2073354	170.5398775	17.65987893	3.800821946	202.2399543	0.279414857	0	0.599055835	11.48263993	0	0.517992462	49.74992565	16.86508599	0	0.249154584	0.732445108	7.163258089	0	0	0	0
